ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
ctx00400	Phenylalanine, tyrosine and tryptophan biosynthesis	2/11	26/924	0.0358405045023932	0.357781410251668	0.354458363097628	Clo1313_1366/Clo1313_1435	2
ctx03018	RNA degradation	1/11	10/924	0.113392369924352	0.357781410251668	0.354458363097628	Clo1313_0955	1
ctx00061	Fatty acid biosynthesis	1/11	12/924	0.134616163868848	0.357781410251668	0.354458363097628	Clo1313_0622	1
ctx00760	Nicotinate and nicotinamide metabolism	1/11	12/924	0.134616163868848	0.357781410251668	0.354458363097628	Clo1313_2165	1
ctx01230	Biosynthesis of amino acids	3/11	111/924	0.135859572463587	0.357781410251668	0.354458363097628	Clo1313_1366/Clo1313_1435/Clo1313_2556	3
ctx03030	DNA replication	1/11	14/924	0.155377076570533	0.357781410251668	0.354458363097628	Clo1313_2763	1
ctx00220	Arginine biosynthesis	1/11	18/924	0.19554652106478	0.357781410251668	0.354458363097628	Clo1313_2556	1
ctx00260	Glycine, serine and threonine metabolism	1/11	19/924	0.20531361628364	0.357781410251668	0.354458363097628	Clo1313_2631	1
ctx03430	Mismatch repair	1/11	20/924	0.214972787798425	0.357781410251668	0.354458363097628	Clo1313_2763	1
ctx00190	Oxidative phosphorylation	1/11	21/924	0.224525110070789	0.357781410251668	0.354458363097628	Clo1313_0191	1
ctx03440	Homologous recombination	1/11	22/924	0.233971648043348	0.357781410251668	0.354458363097628	Clo1313_2763	1
ctx01210	2-Oxocarboxylic acid metabolism	1/11	24/924	0.25255158370706	0.357781410251668	0.354458363097628	Clo1313_2556	1
ctx01100	Metabolic pathways	7/11	496/924	0.362139094469031	0.47356650815181	0.469168057611701	Clo1313_1366/Clo1313_0622/Clo1313_0191/Clo1313_1435/Clo1313_2631/Clo1313_2165/Clo1313_2556	7
ctx02030	Bacterial chemotaxis	1/11	50/924	0.459564875468666	0.558043063069094	0.552860000563809	Clo1313_1507	1
ctx01110	Biosynthesis of secondary metabolites	3/11	220/924	0.508038358982948	0.575776806847342	0.570429034647521	Clo1313_1366/Clo1313_1435/Clo1313_2556	3
ctx03010	Ribosome	1/11	67/924	0.565129153265617	0.600449725344718	0.594872792911176	Clo1313_2072	1
ctx02020	Two-component system	1/11	113/924	0.763839995618927	0.763839995618927	0.756745506495532	Clo1313_1507	1
