ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
ctx02030	Bacterial chemotaxis	5/16	50/924	0.00105489293533955	0.0158233940300932	0.0133249633937627	Clo1313_0407/Clo1313_1731/Clo1313_1411/Clo1313_2958/Clo1313_1410	5
ctx02020	Two-component system	6/16	113/924	0.00836799356347874	0.0627599517260905	0.0528504856640762	Clo1313_0407/Clo1313_1731/Clo1313_1411/Clo1313_1969/Clo1313_2958/Clo1313_1410	6
ctx00052	Galactose metabolism	2/16	12/924	0.0167799656506543	0.0838998282532714	0.0706524869501233	Clo1313_2905/Clo1313_2893	2
ctx00790	Folate biosynthesis	1/16	10/924	0.160997072666418	0.475325135878414	0.400273798634454	Clo1313_0864	1
ctx00520	Amino sugar and nucleotide sugar metabolism	2/16	44/924	0.174484545063837	0.475325135878414	0.400273798634454	Clo1313_2905/Clo1313_2893	2
ctx00670	One carbon pool by folate	1/16	12/924	0.190130054351366	0.475325135878414	0.400273798634454	Clo1313_1581	1
ctx03430	Mismatch repair	1/16	20/924	0.297443545710985	0.603949210229664	0.508588808614454	Clo1313_1388	1
ctx03440	Homologous recombination	1/16	22/924	0.322106245455821	0.603949210229664	0.508588808614454	Clo1313_0980	1
ctx00270	Cysteine and methionine metabolism	1/16	29/924	0.402182752583905	0.670304587639842	0.564467021170393	Clo1313_1581	1
ctx00230	Purine metabolism	1/16	39/924	0.501314768914985	0.69590529150558	0.586025508636278	Clo1313_0909	1
ctx02024	Quorum sensing	1/16	40/924	0.510330547104092	0.69590529150558	0.586025508636278	Clo1313_1308	1
ctx02010	ABC transporters	1/16	55/924	0.628504619226484	0.785630774033105	0.661583809712089	Clo1313_2354	1
ctx01230	Biosynthesis of amino acids	1/16	111/924	0.873263032212664	0.941140620190348	0.792539469633978	Clo1313_1581	1
ctx01110	Biosynthesis of secondary metabolites	2/16	220/924	0.924401387041991	0.941140620190348	0.792539469633978	Clo1313_1581/Clo1313_1229	2
ctx01100	Metabolic pathways	6/16	496/924	0.941140620190348	0.941140620190348	0.792539469633978	Clo1313_0864/Clo1313_2905/Clo1313_1581/Clo1313_2893/Clo1313_1229/Clo1313_0909	6
