ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
ctx00670	One carbon pool by folate	2/17	12/924	0.0188800217913017	0.490880566573843	0.490880566573843	Clo1313_1669/Clo1313_2132	2
ctx03070	Bacterial secretion system	1/17	10/924	0.170237193011502	0.555548150463672	0.555548150463672	Clo1313_1314	1
ctx00520	Amino sugar and nucleotide sugar metabolism	2/17	44/924	0.192025673600369	0.555548150463672	0.555548150463672	Clo1313_2119/Clo1313_1099	2
ctx00760	Nicotinate and nicotinamide metabolism	1/17	12/924	0.20083318138637	0.555548150463672	0.555548150463672	Clo1313_1901	1
ctx00030	Pentose phosphate pathway	1/17	15/924	0.244742843644472	0.555548150463672	0.555548150463672	Clo1313_1661	1
ctx00300	Lysine biosynthesis	1/17	15/924	0.244742843644472	0.555548150463672	0.555548150463672	Clo1313_1295	1
ctx00640	Propanoate metabolism	1/17	16/924	0.25886756494045	0.555548150463672	0.555548150463672	Clo1313_2136	1
ctx00770	Pantothenate and CoA biosynthesis	1/17	16/924	0.25886756494045	0.555548150463672	0.555548150463672	Clo1313_1316	1
ctx03060	Protein export	1/17	16/924	0.25886756494045	0.555548150463672	0.555548150463672	Clo1313_1314	1
ctx00220	Arginine biosynthesis	1/17	18/924	0.28637444244487	0.555548150463672	0.555548150463672	Clo1313_2555	1
ctx03430	Mismatch repair	1/17	20/924	0.312918357479466	0.555548150463672	0.555548150463672	Clo1313_1446	1
ctx01200	Carbon metabolism	2/17	63/924	0.324798965100644	0.555548150463672	0.555548150463672	Clo1313_1661/Clo1313_2132	2
ctx01230	Biosynthesis of amino acids	3/17	111/924	0.334923718411084	0.555548150463672	0.555548150463672	Clo1313_1661/Clo1313_1295/Clo1313_2555	3
ctx00250	Alanine, aspartate and glutamate metabolism	1/17	22/924	0.338530984002045	0.555548150463672	0.555548150463672	Clo1313_1099	1
ctx03440	Homologous recombination	1/17	22/924	0.338530984002045	0.555548150463672	0.555548150463672	Clo1313_1671	1
ctx01120	Microbial metabolism in diverse environments	3/17	114/924	0.3510093060764	0.555548150463672	0.555548150463672	Clo1313_2136/Clo1313_1661/Clo1313_2132	3
ctx01210	2-Oxocarboxylic acid metabolism	1/17	24/924	0.363243021457017	0.555548150463672	0.555548150463672	Clo1313_2555	1
ctx00550	Peptidoglycan biosynthesis	1/17	26/924	0.387084222678103	0.559121654979482	0.559121654979482	Clo1313_2119	1
ctx01100	Metabolic pathways	10/17	496/924	0.429693342126123	0.58800141554101	0.58800141554101	Clo1313_2136/Clo1313_1661/Clo1313_2119/Clo1313_1316/Clo1313_1295/Clo1313_0908/Clo1313_1901/Clo1313_1099/Clo1313_2132/Clo1313_2555	10
ctx00230	Purine metabolism	1/17	39/924	0.52273406848802	0.679554289034425	0.679554289034425	Clo1313_0908	1
ctx01110	Biosynthesis of secondary metabolites	4/17	220/924	0.605281452718147	0.705257683792445	0.705257683792445	Clo1313_1661/Clo1313_1316/Clo1313_1295/Clo1313_2555	4
ctx02030	Bacterial chemotaxis	1/17	50/924	0.614904391227553	0.705257683792445	0.705257683792445	Clo1313_0405	1
ctx02020	Two-component system	2/17	113/924	0.635689202014515	0.705257683792445	0.705257683792445	Clo1313_0493/Clo1313_0405	2
ctx02010	ABC transporters	1/17	55/924	0.651007092731488	0.705257683792445	0.705257683792445	Clo1313_0493	1
ctx03010	Ribosome	1/17	67/924	0.725090114052239	0.754093718614328	0.754093718614328	Clo1313_0457	1
ctx00970	Aminoacyl-tRNA biosynthesis	1/17	86/924	0.812896676552506	0.812896676552506	0.812896676552506	Clo1313_1669	1
