ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
ctx03030	DNA replication	2/13	14/924	0.0151259477909984	0.393274642565958	0.393274642565958	Clo1313_2929/Clo1313_0903	2
ctx00620	Pyruvate metabolism	2/13	31/924	0.0675233143165822	0.498015660627106	0.498015660627106	Clo1313_1686/Clo1313_0640	2
ctx00910	Nitrogen metabolism	1/13	10/924	0.132718392298385	0.498015660627106	0.498015660627106	Clo1313_2198	1
ctx01212	Fatty acid metabolism	1/13	11/924	0.145053907506395	0.498015660627106	0.498015660627106	Clo1313_0677	1
ctx00061	Fatty acid biosynthesis	1/13	12/924	0.157227291079688	0.498015660627106	0.498015660627106	Clo1313_0677	1
ctx00340	Histidine metabolism	1/13	13/924	0.169240498553333	0.498015660627106	0.498015660627106	Clo1313_0429	1
ctx00630	Glyoxylate and dicarboxylate metabolism	1/13	14/924	0.18109546399659	0.498015660627106	0.498015660627106	Clo1313_1686	1
ctx00300	Lysine biosynthesis	1/13	15/924	0.192794100225209	0.498015660627106	0.498015660627106	Clo1313_1240	1
ctx00640	Propanoate metabolism	1/13	16/924	0.204338299011868	0.498015660627106	0.498015660627106	Clo1313_1686	1
ctx01120	Microbial metabolism in diverse environments	3/13	114/924	0.209209736789421	0.498015660627106	0.498015660627106	Clo1313_1686/Clo1313_0640/Clo1313_1614	3
ctx01200	Carbon metabolism	2/13	63/924	0.220374876242037	0.498015660627106	0.498015660627106	Clo1313_1686/Clo1313_0640	2
ctx00020	Citrate cycle (TCA cycle)	1/13	20/924	0.249007830313553	0.498015660627106	0.498015660627106	Clo1313_0640	1
ctx03430	Mismatch repair	1/13	20/924	0.249007830313553	0.498015660627106	0.498015660627106	Clo1313_0903	1
ctx03440	Homologous recombination	1/13	22/924	0.270463645469311	0.502289627300149	0.502289627300149	Clo1313_0903	1
ctx00550	Peptidoglycan biosynthesis	1/13	26/924	0.311687783852967	0.540258825345143	0.540258825345143	Clo1313_1240	1
ctx00680	Methane metabolism	1/13	30/924	0.350752214173695	0.560750123676506	0.560750123676506	Clo1313_1686	1
ctx00010	Glycolysis / Gluconeogenesis	1/13	34/924	0.387761110414288	0.560750123676506	0.560750123676506	Clo1313_1686	1
ctx01100	Metabolic pathways	8/13	496/924	0.388211624083735	0.560750123676506	0.560750123676506	Clo1313_0429/Clo1313_0677/Clo1313_1686/Clo1313_2198/Clo1313_0640/Clo1313_1240/Clo1313_2754/Clo1313_1614	8
ctx02024	Quorum sensing	1/13	40/924	0.439636962618451	0.60160847516209	0.60160847516209	Clo1313_0677	1
ctx02030	Bacterial chemotaxis	1/13	50/924	0.517168036080198	0.672318446904257	0.672318446904257	Clo1313_2956	1
ctx02010	ABC transporters	1/13	55/924	0.552101796540912	0.683554605241129	0.683554605241129	Clo1313_2943	1
ctx03010	Ribosome	1/13	67/924	0.626645190564881	0.714238326439132	0.714238326439132	Clo1313_0456	1
ctx01110	Biosynthesis of secondary metabolites	3/13	220/924	0.631826211850001	0.714238326439132	0.714238326439132	Clo1313_0429/Clo1313_1686/Clo1313_0640	3
ctx00970	Aminoacyl-tRNA biosynthesis	1/13	86/924	0.72161989787827	0.781754889368126	0.781754889368126	Clo1313_2754	1
ctx01230	Biosynthesis of amino acids	1/13	111/924	0.812764882674008	0.818708476489233	0.818708476489233	Clo1313_0429	1
ctx02020	Two-component system	1/13	113/924	0.818708476489233	0.818708476489233	0.818708476489233	Clo1313_2956	1
