ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
ctx00330	Arginine and proline metabolism	2/16	10/924	0.0116750833745686	0.303552167738784	0.303552167738784	Clo1313_2592/Clo1313_2439	2
ctx02030	Bacterial chemotaxis	3/16	50/924	0.0507277915374731	0.65946128998715	0.65946128998715	Clo1313_0252/Clo1313_1743/Clo1313_2959	3
ctx03018	RNA degradation	1/16	10/924	0.160997072666418	0.687989100442362	0.687989100442362	Clo1313_2832	1
ctx03070	Bacterial secretion system	1/16	10/924	0.160997072666418	0.687989100442362	0.687989100442362	Clo1313_1259	1
ctx00630	Glyoxylate and dicarboxylate metabolism	1/16	14/924	0.218312598919453	0.687989100442362	0.687989100442362	Clo1313_1686	1
ctx00640	Propanoate metabolism	1/16	16/924	0.245573709603058	0.687989100442362	0.687989100442362	Clo1313_1686	1
ctx03060	Protein export	1/16	16/924	0.245573709603058	0.687989100442362	0.687989100442362	Clo1313_1259	1
ctx00220	Arginine biosynthesis	1/16	18/924	0.271941565999934	0.687989100442362	0.687989100442362	Clo1313_2561	1
ctx01230	Biosynthesis of amino acids	3/16	111/924	0.299962126350605	0.687989100442362	0.687989100442362	Clo1313_2439/Clo1313_2561/Clo1313_0068	3
ctx03440	Homologous recombination	1/16	22/924	0.322106245455821	0.687989100442362	0.687989100442362	Clo1313_2051	1
ctx00400	Phenylalanine, tyrosine and tryptophan biosynthesis	1/16	26/924	0.369016410648205	0.687989100442362	0.687989100442362	Clo1313_0068	1
ctx00550	Peptidoglycan biosynthesis	1/16	26/924	0.369016410648205	0.687989100442362	0.687989100442362	Clo1313_1089	1
ctx00240	Pyrimidine metabolism	1/16	29/924	0.402182752583905	0.687989100442362	0.687989100442362	Clo1313_3022	1
ctx00680	Methane metabolism	1/16	30/924	0.412869988291902	0.687989100442362	0.687989100442362	Clo1313_1686	1
ctx00620	Pyruvate metabolism	1/16	31/924	0.423377907964531	0.687989100442362	0.687989100442362	Clo1313_1686	1
ctx02040	Flagellar assembly	1/16	31/924	0.423377907964531	0.687989100442362	0.687989100442362	Clo1313_1743	1
ctx00010	Glycolysis / Gluconeogenesis	1/16	34/924	0.453853678724494	0.694129155696285	0.694129155696285	Clo1313_1686	1
ctx02024	Quorum sensing	1/16	40/924	0.510330547104092	0.719111478416031	0.719111478416031	Clo1313_1259	1
ctx01110	Biosynthesis of secondary metabolites	4/16	220/924	0.552328160642816	0.719111478416031	0.719111478416031	Clo1313_1686/Clo1313_2439/Clo1313_2561/Clo1313_0068	4
ctx00500	Starch and sucrose metabolism	1/16	45/924	0.553162675704639	0.719111478416031	0.719111478416031	Clo1313_2460	1
ctx02020	Two-component system	2/16	113/924	0.601566323562577	0.744796400601286	0.744796400601286	Clo1313_0252/Clo1313_2959	2
ctx01200	Carbon metabolism	1/16	63/924	0.680019551310743	0.768951028688577	0.768951028688577	Clo1313_1686	1
ctx03010	Ribosome	1/16	67/924	0.703188850843559	0.768951028688577	0.768951028688577	Clo1313_1453	1
ctx01100	Metabolic pathways	8/16	496/924	0.709800949558687	0.768951028688577	0.768951028688577	Clo1313_1686/Clo1313_2592/Clo1313_3022/Clo1313_2439/Clo1313_2460/Clo1313_2561/Clo1313_0068/Clo1313_1089	8
ctx00970	Aminoacyl-tRNA biosynthesis	1/16	86/924	0.793321389671138	0.825054245257983	0.825054245257983	Clo1313_1902	1
ctx01120	Microbial metabolism in diverse environments	1/16	114/924	0.880608227159236	0.880608227159236	0.880608227159236	Clo1313_1686	1
