GO.ID	Term	Annotated	Significant	Expected	Fisher
GO:0004518	nuclease activity	40	4	0.95	0.013
GO:0004519	endonuclease activity	25	3	0.59	0.019
GO:0004536	deoxyribonuclease activity	10	2	0.24	0.022
GO:0008238	exopeptidase activity	10	2	0.24	0.022
GO:0003824	catalytic activity	913	26	21.66	0.030
GO:0016616	oxidoreductase activity, acting on the C...	30	3	0.71	0.032
GO:0016614	oxidoreductase activity, acting on CH-OH...	31	3	0.74	0.034
GO:0016772	transferase activity, transferring phosp...	118	6	2.8	0.053
GO:0016491	oxidoreductase activity	153	7	3.63	0.060
GO:0016779	nucleotidyltransferase activity	42	3	1	0.074
GO:0016788	hydrolase activity, acting on ester bond...	70	4	1.66	0.079
GO:0016773	phosphotransferase activity, alcohol gro...	44	3	1.04	0.083
GO:0016810	hydrolase activity, acting on carbon-nit...	30	2	0.71	0.157
GO:0016787	hydrolase activity	355	11	8.42	0.191
GO:0046872	metal ion binding	241	8	5.72	0.195
GO:0043169	cation binding	246	8	5.84	0.212
GO:0016881	acid-amino acid ligase activity	10	1	0.24	0.214
GO:0016741	transferase activity, transferring one-c...	68	3	1.61	0.216
GO:0070011	peptidase activity, acting on L-amino ac...	39	2	0.93	0.236
GO:0016740	transferase activity	331	10	7.85	0.237
GO:0016301	kinase activity	72	3	1.71	0.241
GO:0016798	hydrolase activity, acting on glycosyl b...	46	2	1.09	0.299
GO:0050662	coenzyme binding	81	3	1.92	0.301
GO:0004527	exonuclease activity	15	1	0.36	0.304
GO:0050661	NADP binding	15	1	0.36	0.304
GO:0005506	iron ion binding	15	1	0.36	0.304
GO:0016831	carboxy-lyase activity	15	1	0.36	0.304
GO:0140097	catalytic activity, acting on DNA	48	2	1.14	0.317
GO:0016651	oxidoreductase activity, acting on NAD(P...	16	1	0.38	0.321
GO:0008233	peptidase activity	51	2	1.21	0.343
GO:0009055	electron transfer activity	18	1	0.43	0.353
GO:0000049	tRNA binding	18	1	0.43	0.353
GO:0008135	translation factor activity, RNA binding	19	1	0.45	0.369
GO:0030248	cellulose binding	20	1	0.47	0.384
GO:0008757	S-adenosylmethionine-dependent methyltra...	20	1	0.47	0.384
GO:0051287	NAD binding	20	1	0.47	0.384
GO:0030247	polysaccharide binding	22	1	0.52	0.413
GO:0001871	pattern binding	22	1	0.52	0.413
GO:0003700	DNA-binding transcription factor activit...	22	1	0.52	0.413
GO:0008168	methyltransferase activity	60	2	1.42	0.422
GO:0048037	cofactor binding	140	4	3.32	0.429
GO:0140096	catalytic activity, acting on a protein	103	3	2.44	0.448
GO:0016830	carbon-carbon lyase activity	25	1	0.59	0.455
GO:0016875	ligase activity, forming carbon-oxygen b...	26	1	0.62	0.468
GO:0004812	aminoacyl-tRNA ligase activity	26	1	0.62	0.468
GO:0003723	RNA binding	110	3	2.61	0.493
GO:0140110	transcription regulator activity	29	1	0.69	0.506
GO:0140098	catalytic activity, acting on RNA	79	2	1.87	0.571
GO:0003676	nucleic acid binding	258	6	6.12	0.598
GO:0016874	ligase activity	84	2	1.99	0.605
GO:0004553	hydrolase activity, hydrolyzing O-glycos...	39	1	0.93	0.614
GO:0016879	ligase activity, forming carbon-nitrogen...	39	1	0.93	0.614
GO:0030246	carbohydrate binding	39	1	0.93	0.614
GO:0000287	magnesium ion binding	41	1	0.97	0.633
GO:0003677	DNA binding	134	3	3.18	0.634
GO:0140101	catalytic activity, acting on a tRNA	43	1	1.02	0.651
GO:0032561	guanyl ribonucleotide binding	45	1	1.07	0.668
GO:0022857	transmembrane transporter activity	45	1	1.07	0.668
GO:0019001	guanyl nucleotide binding	45	1	1.07	0.668
