GO.ID	Term	Annotated	Significant	Expected	Fisher
GO:0003676	nucleic acid binding	258	13	7	0.012
GO:0004222	metalloendopeptidase activity	10	2	0.27	0.028
GO:0005488	binding	780	26	21.15	0.045
GO:0043021	ribonucleoprotein complex binding	13	2	0.35	0.046
GO:0008237	metallopeptidase activity	13	2	0.35	0.046
GO:0044877	protein-containing complex binding	15	2	0.41	0.060
GO:0003723	RNA binding	110	6	2.98	0.070
GO:0019843	rRNA binding	40	3	1.08	0.091
GO:0016779	nucleotidyltransferase activity	42	3	1.14	0.102
GO:0004175	endopeptidase activity	21	2	0.57	0.109
GO:0003735	structural constituent of ribosome	49	3	1.33	0.144
GO:0004519	endonuclease activity	25	2	0.68	0.145
GO:0003677	DNA binding	134	6	3.63	0.146
GO:0046914	transition metal ion binding	78	4	2.12	0.156
GO:0005198	structural molecule activity	56	3	1.52	0.191
GO:0008168	methyltransferase activity	60	3	1.63	0.219
GO:0016881	acid-amino acid ligase activity	10	1	0.27	0.241
GO:0043022	ribosome binding	10	1	0.27	0.241
GO:0004536	deoxyribonuclease activity	10	1	0.27	0.241
GO:0003954	NADH dehydrogenase activity	10	1	0.27	0.241
GO:0052689	carboxylic ester hydrolase activity	11	1	0.3	0.262
GO:1901363	heterocyclic compound binding	545	17	14.78	0.268
GO:0097159	organic cyclic compound binding	545	17	14.78	0.268
GO:0016741	transferase activity, transferring one-c...	68	3	1.84	0.279
GO:0070011	peptidase activity, acting on L-amino ac...	39	2	1.06	0.286
GO:0016788	hydrolase activity, acting on ester bond...	70	3	1.9	0.294
GO:0004518	nuclease activity	40	2	1.08	0.296
GO:0034062	5'-3' RNA polymerase activity	13	1	0.35	0.302
GO:0097747	RNA polymerase activity	13	1	0.35	0.302
GO:0016811	hydrolase activity, acting on carbon-nit...	13	1	0.35	0.302
GO:0003899	DNA-directed 5'-3' RNA polymerase activi...	13	1	0.35	0.302
GO:0008080	N-acetyltransferase activity	14	1	0.38	0.321
GO:0016410	N-acyltransferase activity	14	1	0.38	0.321
GO:0046872	metal ion binding	241	8	6.54	0.322
GO:0005506	iron ion binding	15	1	0.41	0.340
GO:0016831	carboxy-lyase activity	15	1	0.41	0.340
GO:0043169	cation binding	246	8	6.67	0.344
GO:0016651	oxidoreductase activity, acting on NAD(P...	16	1	0.43	0.358
GO:0042802	identical protein binding	16	1	0.43	0.358
GO:0008270	zinc ion binding	47	2	1.27	0.367
GO:0140097	catalytic activity, acting on DNA	48	2	1.3	0.377
GO:0008094	DNA-dependent ATPase activity	18	1	0.49	0.393
GO:0005515	protein binding	83	3	2.25	0.394
GO:0016772	transferase activity, transferring phosp...	118	4	3.2	0.400
GO:0008233	peptidase activity	51	2	1.38	0.407
GO:0016740	transferase activity	331	10	8.98	0.407
GO:0008135	translation factor activity, RNA binding	19	1	0.52	0.409
GO:0016407	acetyltransferase activity	19	1	0.52	0.409
GO:0030248	cellulose binding	20	1	0.54	0.426
GO:0016887	ATPase activity	89	3	2.41	0.439
GO:0030247	polysaccharide binding	22	1	0.6	0.457
GO:0016765	transferase activity, transferring alkyl...	22	1	0.6	0.457
GO:0001871	pattern binding	22	1	0.6	0.457
GO:0016835	carbon-oxygen lyase activity	22	1	0.6	0.457
GO:0060089	molecular transducer activity	23	1	0.62	0.472
GO:0016829	lyase activity	61	2	1.65	0.501
GO:0070279	vitamin B6 binding	25	1	0.68	0.501
GO:0030170	pyridoxal phosphate binding	25	1	0.68	0.501
GO:0016830	carbon-carbon lyase activity	25	1	0.68	0.501
GO:0140096	catalytic activity, acting on a protein	103	3	2.79	0.540
GO:0016747	transferase activity, transferring acyl ...	29	1	0.79	0.554
GO:0016810	hydrolase activity, acting on carbon-nit...	30	1	0.81	0.566
GO:0016616	oxidoreductase activity, acting on the C...	30	1	0.81	0.566
GO:0016614	oxidoreductase activity, acting on CH-OH...	31	1	0.84	0.578
GO:0019842	vitamin binding	33	1	0.89	0.601
GO:0016746	transferase activity, transferring acyl ...	34	1	0.92	0.613
GO:0005525	GTP binding	34	1	0.92	0.613
GO:0140098	catalytic activity, acting on RNA	79	2	2.14	0.645
GO:0030246	carbohydrate binding	39	1	1.06	0.664
GO:0016879	ligase activity, forming carbon-nitrogen...	39	1	1.06	0.664
GO:0004553	hydrolase activity, hydrolyzing O-glycos...	39	1	1.06	0.664
GO:0043167	ion binding	507	13	13.75	0.672
GO:0016757	transferase activity, transferring glyco...	41	1	1.11	0.682
GO:0000287	magnesium ion binding	41	1	1.11	0.682
GO:0017111	nucleoside-triphosphatase activity	128	3	3.47	0.693
GO:0019001	guanyl nucleotide binding	45	1	1.22	0.717
GO:0022857	transmembrane transporter activity	45	1	1.22	0.717
GO:0032561	guanyl ribonucleotide binding	45	1	1.22	0.717
GO:0016853	isomerase activity	45	1	1.22	0.717
GO:0016798	hydrolase activity, acting on glycosyl b...	46	1	1.25	0.725
GO:0016462	pyrophosphatase activity	135	3	3.66	0.729
GO:0051540	metal cluster binding	47	1	1.27	0.732
GO:0051536	iron-sulfur cluster binding	47	1	1.27	0.732
GO:0016817	hydrolase activity, acting on acid anhyd...	136	3	3.69	0.734
GO:0016818	hydrolase activity, acting on acid anhyd...	136	3	3.69	0.734
GO:0042623	ATPase activity, coupled	51	1	1.38	0.761
GO:0043168	anion binding	345	8	9.36	0.764
GO:0005215	transporter activity	52	1	1.41	0.768
GO:0001883	purine nucleoside binding	54	1	1.46	0.781
GO:0032550	purine ribonucleoside binding	54	1	1.46	0.781
GO:0035639	purine ribonucleoside triphosphate bindi...	272	6	7.38	0.784
GO:0001882	nucleoside binding	57	1	1.55	0.799
GO:0032549	ribonucleoside binding	57	1	1.55	0.799
GO:0016491	oxidoreductase activity	153	3	4.15	0.807
GO:0032555	purine ribonucleotide binding	280	6	7.59	0.809
GO:0017076	purine nucleotide binding	282	6	7.65	0.815
GO:0005524	ATP binding	244	5	6.62	0.824
GO:0032559	adenyl ribonucleotide binding	245	5	6.64	0.827
GO:0030554	adenyl nucleotide binding	247	5	6.7	0.833
GO:0008144	drug binding	293	6	7.95	0.845
