GO.ID	Term	Annotated	Significant	Expected	Fisher
GO:0006418	tRNA aminoacylation for protein translat...	24	3	0.31	0.003
GO:0008299	isoprenoid biosynthetic process	10	1	0.13	0.123
GO:0006720	isoprenoid metabolic process	10	1	0.13	0.123
GO:0031167	rRNA methylation	11	1	0.14	0.134
GO:0048583	regulation of response to stimulus	11	1	0.14	0.134
GO:0006352	DNA-templated transcription, initiation	13	1	0.17	0.157
GO:0000154	rRNA modification	14	1	0.18	0.168
GO:0006096	glycolytic process	14	1	0.18	0.168
GO:0042866	pyruvate biosynthetic process	14	1	0.18	0.168
GO:0006757	ATP generation from ADP	14	1	0.18	0.168
GO:0046031	ADP metabolic process	16	1	0.21	0.190
GO:0006165	nucleoside diphosphate phosphorylation	16	1	0.21	0.190
GO:0009179	purine ribonucleoside diphosphate metabo...	17	1	0.22	0.200
GO:0071973	bacterial-type flagellum-dependent cell ...	17	1	0.22	0.200
GO:0009135	purine nucleoside diphosphate metabolic ...	17	1	0.22	0.200
GO:0009185	ribonucleoside diphosphate metabolic pro...	18	1	0.23	0.211
GO:0048518	positive regulation of biological proces...	18	1	0.23	0.211
GO:0046939	nucleotide phosphorylation	18	1	0.23	0.211
GO:0001510	RNA methylation	19	1	0.25	0.221
GO:0097588	archaeal or bacterial-type flagellum-dep...	19	1	0.25	0.221
GO:0009110	vitamin biosynthetic process	20	1	0.26	0.231
GO:0009132	nucleoside diphosphate metabolic process	20	1	0.26	0.231
GO:0042364	water-soluble vitamin biosynthetic proce...	20	1	0.26	0.231
GO:0019363	pyridine nucleotide biosynthetic process	21	1	0.27	0.242
GO:0019359	nicotinamide nucleotide biosynthetic pro...	21	1	0.27	0.242
GO:0044283	small molecule biosynthetic process	200	4	2.59	0.251
GO:0072525	pyridine-containing compound biosyntheti...	22	1	0.29	0.252
GO:0001539	cilium or flagellum-dependent cell motil...	22	1	0.29	0.252
GO:0006364	rRNA processing	23	1	0.3	0.262
GO:0019362	pyridine nucleotide metabolic process	23	1	0.3	0.262
GO:0046496	nicotinamide nucleotide metabolic proces...	23	1	0.3	0.262
GO:0048870	cell motility	23	1	0.3	0.262
GO:0006754	ATP biosynthetic process	23	1	0.3	0.262
GO:0051186	cofactor metabolic process	78	2	1.01	0.268
GO:0072524	pyridine-containing compound metabolic p...	24	1	0.31	0.271
GO:0051674	localization of cell	24	1	0.31	0.271
GO:0006766	vitamin metabolic process	24	1	0.31	0.271
GO:0006767	water-soluble vitamin metabolic process	24	1	0.31	0.271
GO:0009206	purine ribonucleoside triphosphate biosy...	24	1	0.31	0.271
GO:0009145	purine nucleoside triphosphate biosynthe...	24	1	0.31	0.271
