GO.ID	Term	Annotated	Significant	Expected	Fisher
GO:0098662	inorganic cation transmembrane transport	13	2	0.04	0.00040
GO:0030001	metal ion transport	15	2	0.04	0.00054
GO:0042592	homeostatic process	11	1	0.03	0.03027
GO:0008033	tRNA processing	28	1	0.08	0.07585
GO:0065008	regulation of biological quality	38	1	0.11	0.10198
GO:0034470	ncRNA processing	47	1	0.13	0.12507
GO:0006399	tRNA metabolic process	56	1	0.16	0.14776
GO:0006396	RNA processing	58	1	0.16	0.15275
GO:0034660	ncRNA metabolic process	76	1	0.21	0.19677
GO:0016070	RNA metabolic process	160	1	0.44	0.38215
GO:0055114	oxidation-reduction process	160	1	0.44	0.38215
GO:0065007	biological regulation	205	1	0.57	0.46854
GO:0090304	nucleic acid metabolic process	235	1	0.65	0.52141
GO:0010467	gene expression	242	1	0.67	0.53322
GO:0006139	nucleobase-containing compound metabolic...	377	1	1.05	0.72461
GO:0046483	heterocycle metabolic process	423	1	1.18	0.77528
GO:0006725	cellular aromatic compound metabolic pro...	426	1	1.18	0.77835
GO:1901360	organic cyclic compound metabolic proces...	433	1	1.2	0.78540
GO:0043170	macromolecule metabolic process	491	1	1.36	0.83817
GO:0034641	cellular nitrogen compound metabolic pro...	499	1	1.39	0.84468
GO:0009987	cellular process	832	2	2.31	0.86629
GO:0008152	metabolic process	913	2	2.54	0.93591
GO:0006807	nitrogen compound metabolic process	665	1	1.85	0.94351
GO:0044238	primary metabolic process	716	1	1.99	0.96192
GO:0044237	cellular metabolic process	725	1	2.01	0.96469
GO:0071704	organic substance metabolic process	760	1	2.11	0.97416
GO:0008150	biological_process	1080	3	3	1.00000
GO:0098660	inorganic ion transmembrane transport	14	2	0.04	1.00000
GO:0006810	transport	109	2	0.3	1.00000
GO:0006811	ion transport	40	2	0.11	1.00000
GO:0006812	cation transport	30	2	0.08	1.00000
GO:0034220	ion transmembrane transport	25	2	0.07	1.00000
GO:0051234	establishment of localization	111	2	0.31	1.00000
GO:0055085	transmembrane transport	71	2	0.2	1.00000
GO:0051179	localization	132	2	0.37	1.00000
GO:0098655	cation transmembrane transport	19	2	0.05	1.00000
GO:0000003	reproduction	13	0	0.04	1.00000
GO:0000096	sulfur amino acid metabolic process	18	0	0.05	1.00000
GO:0000097	sulfur amino acid biosynthetic process	15	0	0.04	1.00000
GO:0000154	rRNA modification	14	0	0.04	1.00000
GO:0000160	phosphorelay signal transduction system	43	0	0.12	1.00000
GO:0000270	peptidoglycan metabolic process	19	0	0.05	1.00000
GO:0000271	polysaccharide biosynthetic process	16	0	0.04	1.00000
GO:0000272	polysaccharide catabolic process	35	0	0.1	1.00000
GO:0000902	cell morphogenesis	19	0	0.05	1.00000
GO:0000910	cytokinesis	15	0	0.04	1.00000
GO:0001510	RNA methylation	19	0	0.05	1.00000
GO:0001539	cilium or flagellum-dependent cell motil...	22	0	0.06	1.00000
GO:0005975	carbohydrate metabolic process	100	0	0.28	1.00000
GO:0005976	polysaccharide metabolic process	51	0	0.14	1.00000
GO:0005996	monosaccharide metabolic process	14	0	0.04	1.00000
GO:0006022	aminoglycan metabolic process	20	0	0.06	1.00000
GO:0006023	aminoglycan biosynthetic process	17	0	0.05	1.00000
GO:0006024	glycosaminoglycan biosynthetic process	17	0	0.05	1.00000
GO:0006073	cellular glucan metabolic process	20	0	0.06	1.00000
GO:0006082	organic acid metabolic process	184	0	0.51	1.00000
GO:0006090	pyruvate metabolic process	25	0	0.07	1.00000
GO:0006091	generation of precursor metabolites and ...	50	0	0.14	1.00000
GO:0006096	glycolytic process	14	0	0.04	1.00000
GO:0006152	purine nucleoside catabolic process	44	0	0.12	1.00000
GO:0006163	purine nucleotide metabolic process	105	0	0.29	1.00000
GO:0006164	purine nucleotide biosynthetic process	54	0	0.15	1.00000
GO:0006165	nucleoside diphosphate phosphorylation	16	0	0.04	1.00000
GO:0006188	IMP biosynthetic process	10	0	0.03	1.00000
GO:0006195	purine nucleotide catabolic process	43	0	0.12	1.00000
GO:0006213	pyrimidine nucleoside metabolic process	16	0	0.04	1.00000
GO:0006220	pyrimidine nucleotide metabolic process	23	0	0.06	1.00000
GO:0006221	pyrimidine nucleotide biosynthetic proce...	19	0	0.05	1.00000
GO:0006259	DNA metabolic process	78	0	0.22	1.00000
GO:0006260	DNA replication	28	0	0.08	1.00000
GO:0006261	DNA-dependent DNA replication	15	0	0.04	1.00000
GO:0006281	DNA repair	39	0	0.11	1.00000
GO:0006310	DNA recombination	24	0	0.07	1.00000
GO:0006351	transcription, DNA-templated	70	0	0.19	1.00000
GO:0006352	DNA-templated transcription, initiation	13	0	0.04	1.00000
GO:0006355	regulation of transcription, DNA-templat...	62	0	0.17	1.00000
GO:0006364	rRNA processing	23	0	0.06	1.00000
GO:0006400	tRNA modification	22	0	0.06	1.00000
GO:0006412	translation	119	0	0.33	1.00000
GO:0006413	translational initiation	10	0	0.03	1.00000
GO:0006414	translational elongation	12	0	0.03	1.00000
GO:0006417	regulation of translation	14	0	0.04	1.00000
GO:0006418	tRNA aminoacylation for protein translat...	24	0	0.07	1.00000
GO:0006464	cellular protein modification process	60	0	0.17	1.00000
GO:0006468	protein phosphorylation	29	0	0.08	1.00000
GO:0006508	proteolysis	69	0	0.19	1.00000
GO:0006518	peptide metabolic process	122	0	0.34	1.00000
GO:0006520	cellular amino acid metabolic process	126	0	0.35	1.00000
GO:0006525	arginine metabolic process	12	0	0.03	1.00000
GO:0006526	arginine biosynthetic process	11	0	0.03	1.00000
GO:0006541	glutamine metabolic process	13	0	0.04	1.00000
GO:0006555	methionine metabolic process	13	0	0.04	1.00000
GO:0006575	cellular modified amino acid metabolic p...	22	0	0.06	1.00000
GO:0006576	cellular biogenic amine metabolic proces...	11	0	0.03	1.00000
GO:0006605	protein targeting	10	0	0.03	1.00000
GO:0006629	lipid metabolic process	42	0	0.12	1.00000
GO:0006631	fatty acid metabolic process	16	0	0.04	1.00000
GO:0006644	phospholipid metabolic process	15	0	0.04	1.00000
GO:0006720	isoprenoid metabolic process	10	0	0.03	1.00000
GO:0006732	coenzyme metabolic process	64	0	0.18	1.00000
