GO.ID	Term	Annotated	Significant	Expected	Fisher
GO:0043168	anion binding	345	13	7.02	0.0085
GO:0036094	small molecule binding	382	13	7.77	0.0212
GO:0005509	calcium ion binding	12	2	0.24	0.0231
GO:0019842	vitamin binding	33	3	0.67	0.0270
GO:0008483	transaminase activity	18	2	0.37	0.0498
GO:0016769	transferase activity, transferring nitro...	18	2	0.37	0.0498
GO:0008144	drug binding	293	10	5.96	0.0506
GO:0016301	kinase activity	72	4	1.46	0.0535
GO:0016773	phosphotransferase activity, alcohol gro...	44	3	0.89	0.0567
GO:0004386	helicase activity	23	2	0.47	0.0774
GO:0016772	transferase activity, transferring phosp...	118	5	2.4	0.0830
GO:0030170	pyridoxal phosphate binding	25	2	0.51	0.0895
GO:0004519	endonuclease activity	25	2	0.51	0.0895
GO:0070279	vitamin B6 binding	25	2	0.51	0.0895
GO:0032555	purine ribonucleotide binding	280	9	5.69	0.0909
GO:0017076	purine nucleotide binding	282	9	5.74	0.0944
GO:0016875	ligase activity, forming carbon-oxygen b...	26	2	0.53	0.0958
GO:0004672	protein kinase activity	26	2	0.53	0.0958
GO:0004812	aminoacyl-tRNA ligase activity	26	2	0.53	0.0958
GO:0016740	transferase activity	331	10	6.73	0.1045
GO:0140110	transcription regulator activity	29	2	0.59	0.1154
GO:1901265	nucleoside phosphate binding	338	10	6.87	0.1174
GO:0000166	nucleotide binding	338	10	6.87	0.1174
GO:0032553	ribonucleotide binding	295	9	6	0.1190
GO:0097367	carbohydrate derivative binding	306	9	6.22	0.1426
GO:0097159	organic cyclic compound binding	545	14	11.08	0.1589
GO:1901363	heterocyclic compound binding	545	14	11.08	0.1589
GO:0035639	purine ribonucleoside triphosphate bindi...	272	8	5.53	0.1663
GO:0004536	deoxyribonuclease activity	10	1	0.2	0.1864
GO:0050660	flavin adenine dinucleotide binding	10	1	0.2	0.1864
GO:0004518	nuclease activity	40	2	0.81	0.1940
GO:0005524	ATP binding	244	7	4.96	0.2113
GO:0140098	catalytic activity, acting on RNA	79	3	1.61	0.2134
GO:0032559	adenyl ribonucleotide binding	245	7	4.98	0.2145
GO:0140101	catalytic activity, acting on a tRNA	43	2	0.87	0.2167
GO:0030554	adenyl nucleotide binding	247	7	5.02	0.2208
GO:0050662	coenzyme binding	81	3	1.65	0.2243
GO:0032561	guanyl ribonucleotide binding	45	2	0.92	0.2320
GO:0019001	guanyl nucleotide binding	45	2	0.92	0.2320
GO:0003678	DNA helicase activity	13	1	0.26	0.2355
GO:0003899	DNA-directed 5'-3' RNA polymerase activi...	13	1	0.26	0.2355
GO:0034062	5'-3' RNA polymerase activity	13	1	0.26	0.2355
GO:0097747	RNA polymerase activity	13	1	0.26	0.2355
GO:0008270	zinc ion binding	47	2	0.96	0.2473
GO:0000155	phosphorelay sensor kinase activity	14	1	0.28	0.2512
GO:0140097	catalytic activity, acting on DNA	48	2	0.98	0.2550
GO:0044877	protein-containing complex binding	15	1	0.31	0.2666
GO:0004673	protein histidine kinase activity	16	1	0.33	0.2817
GO:0016775	phosphotransferase activity, nitrogenous...	17	1	0.35	0.2965
GO:0008094	DNA-dependent ATPase activity	18	1	0.37	0.3111
GO:0048037	cofactor binding	140	4	2.85	0.3154
