ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
ctx01230	Biosynthesis of amino acids	42/233	111/924	0.00115821924302522	0.0303811548583575	0.0243916497524726	Clo1313_1517/Clo1313_2556/Clo1313_2150/Clo1313_2092/Clo1313_2054/Clo1313_1967/Clo1313_1931/Clo1313_1875/Clo1313_0101/Clo1313_0100/Clo1313_0075/Clo1313_2933/Clo1313_2882/Clo1313_0586/Clo1313_0578/Clo1313_0389/Clo1313_1155/Clo1313_2469/Clo1313_0708/Clo1313_1491/Clo1313_1467/Clo1313_1435/Clo1313_2724/Clo1313_1371/Clo1313_1357/Clo1313_1348/Clo1313_1345/Clo1313_1344/Clo1313_2325/Clo1313_2303/Clo1313_0997/Clo1313_0966/Clo1313_0873/Clo1313_0872/Clo1313_0837/Clo1313_0836/Clo1313_1254/Clo1313_1849/Clo1313_0424/Clo1313_1046/Clo1313_2555/Clo1313_1347	42
ctx00400	Phenylalanine, tyrosine and tryptophan biosynthesis	14/233	26/924	0.00143361486965485	0.0303811548583575	0.0243916497524726	Clo1313_2933/Clo1313_2469/Clo1313_1491/Clo1313_1467/Clo1313_1435/Clo1313_1371/Clo1313_1348/Clo1313_1345/Clo1313_1344/Clo1313_0837/Clo1313_0836/Clo1313_0424/Clo1313_1046/Clo1313_1347	14
ctx01120	Microbial metabolism in diverse environments	42/233	114/924	0.00217920976477468	0.0303811548583575	0.0243916497524726	Clo1313_0673/Clo1313_1185/Clo1313_1517/Clo1313_2092/Clo1313_1931/Clo1313_1875/Clo1313_1847/Clo1313_0124/Clo1313_0119/Clo1313_0118/Clo1313_0075/Clo1313_0380/Clo1313_0586/Clo1313_0578/Clo1313_0390/Clo1313_0372/Clo1313_1186/Clo1313_1160/Clo1313_1155/Clo1313_0708/Clo1313_0022/Clo1313_1614/Clo1313_2724/Clo1313_0554/Clo1313_1357/Clo1313_1354/Clo1313_2339/Clo1313_2332/Clo1313_2331/Clo1313_2303/Clo1313_1005/Clo1313_0997/Clo1313_0966/Clo1313_1717/Clo1313_0873/Clo1313_0872/Clo1313_0120/Clo1313_1254/Clo1313_1849/Clo1313_1798/Clo1313_1878/Clo1313_1831	42
ctx00260	Glycine, serine and threonine metabolism	11/233	19/924	0.00222242516892397	0.0303811548583575	0.0243916497524726	Clo1313_1517/Clo1313_2092/Clo1313_1931/Clo1313_0586/Clo1313_1155/Clo1313_0966/Clo1313_0873/Clo1313_0872/Clo1313_0837/Clo1313_0836/Clo1313_1046	11
ctx00680	Methane metabolism	15/233	30/924	0.00257467414053877	0.0303811548583575	0.0243916497524726	Clo1313_1185/Clo1313_1517/Clo1313_2092/Clo1313_1931/Clo1313_1875/Clo1313_0586/Clo1313_0390/Clo1313_0372/Clo1313_1186/Clo1313_1155/Clo1313_0022/Clo1313_0554/Clo1313_1005/Clo1313_0997/Clo1313_0966	15
ctx00910	Nitrogen metabolism	7/233	10/924	0.00351671416812627	0.0332717960015605	0.0267124142742234	Clo1313_1847/Clo1313_1357/Clo1313_2339/Clo1313_2332/Clo1313_2331/Clo1313_2303/Clo1313_1849	7
ctx01100	Metabolic pathways	143/233	496/924	0.00394750122052413	0.0332717960015605	0.0267124142742234	Clo1313_0288/Clo1313_0673/Clo1313_0943/Clo1313_1185/Clo1313_1517/Clo1313_2556/Clo1313_0622/Clo1313_0643/Clo1313_0656/Clo1313_0658/Clo1313_0666/Clo1313_0677/Clo1313_0720/Clo1313_2179/Clo1313_2150/Clo1313_2127/Clo1313_2125/Clo1313_2092/Clo1313_2054/Clo1313_1997/Clo1313_1968/Clo1313_1967/Clo1313_1931/Clo1313_1875/Clo1313_1848/Clo1313_1847/Clo1313_1846/Clo1313_1833/Clo1313_1832/Clo1313_0148/Clo1313_0144/Clo1313_0133/Clo1313_0124/Clo1313_0119/Clo1313_0118/Clo1313_0101/Clo1313_0100/Clo1313_0076/Clo1313_0075/Clo1313_2989/Clo1313_2933/Clo1313_2905/Clo1313_2895/Clo1313_2894/Clo1313_2893/Clo1313_2882/Clo1313_2531/Clo1313_2608/Clo1313_2633/Clo1313_0380/Clo1313_0492/Clo1313_0586/Clo1313_0578/Clo1313_0400/Clo1313_0390/Clo1313_0389/Clo1313_0372/Clo1313_1244/Clo1313_1240/Clo1313_1211/Clo1313_1186/Clo1313_1160/Clo1313_1155/Clo1313_1151/Clo1313_1150/Clo1313_2469/Clo1313_0708/Clo1313_0700/Clo1313_1523/Clo1313_1512/Clo1313_1491/Clo1313_1467/Clo1313_1435/Clo1313_0073/Clo1313_0022/Clo1313_1631/Clo1313_1627/Clo1313_1614/Clo1313_1606/Clo1313_1545/Clo1313_2724/Clo1313_2856/Clo1313_0554/Clo1313_1371/Clo1313_1357/Clo1313_1354/Clo1313_1348/Clo1313_1345/Clo1313_1344/Clo1313_1317/Clo1313_2339/Clo1313_2335/Clo1313_2332/Clo1313_2331/Clo1313_2325/Clo1313_2305/Clo1313_2304/Clo1313_2303/Clo1313_1013/Clo1313_1005/Clo1313_0999/Clo1313_0997/Clo1313_0966/Clo1313_1694/Clo1313_1683/Clo1313_2119/Clo1313_1781/Clo1313_1780/Clo1313_1717/Clo1313_1954/Clo1313_0873/Clo1313_0872/Clo1313_0837/Clo1313_0836/Clo1313_0120/Clo1313_2942/Clo1313_1285/Clo1313_1283/Clo1313_1282/Clo1313_1281/Clo1313_1280/Clo1313_1266/Clo1313_1254/Clo1313_1849/Clo1313_1809/Clo1313_1390/Clo1313_0424/Clo1313_0413/Clo1313_1046/Clo1313_2555/Clo1313_2902/Clo1313_1798/Clo1313_1792/Clo1313_1791/Clo1313_1788/Clo1313_1891/Clo1313_1878/Clo1313_1082/Clo1313_0381/Clo1313_1347/Clo1313_1571/Clo1313_1542/Clo1313_1831	143
ctx01110	Biosynthesis of secondary metabolites	69/233	220/924	0.0110824667701849	0.0732935702167105	0.0588440795673858	Clo1313_0673/Clo1313_1517/Clo1313_2556/Clo1313_0666/Clo1313_0720/Clo1313_2150/Clo1313_2127/Clo1313_2125/Clo1313_2092/Clo1313_2054/Clo1313_1997/Clo1313_1968/Clo1313_1967/Clo1313_1931/Clo1313_1875/Clo1313_1832/Clo1313_0119/Clo1313_0101/Clo1313_0100/Clo1313_0075/Clo1313_2933/Clo1313_2882/Clo1313_2633/Clo1313_0492/Clo1313_0586/Clo1313_0578/Clo1313_0389/Clo1313_1214/Clo1313_1192/Clo1313_1160/Clo1313_1155/Clo1313_2469/Clo1313_0708/Clo1313_1491/Clo1313_1467/Clo1313_1435/Clo1313_0022/Clo1313_2724/Clo1313_1371/Clo1313_1354/Clo1313_1348/Clo1313_1345/Clo1313_1344/Clo1313_1317/Clo1313_2325/Clo1313_1013/Clo1313_1005/Clo1313_0997/Clo1313_0966/Clo1313_1683/Clo1313_0873/Clo1313_0872/Clo1313_0837/Clo1313_0836/Clo1313_0120/Clo1313_1283/Clo1313_1282/Clo1313_1280/Clo1313_1254/Clo1313_1849/Clo1313_1390/Clo1313_0424/Clo1313_1046/Clo1313_2555/Clo1313_1798/Clo1313_1878/Clo1313_1347/Clo1313_1542/Clo1313_1831	69
ctx02040	Flagellar assembly	14/233	31/924	0.0111803751178033	0.0732935702167105	0.0588440795673858	Clo1313_0056/Clo1313_2915/Clo1313_2910/Clo1313_2909/Clo1313_2891/Clo1313_2890/Clo1313_1758/Clo1313_1756/Clo1313_1755/Clo1313_1753/Clo1313_1746/Clo1313_1742/Clo1313_1735/Clo1313_2917	14
ctx00061	Fatty acid biosynthesis	7/233	12/924	0.0143815997364896	0.0830216214216966	0.0666542901690696	Clo1313_0622/Clo1313_0677/Clo1313_0720/Clo1313_1285/Clo1313_1283/Clo1313_1282/Clo1313_1281	7
