ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
ctx01110	Biosynthesis of secondary metabolites	5/10	220/924	0.063940559785364	0.387141429776813	0.387141429776813	Clo1313_0666/Clo1313_0605/Clo1313_0717/Clo1313_1867/Clo1313_2724	5
ctx00520	Amino sugar and nucleotide sugar metabolism	2/10	44/924	0.0782216112181832	0.387141429776813	0.387141429776813	Clo1313_0666/Clo1313_0717	2
ctx00500	Starch and sucrose metabolism	2/10	45/924	0.0813856102643451	0.387141429776813	0.387141429776813	Clo1313_0717/Clo1313_1867	2
ctx02030	Bacterial chemotaxis	2/10	50/924	0.0978213100560132	0.387141429776813	0.387141429776813	Clo1313_1754/Clo1313_1416	2
ctx03030	DNA replication	1/10	14/924	0.14223849776163	0.387141429776813	0.387141429776813	Clo1313_1173	1
ctx00920	Sulfur metabolism	1/10	15/924	0.151664448335678	0.387141429776813	0.387141429776813	Clo1313_2724	1
ctx00051	Fructose and mannose metabolism	1/10	16/924	0.160997072666418	0.387141429776813	0.387141429776813	Clo1313_0666	1
ctx03430	Mismatch repair	1/10	20/924	0.197410657771544	0.387141429776813	0.387141429776813	Clo1313_1173	1
ctx00190	Oxidative phosphorylation	1/10	21/924	0.206288858459911	0.387141429776813	0.387141429776813	Clo1313_0194	1
ctx03440	Homologous recombination	1/10	22/924	0.21507857209823	0.387141429776813	0.387141429776813	Clo1313_1173	1
ctx00270	Cysteine and methionine metabolism	1/10	29/924	0.274194090843341	0.435497366109968	0.435497366109968	Clo1313_2724	1
ctx02040	Flagellar assembly	1/10	31/924	0.290331577406646	0.435497366109968	0.435497366109968	Clo1313_1754	1
ctx00230	Purine metabolism	1/10	39/924	0.351702497303196	0.486972688573656	0.486972688573656	Clo1313_0605	1
ctx01100	Metabolic pathways	6/10	496/924	0.469914662496259	0.604175994638047	0.604175994638047	Clo1313_0666/Clo1313_0605/Clo1313_0717/Clo1313_1867/Clo1313_2724/Clo1313_0194	6
ctx01200	Carbon metabolism	1/10	63/924	0.508240107137322	0.609888128564787	0.609888128564787	Clo1313_2724	1
ctx01230	Biosynthesis of amino acids	1/10	111/924	0.723766281857202	0.733846801474352	0.733846801474352	Clo1313_2724	1
ctx02020	Two-component system	1/10	113/924	0.730524039944694	0.733846801474352	0.733846801474352	Clo1313_1416	1
ctx01120	Microbial metabolism in diverse environments	1/10	114/924	0.733846801474352	0.733846801474352	0.733846801474352	Clo1313_2724	1
