ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
ctx03070	Bacterial secretion system	2/6	10/924	0.00154661033377963	0.0154661033377963	0.0130240870213022	Clo1313_0465/Clo1313_1315	2
ctx03060	Protein export	2/6	16/924	0.00405290557460527	0.0202645278730264	0.0170648655772854	Clo1313_0465/Clo1313_1315	2
ctx00790	Folate biosynthesis	1/6	10/924	0.0633703496319974	0.158425874079993	0.133411262383152	Clo1313_0864	1
ctx00900	Terpenoid backbone biosynthesis	1/6	10/924	0.0633703496319974	0.158425874079993	0.133411262383152	Clo1313_1216	1
ctx02024	Quorum sensing	1/6	40/924	0.233765950309679	0.467531900619357	0.393711074205775	Clo1313_0465	1
ctx02030	Bacterial chemotaxis	1/6	50/924	0.284463515151651	0.474105858586086	0.399247038809335	Clo1313_2151	1
ctx00970	Aminoacyl-tRNA biosynthesis	1/6	86/924	0.444472299312998	0.634960427589997	0.534703517970524	Clo1313_0944	1
ctx02020	Two-component system	1/6	113/924	0.543850955189185	0.679813693986482	0.572474689672827	Clo1313_2151	1
ctx01110	Biosynthesis of secondary metabolites	1/6	220/924	0.805378521361263	0.894865023734737	0.753570546302937	Clo1313_1216	1
ctx01100	Metabolic pathways	2/6	496/924	0.922121131661758	0.922121131661758	0.77652305824148	Clo1313_0864/Clo1313_1216	2
