GO.ID	Term	Annotated	Significant	Expected	Fisher
GO:0016879	ligase activity, forming carbon-nitrogen...	35	6	1.44	0.0023
GO:0043168	anion binding	333	22	13.69	0.0064
GO:0008144	drug binding	280	19	11.51	0.0098
GO:0036094	small molecule binding	371	23	15.25	0.0117
GO:0050662	coenzyme binding	81	8	3.33	0.0144
GO:0070279	vitamin B6 binding	26	4	1.07	0.0192
GO:0030170	pyridoxal phosphate binding	26	4	1.07	0.0192
GO:0019842	vitamin binding	33	4	1.36	0.0427
GO:1901363	heterocyclic compound binding	539	28	22.16	0.0535
GO:0097159	organic cyclic compound binding	539	28	22.16	0.0535
GO:0016884	carbon-nitrogen ligase activity, with gl...	11	2	0.45	0.0718
GO:0005524	ATP binding	234	14	9.62	0.0793
GO:0032559	adenyl ribonucleotide binding	235	14	9.66	0.0817
GO:0140101	catalytic activity, acting on a tRNA	41	4	1.69	0.0832
GO:0030554	adenyl nucleotide binding	237	14	9.74	0.0867
GO:1901265	nucleoside phosphate binding	327	18	13.44	0.0918
GO:0000166	nucleotide binding	327	18	13.44	0.0918
GO:0035639	purine ribonucleoside triphosphate bindi...	262	15	10.77	0.0953
GO:0032553	ribonucleotide binding	284	16	11.67	0.0954
GO:0048037	cofactor binding	137	9	5.63	0.0985
GO:0032555	purine ribonucleotide binding	268	15	11.02	0.1116
GO:0017076	purine nucleotide binding	270	15	11.1	0.1175
GO:0097367	carbohydrate derivative binding	293	16	12.04	0.1198
GO:0016763	transferase activity, transferring pento...	15	2	0.62	0.1237
GO:0042802	identical protein binding	16	2	0.66	0.1377
GO:0004175	endopeptidase activity	17	2	0.7	0.1522
GO:0016769	transferase activity, transferring nitro...	17	2	0.7	0.1522
GO:0008483	transaminase activity	17	2	0.7	0.1522
GO:0016741	transferase activity, transferring one-c...	59	4	2.43	0.2203
GO:0016810	hydrolase activity, acting on carbon-nit...	26	2	1.07	0.2901
GO:0046914	transition metal ion binding	71	4	2.92	0.3331
GO:0140098	catalytic activity, acting on RNA	72	4	2.96	0.3428
GO:0016655	oxidoreductase activity, acting on NAD(P...	10	1	0.41	0.3439
GO:0050136	NADH dehydrogenase (quinone) activity	10	1	0.41	0.3439
GO:0008137	NADH dehydrogenase (ubiquinone) activity	10	1	0.41	0.3439
GO:0008168	methyltransferase activity	52	3	2.14	0.3619
GO:0070011	peptidase activity, acting on L-amino ac...	31	2	1.27	0.3673
GO:0003954	NADH dehydrogenase activity	11	1	0.45	0.3712
GO:0043565	sequence-specific DNA binding	13	1	0.53	0.4223
GO:0016831	carboxy-lyase activity	13	1	0.53	0.4223
GO:0003690	double-stranded DNA binding	14	1	0.58	0.4463
GO:0010181	FMN binding	14	1	0.58	0.4463
GO:0016829	lyase activity	60	3	2.47	0.4532
GO:0003723	RNA binding	108	5	4.44	0.4621
GO:0016757	transferase activity, transferring glyco...	38	2	1.56	0.4696
GO:0016775	phosphotransferase activity, nitrogenous...	16	1	0.66	0.4915
GO:0016836	hydro-lyase activity	16	1	0.66	0.4915
GO:0004553	hydrolase activity, hydrolyzing O-glycos...	40	2	1.64	0.4971
GO:0016773	phosphotransferase activity, alcohol gro...	41	2	1.69	0.5106
GO:0016651	oxidoreductase activity, acting on NAD(P...	17	1	0.7	0.5127
GO:0140096	catalytic activity, acting on a protein	90	4	3.7	0.5148
GO:0043167	ion binding	487	27	20.02	0.5217
GO:0008270	zinc ion binding	42	2	1.73	0.5238
GO:0008757	S-adenosylmethionine-dependent methyltra...	18	1	0.74	0.5330
GO:0000049	tRNA binding	18	1	0.74	0.5330
GO:0008233	peptidase activity	44	2	1.81	0.5495
GO:0016798	hydrolase activity, acting on glycosyl b...	45	2	1.85	0.5620
GO:0051287	NAD binding	20	1	0.82	0.5713
GO:0003700	DNA-binding transcription factor activit...	20	1	0.82	0.5713
GO:0016491	oxidoreductase activity	147	6	6.04	0.5763
GO:0140097	catalytic activity, acting on DNA	47	2	1.93	0.5862
GO:0030248	cellulose binding	21	1	0.86	0.5892
GO:0016830	carbon-carbon lyase activity	22	1	0.9	0.6064
GO:0016740	transferase activity	303	12	12.46	0.6185
GO:0030247	polysaccharide binding	23	1	0.95	0.6229
GO:0004519	endonuclease activity	23	1	0.95	0.6229
GO:0001871	pattern binding	23	1	0.95	0.6229
GO:0016835	carbon-oxygen lyase activity	23	1	0.95	0.6229
GO:0005488	binding	758	35	31.16	0.6341
GO:0016875	ligase activity, forming carbon-oxygen b...	24	1	0.99	0.6387
GO:0004812	aminoacyl-tRNA ligase activity	24	1	0.99	0.6387
GO:0001883	purine nucleoside binding	53	2	2.18	0.6532
GO:0032550	purine ribonucleoside binding	53	2	2.18	0.6532
GO:0004672	protein kinase activity	25	1	1.03	0.6539
GO:0042626	ATPase activity, coupled to transmembran...	26	1	1.07	0.6685
GO:0043492	ATPase activity, coupled to movement of ...	26	1	1.07	0.6685
GO:0001882	nucleoside binding	55	2	2.26	0.6736
GO:0032549	ribonucleoside binding	55	2	2.26	0.6736
GO:0015405	P-P-bond-hydrolysis-driven transmembrane...	28	1	1.15	0.6958
GO:0140110	transcription regulator activity	28	1	1.15	0.6958
GO:0015399	primary active transmembrane transporter...	28	1	1.15	0.6958
GO:0015318	inorganic molecular entity transmembrane...	29	1	1.19	0.7086
GO:0016614	oxidoreductase activity, acting on CH-OH...	29	1	1.19	0.7086
GO:0016616	oxidoreductase activity, acting on the C...	29	1	1.19	0.7086
GO:0015075	ion transmembrane transporter activity	30	1	1.23	0.7209
GO:0022804	active transmembrane transporter activit...	30	1	1.23	0.7209
GO:0005525	GTP binding	33	1	1.36	0.7548
GO:0046872	metal ion binding	230	8	9.45	0.7616
GO:0016301	kinase activity	67	2	2.75	0.7767
GO:0003824	catalytic activity	861	35	35.39	0.7771
GO:0043169	cation binding	235	8	9.66	0.7841
GO:0004518	nuclease activity	37	1	1.52	0.7939
GO:0016874	ligase activity	77	7	3.17	0.8002
GO:0030246	carbohydrate binding	38	1	1.56	0.8026
GO:0019843	rRNA binding	39	1	1.6	0.8110
GO:0019001	guanyl nucleotide binding	42	1	1.73	0.8342
GO:0032561	guanyl ribonucleotide binding	42	1	1.73	0.8342
GO:0022857	transmembrane transporter activity	43	1	1.77	0.8413
GO:0016772	transferase activity, transferring phosp...	109	3	4.48	0.8441
GO:0005515	protein binding	78	2	3.21	0.8456
