GO.ID	Term	Annotated	Significant	Expected	Fisher
GO:0071705	nitrogen compound transport	30	3	0.32	0.0033
GO:0055085	transmembrane transport	71	4	0.77	0.0049
GO:0071702	organic substance transport	35	3	0.38	0.0051
GO:0051641	cellular localization	11	2	0.12	0.0055
GO:0015031	protein transport	16	2	0.17	0.0117
GO:0008104	protein localization	17	2	0.18	0.0132
GO:0045184	establishment of protein localization	17	2	0.18	0.0132
GO:0033036	macromolecule localization	17	2	0.18	0.0132
GO:0042886	amide transport	20	2	0.22	0.0181
GO:0015833	peptide transport	20	2	0.22	0.0181
GO:0009108	coenzyme biosynthetic process	46	2	0.5	0.0848
GO:0006081	cellular aldehyde metabolic process	10	1	0.11	0.1034
GO:0008299	isoprenoid biosynthetic process	10	1	0.11	0.1034
GO:0006720	isoprenoid metabolic process	10	1	0.11	0.1034
GO:0051188	cofactor biosynthetic process	52	2	0.56	0.1048
GO:0044265	cellular macromolecule catabolic process	11	1	0.12	0.1132
GO:0006399	tRNA metabolic process	55	2	0.59	0.1153
GO:0042221	response to chemical	57	2	0.62	0.1225
GO:0042398	cellular modified amino acid biosyntheti...	12	1	0.13	0.1229
GO:0042180	cellular ketone metabolic process	12	1	0.13	0.1229
GO:0008654	phospholipid biosynthetic process	12	1	0.13	0.1229
GO:0006732	coenzyme metabolic process	58	2	0.63	0.1261
GO:0006760	folic acid-containing compound metabolic...	13	1	0.14	0.1324
GO:0006644	phospholipid metabolic process	13	1	0.14	0.1324
GO:0043650	dicarboxylic acid biosynthetic process	15	1	0.16	0.1513
GO:0042558	pteridine-containing compound metabolic ...	16	1	0.17	0.1607
GO:0051186	cofactor metabolic process	72	2	0.78	0.1796
GO:0034660	ncRNA metabolic process	73	2	0.79	0.1835
GO:0006935	chemotaxis	20	1	0.22	0.1970
GO:0006364	rRNA processing	21	1	0.23	0.2058
GO:0042330	taxis	21	1	0.23	0.2058
GO:0006575	cellular modified amino acid metabolic p...	22	1	0.24	0.2146
GO:0006310	DNA recombination	23	1	0.25	0.2232
GO:0006090	pyruvate metabolic process	23	1	0.25	0.2232
GO:0006418	tRNA aminoacylation for protein translat...	23	1	0.25	0.2232
