GO.ID	Term	Annotated	Significant	Expected	Fisher
GO:0022900	electron transport chain	21	4	1.07	0.019
GO:0019438	aromatic compound biosynthetic process	246	19	12.57	0.028
GO:1901362	organic cyclic compound biosynthetic pro...	254	19	12.97	0.038
GO:0006733	oxidoreduction coenzyme metabolic proces...	26	4	1.33	0.039
GO:0009073	aromatic amino acid family biosynthetic ...	26	4	1.33	0.039
GO:0009072	aromatic amino acid family metabolic pro...	28	4	1.43	0.050
GO:0034654	nucleobase-containing compound biosynthe...	212	16	10.83	0.055
GO:0055085	transmembrane transport	71	7	3.63	0.063
GO:0009058	biosynthetic process	462	29	23.6	0.081
GO:0044249	cellular biosynthetic process	445	28	22.73	0.086
GO:0046496	nicotinamide nucleotide metabolic proces...	21	3	1.07	0.087
GO:0019362	pyridine nucleotide metabolic process	21	3	1.07	0.087
GO:0019318	hexose metabolic process	10	2	0.51	0.089
GO:0006520	cellular amino acid metabolic process	124	10	6.33	0.089
GO:0032774	RNA biosynthetic process	77	7	3.93	0.090
GO:0034645	cellular macromolecule biosynthetic proc...	227	16	11.6	0.094
GO:0006355	regulation of transcription, DNA-templat...	63	6	3.22	0.095
GO:0072524	pyridine-containing compound metabolic p...	22	3	1.12	0.098
GO:0006810	transport	110	9	5.62	0.098
GO:0071702	organic substance transport	35	4	1.79	0.098
GO:2001141	regulation of RNA biosynthetic process	64	6	3.27	0.101
GO:1903506	regulation of nucleic acid-templated tra...	64	6	3.27	0.101
GO:0009082	branched-chain amino acid biosynthetic p...	11	2	0.56	0.105
GO:0009086	methionine biosynthetic process	11	2	0.56	0.105
GO:1901576	organic substance biosynthetic process	453	28	23.14	0.106
GO:0051234	establishment of localization	112	9	5.72	0.107
GO:0009059	macromolecule biosynthetic process	232	16	11.85	0.110
GO:0034220	ion transmembrane transport	24	3	1.23	0.119
GO:0051252	regulation of RNA metabolic process	67	6	3.42	0.120
GO:0034637	cellular carbohydrate biosynthetic proce...	12	2	0.61	0.122
GO:0033692	cellular polysaccharide biosynthetic pro...	12	2	0.61	0.122
GO:0005996	monosaccharide metabolic process	12	2	0.61	0.122
GO:0009081	branched-chain amino acid metabolic proc...	12	2	0.61	0.122
GO:0008652	cellular amino acid biosynthetic process	84	7	4.29	0.129
GO:0009066	aspartate family amino acid metabolic pr...	25	3	1.28	0.131
GO:0006555	methionine metabolic process	13	2	0.66	0.139
GO:0006260	DNA replication	26	3	1.33	0.143
GO:0051301	cell division	41	4	2.09	0.152
GO:0006351	transcription, DNA-templated	72	6	3.68	0.154
GO:0019219	regulation of nucleobase-containing comp...	72	6	3.68	0.154
GO:0000097	sulfur amino acid biosynthetic process	14	2	0.72	0.157
GO:0009130	pyrimidine nucleoside monophosphate bios...	14	2	0.72	0.157
GO:0018130	heterocycle biosynthetic process	245	16	12.51	0.160
GO:0097659	nucleic acid-templated transcription	73	6	3.73	0.162
GO:0055086	nucleobase-containing small molecule met...	158	11	8.07	0.168
GO:2000112	regulation of cellular macromolecule bio...	74	6	3.78	0.169
GO:0009129	pyrimidine nucleoside monophosphate meta...	15	2	0.77	0.176
GO:0000271	polysaccharide biosynthetic process	15	2	0.77	0.176
GO:0006261	DNA-dependent DNA replication	15	2	0.77	0.176
GO:0051179	localization	125	9	6.39	0.177
GO:0044262	cellular carbohydrate metabolic process	29	3	1.48	0.181
