GO.ID	Term	Annotated	Significant	Expected	Fisher
GO:0009069	serine family amino acid metabolic proce...	13	5	1.3	0.0061
GO:0007165	signal transduction	71	14	7.11	0.0077
GO:0000097	sulfur amino acid biosynthetic process	14	5	1.4	0.0088
GO:0009082	branched-chain amino acid biosynthetic p...	11	4	1.1	0.0180
GO:0009081	branched-chain amino acid metabolic proc...	12	4	1.2	0.0250
GO:0000096	sulfur amino acid metabolic process	17	7	1.7	0.0260
GO:0006555	methionine metabolic process	13	4	1.3	0.0334
GO:0018193	peptidyl-amino acid modification	26	6	2.61	0.0381
GO:0035556	intracellular signal transduction	41	8	4.11	0.0446
GO:0000160	phosphorelay signal transduction system	38	7	3.81	0.0767
GO:0009086	methionine biosynthetic process	11	3	1.1	0.0889
GO:0006414	translational elongation	11	3	1.1	0.0889
GO:0000003	reproduction	13	3	1.3	0.1333
GO:0044275	cellular carbohydrate catabolic process	14	3	1.4	0.1578
GO:1901607	alpha-amino acid biosynthetic process	71	10	7.11	0.1629
GO:0051179	localization	125	16	12.52	0.1708
GO:0036211	protein modification process	55	8	5.51	0.1762
GO:0006464	cellular protein modification process	55	8	5.51	0.1762
GO:0018202	peptidyl-histidine modification	15	3	1.5	0.1837
GO:0000910	cytokinesis	15	3	1.5	0.1837
GO:0018106	peptidyl-histidine phosphorylation	15	3	1.5	0.1837
GO:0042221	response to chemical	57	8	5.71	0.2027
GO:0022402	cell cycle process	16	3	1.6	0.2105
GO:0051234	establishment of localization	112	14	11.22	0.2192
GO:0009066	aspartate family amino acid metabolic pr...	25	4	2.5	0.2358
GO:0048518	positive regulation of biological proces...	17	3	1.7	0.2382
GO:0006631	fatty acid metabolic process	17	3	1.7	0.2382
GO:0032787	monocarboxylic acid metabolic process	51	7	5.11	0.2427
GO:0030245	cellulose catabolic process	10	2	1	0.2645
GO:0019954	asexual reproduction	10	2	1	0.2645
GO:0009251	glucan catabolic process	10	2	1	0.2645
GO:0051275	beta-glucan catabolic process	10	2	1	0.2645
GO:0046677	response to antibiotic	10	2	1	0.2645
GO:0044247	cellular polysaccharide catabolic proces...	10	2	1	0.2645
GO:0072330	monocarboxylic acid biosynthetic process	27	4	2.71	0.2821
GO:0006468	protein phosphorylation	27	4	2.71	0.2821
GO:0006810	transport	110	13	11.02	0.3004
GO:0071973	bacterial-type flagellum-dependent cell ...	11	2	1.1	0.3035
GO:0006928	movement of cell or subcellular componen...	20	3	2	0.3239
GO:0044262	cellular carbohydrate metabolic process	29	4	2.91	0.3296
GO:0044255	cellular lipid metabolic process	38	5	3.81	0.3302
GO:0006790	sulfur compound metabolic process	35	8	3.51	0.3311
GO:0050896	response to stimulus	172	25	17.23	0.3313
GO:0006757	ATP generation from ADP	12	2	1.2	0.3421
GO:0042866	pyruvate biosynthetic process	12	2	1.2	0.3421
GO:0030243	cellulose metabolic process	12	2	1.2	0.3421
GO:0051273	beta-glucan metabolic process	12	2	1.2	0.3421
GO:0006096	glycolytic process	12	2	1.2	0.3421
GO:0043412	macromolecule modification	95	11	9.52	0.3498
GO:0009067	aspartate family amino acid biosynthetic...	21	3	2.1	0.3528
GO:0006629	lipid metabolic process	40	5	4.01	0.3722
GO:0097588	archaeal or bacterial-type flagellum-dep...	13	2	1.3	0.3801
GO:0050790	regulation of catalytic activity	13	2	1.3	0.3801
GO:0051301	cell division	41	5	4.11	0.3932
GO:0006090	pyruvate metabolic process	23	3	2.3	0.4100
GO:0006811	ion transport	42	5	4.21	0.4142
GO:1901069	guanosine-containing compound catabolic ...	14	2	1.4	0.4171
GO:0065009	regulation of molecular function	14	2	1.4	0.4171
GO:0006165	nucleoside diphosphate phosphorylation	14	2	1.4	0.4171
GO:0046031	ADP metabolic process	14	2	1.4	0.4171
GO:0055085	transmembrane transport	71	8	7.11	0.4191
GO:0006812	cation transport	33	4	3.31	0.4254
GO:0007049	cell cycle	34	4	3.41	0.4489
GO:0045892	negative regulation of transcription, DN...	15	2	1.5	0.4531
GO:1903507	negative regulation of nucleic acid-temp...	15	2	1.5	0.4531
GO:0034622	cellular protein-containing complex asse...	15	2	1.5	0.4531
GO:1902679	negative regulation of RNA biosynthetic ...	15	2	1.5	0.4531
GO:0046039	GTP metabolic process	15	2	1.5	0.4531
GO:0001539	cilium or flagellum-dependent cell motil...	15	2	1.5	0.4531
GO:0019752	carboxylic acid metabolic process	178	22	17.83	0.4540
GO:0043436	oxoacid metabolic process	179	22	17.94	0.4653
GO:0044267	cellular protein metabolic process	173	18	17.33	0.4718
GO:0040011	locomotion	35	4	3.51	0.4722
GO:0006082	organic acid metabolic process	180	22	18.04	0.4765
GO:0048870	cell motility	16	2	1.6	0.4877
GO:0046939	nucleotide phosphorylation	16	2	1.6	0.4877
GO:0051253	negative regulation of RNA metabolic pro...	16	2	1.6	0.4877
GO:0051674	localization of cell	16	2	1.6	0.4877
GO:0009179	purine ribonucleoside diphosphate metabo...	16	2	1.6	0.4877
GO:0009135	purine nucleoside diphosphate metabolic ...	16	2	1.6	0.4877
GO:0006733	oxidoreduction coenzyme metabolic proces...	26	3	2.61	0.4926
GO:0044282	small molecule catabolic process	56	6	5.61	0.4981
GO:0046394	carboxylic acid biosynthetic process	114	15	11.42	0.5074
GO:1901292	nucleoside phosphate catabolic process	57	6	5.71	0.5163
GO:0009166	nucleotide catabolic process	57	6	5.71	0.5163
GO:0009252	peptidoglycan biosynthetic process	17	2	1.7	0.5210
GO:0009636	response to toxic substance	17	2	1.7	0.5210
GO:0009185	ribonucleoside diphosphate metabolic pro...	17	2	1.7	0.5210
GO:0006023	aminoglycan biosynthetic process	17	2	1.7	0.5210
GO:0006024	glycosaminoglycan biosynthetic process	17	2	1.7	0.5210
GO:0016053	organic acid biosynthetic process	115	15	11.52	0.5211
GO:0019538	protein metabolic process	228	23	22.84	0.5270
GO:0000270	peptidoglycan metabolic process	18	2	1.8	0.5528
GO:0030203	glycosaminoglycan metabolic process	18	2	1.8	0.5528
GO:0019363	pyridine nucleotide biosynthetic process	18	2	1.8	0.5528
GO:0019359	nicotinamide nucleotide biosynthetic pro...	18	2	1.8	0.5528
GO:0006073	cellular glucan metabolic process	18	2	1.8	0.5528
GO:0006022	aminoglycan metabolic process	18	2	1.8	0.5528
GO:0040007	growth	120	12	12.02	0.5544
GO:0006164	purine nucleotide biosynthetic process	49	5	4.91	0.5559
