GO.ID	Term	Annotated	Significant	Expected	Fisher
GO:0140097	catalytic activity, acting on DNA	47	5	1.76	0.028
GO:0003676	nucleic acid binding	259	15	9.72	0.042
GO:0016835	carbon-oxygen lyase activity	23	3	0.86	0.052
GO:0008233	peptidase activity	44	4	1.65	0.078
GO:0003735	structural constituent of ribosome	47	4	1.76	0.095
GO:0016763	transferase activity, transferring pento...	15	2	0.56	0.106
GO:0016866	intramolecular transferase activity	16	2	0.6	0.118
GO:0005198	structural molecule activity	52	4	1.95	0.126
GO:0003677	DNA binding	140	8	5.25	0.143
GO:0005488	binding	758	32	28.45	0.152
GO:0005515	protein binding	78	5	2.93	0.163
GO:0003700	DNA-binding transcription factor activit...	20	2	0.75	0.171
GO:0019843	rRNA binding	39	3	1.46	0.177
GO:0097367	carbohydrate derivative binding	293	14	11	0.184
GO:0030248	cellulose binding	21	2	0.79	0.185
GO:0003924	GTPase activity	22	2	0.83	0.198
GO:0030247	polysaccharide binding	23	2	0.86	0.212
GO:0001871	pattern binding	23	2	0.86	0.212
GO:0046872	metal ion binding	230	11	8.63	0.229
GO:0016798	hydrolase activity, acting on glycosyl b...	45	3	1.69	0.236
GO:0016787	hydrolase activity	332	15	12.46	0.238
GO:0140096	catalytic activity, acting on a protein	90	5	3.38	0.244
GO:0016853	isomerase activity	46	3	1.73	0.247
GO:0032553	ribonucleotide binding	284	13	10.66	0.248
GO:0043169	cation binding	235	11	8.82	0.252
GO:0035639	purine ribonucleoside triphosphate bindi...	262	12	9.83	0.262
GO:0140110	transcription regulator activity	28	2	1.05	0.283
GO:0032555	purine ribonucleotide binding	268	12	10.06	0.291
GO:0017076	purine nucleotide binding	270	12	10.13	0.300
GO:0017111	nucleoside-triphosphatase activity	124	6	4.65	0.318
GO:0046873	metal ion transmembrane transporter acti...	10	1	0.38	0.319
GO:0001883	purine nucleoside binding	53	3	1.99	0.320
GO:0032550	purine ribonucleoside binding	53	3	1.99	0.320
GO:0070011	peptidase activity, acting on L-amino ac...	31	2	1.16	0.326
GO:0001882	nucleoside binding	55	3	2.06	0.341
GO:0032549	ribonucleoside binding	55	3	2.06	0.341
GO:0043167	ion binding	487	20	18.28	0.347
GO:0005525	GTP binding	33	2	1.24	0.354
GO:0043168	anion binding	333	14	12.5	0.358
GO:0016462	pyrophosphatase activity	131	6	4.92	0.368
GO:0016817	hydrolase activity, acting on acid anhyd...	131	6	4.92	0.368
GO:0016818	hydrolase activity, acting on acid anhyd...	131	6	4.92	0.368
GO:0005524	ATP binding	234	10	8.78	0.379
GO:0032559	adenyl ribonucleotide binding	235	10	8.82	0.384
GO:0043565	sequence-specific DNA binding	13	1	0.49	0.394
GO:0042625	ATPase coupled ion transmembrane transpo...	13	1	0.49	0.394
GO:0016829	lyase activity	60	3	2.25	0.394
GO:0030554	adenyl nucleotide binding	237	10	8.9	0.396
GO:0004518	nuclease activity	37	2	1.39	0.409
GO:0016779	nucleotidyltransferase activity	37	2	1.39	0.409
GO:0003690	double-stranded DNA binding	14	1	0.53	0.417
GO:0016758	transferase activity, transferring hexos...	14	1	0.53	0.417
GO:0010181	FMN binding	14	1	0.53	0.417
GO:0022853	active ion transmembrane transporter act...	14	1	0.53	0.417
GO:0000155	phosphorelay sensor kinase activity	14	1	0.53	0.417
GO:0004527	exonuclease activity	14	1	0.53	0.417
GO:0030246	carbohydrate binding	38	2	1.43	0.422
GO:0016757	transferase activity, transferring glyco...	38	2	1.43	0.422
GO:0016788	hydrolase activity, acting on ester bond...	63	3	2.36	0.425
GO:0004673	protein histidine kinase activity	15	1	0.56	0.439
