ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
ctx00790	Folate biosynthesis	1/7	10/924	0.073573286999841	0.404074996213886	0.404074996213886	Clo1313_2876	1
ctx03410	Base excision repair	1/7	10/924	0.073573286999841	0.404074996213886	0.404074996213886	Clo1313_1370	1
ctx01501	beta-Lactam resistance	1/7	13/924	0.0947191750171433	0.404074996213886	0.404074996213886	Clo1313_0512	1
ctx00770	Pantothenate and CoA biosynthesis	1/7	16/924	0.115449998918253	0.404074996213886	0.404074996213886	Clo1313_1318	1
ctx03440	Homologous recombination	1/7	22/924	0.155693611044759	0.435942110925325	0.435942110925325	Clo1313_0980	1
ctx01110	Biosynthesis of secondary metabolites	3/7	220/924	0.218658829103275	0.460096618801998	0.460096618801998	Clo1313_1318/Clo1313_1867/Clo1313_2095	3
ctx00010	Glycolysis / Gluconeogenesis	1/7	34/924	0.231493814456722	0.460096618801998	0.460096618801998	Clo1313_2095	1
ctx02024	Quorum sensing	1/7	40/924	0.267153054871349	0.460096618801998	0.460096618801998	Clo1313_0512	1
ctx00500	Starch and sucrose metabolism	1/7	45/924	0.295776397801284	0.460096618801998	0.460096618801998	Clo1313_1867	1
ctx02010	ABC transporters	1/7	55/924	0.350159321987899	0.490223050783059	0.490223050783059	Clo1313_0512	1
ctx01200	Carbon metabolism	1/7	63/924	0.391034747866376	0.49768058819357	0.49768058819357	Clo1313_2095	1
ctx01100	Metabolic pathways	4/7	496/924	0.580316494585957	0.603452548183534	0.603452548183534	Clo1313_2876/Clo1313_1318/Clo1313_1867/Clo1313_2095	4
ctx01230	Biosynthesis of amino acids	1/7	111/924	0.59301760647793	0.603452548183534	0.603452548183534	Clo1313_2095	1
ctx01120	Microbial metabolism in diverse environments	1/7	114/924	0.603452548183534	0.603452548183534	0.603452548183534	Clo1313_2095	1
