ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
ctx00630	Glyoxylate and dicarboxylate metabolism	2/12	14/924	0.0129105593655623	0.154926712386747	0.135900624900655	Clo1313_1953/Clo1313_2038	2
ctx03030	DNA replication	2/12	14/924	0.0129105593655623	0.154926712386747	0.135900624900655	Clo1313_2850/Clo1313_1219	2
ctx03430	Mismatch repair	2/12	20/924	0.0258096041353943	0.18556793093144	0.162778886781965	Clo1313_2850/Clo1313_1219	2
ctx03440	Homologous recombination	2/12	22/924	0.0309279884885733	0.18556793093144	0.162778886781965	Clo1313_2850/Clo1313_1219	2
ctx00910	Nitrogen metabolism	1/12	10/924	0.12310329686932	0.540288177765387	0.473936998039813	Clo1313_2038	1
ctx01501	beta-Lactam resistance	1/12	13/924	0.157227291079688	0.540288177765387	0.473936998039813	Clo1313_0513	1
ctx00220	Arginine biosynthesis	1/12	18/924	0.211406502029548	0.540288177765387	0.473936998039813	Clo1313_2038	1
ctx00860	Porphyrin and chlorophyll metabolism	1/12	18/924	0.211406502029548	0.540288177765387	0.473936998039813	Clo1313_0960	1
ctx00260	Glycine, serine and threonine metabolism	1/12	19/924	0.221851449022535	0.540288177765387	0.473936998039813	Clo1313_1953	1
ctx00250	Alanine, aspartate and glutamate metabolism	1/12	22/924	0.252430162548328	0.540288177765387	0.473936998039813	Clo1313_2038	1
ctx00400	Phenylalanine, tyrosine and tryptophan biosynthesis	1/12	26/924	0.291489005501023	0.540288177765387	0.473936998039813	Clo1313_1491	1
ctx00550	Peptidoglycan biosynthesis	1/12	26/924	0.291489005501023	0.540288177765387	0.473936998039813	Clo1313_1239	1
ctx00240	Pyrimidine metabolism	1/12	29/924	0.319545544457974	0.540288177765387	0.473936998039813	Clo1313_1512	1
ctx00680	Methane metabolism	1/12	30/924	0.328668956152392	0.540288177765387	0.473936998039813	Clo1313_1953	1
ctx02040	Flagellar assembly	1/12	31/924	0.337680111103367	0.540288177765387	0.473936998039813	Clo1313_2890	1
ctx02024	Quorum sensing	1/12	40/924	0.413932236133059	0.596104433706079	0.522898626057964	Clo1313_0513	1
ctx01230	Biosynthesis of amino acids	2/12	111/924	0.432756306454861	0.596104433706079	0.522898626057964	Clo1313_1491/Clo1313_2038	2
ctx01120	Microbial metabolism in diverse environments	2/12	114/924	0.447078325279559	0.596104433706079	0.522898626057964	Clo1313_1953/Clo1313_2038	2
ctx02010	ABC transporters	1/12	55/924	0.52335687099803	0.661082363365932	0.579896809970116	Clo1313_0513	1
ctx01200	Carbon metabolism	1/12	63/924	0.573730148161113	0.682333611219167	0.59853825545541	Clo1313_1953	1
ctx03010	Ribosome	1/12	67/924	0.597041909816771	0.682333611219167	0.59853825545541	Clo1313_2930	1
ctx02020	Two-component system	1/12	113/924	0.793068999447034	0.855717150609445	0.750629079481969	Clo1313_2038	1
ctx01110	Biosynthesis of secondary metabolites	2/12	220/924	0.820062269334051	0.855717150609445	0.750629079481969	Clo1313_1953/Clo1313_1491	2
ctx01100	Metabolic pathways	5/12	496/924	0.870953750456369	0.870953750456369	0.763994517944183	Clo1313_1512/Clo1313_0960/Clo1313_1953/Clo1313_1491/Clo1313_2038	5
