ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
ctx00900	Terpenoid backbone biosynthesis	1/7	10/924	0.073573286999841	0.336718275573414	0.336718275573414	Clo1313_1216	1
ctx00052	Galactose metabolism	1/7	12/924	0.0877170028902039	0.336718275573414	0.336718275573414	Clo1313_2893	1
ctx01100	Metabolic pathways	6/7	496/924	0.0895827680753646	0.336718275573414	0.336718275573414	Clo1313_1660/Clo1313_2893/Clo1313_1216/Clo1313_0837/Clo1313_1798/Clo1313_2934	6
ctx00730	Thiamine metabolism	1/7	14/924	0.101675229654772	0.336718275573414	0.336718275573414	Clo1313_1660	1
ctx00260	Glycine, serine and threonine metabolism	1/7	19/924	0.135772570302122	0.336718275573414	0.336718275573414	Clo1313_0837	1
ctx00650	Butanoate metabolism	1/7	19/924	0.135772570302122	0.336718275573414	0.336718275573414	Clo1313_1798	1
ctx00190	Oxidative phosphorylation	1/7	21/924	0.149097467381046	0.336718275573414	0.336718275573414	Clo1313_2934	1
ctx00400	Phenylalanine, tyrosine and tryptophan biosynthesis	1/7	26/924	0.181641847314993	0.336718275573414	0.336718275573414	Clo1313_0837	1
ctx00620	Pyruvate metabolism	1/7	31/924	0.213113440975526	0.336718275573414	0.336718275573414	Clo1313_1798	1
ctx01110	Biosynthesis of secondary metabolites	3/7	220/924	0.218658829103275	0.336718275573414	0.336718275573414	Clo1313_1216/Clo1313_0837/Clo1313_1798	3
ctx00010	Glycolysis / Gluconeogenesis	1/7	34/924	0.231493814456722	0.336718275573414	0.336718275573414	Clo1313_1798	1
ctx00520	Amino sugar and nucleotide sugar metabolism	1/7	44/924	0.290129702251008	0.386839603001344	0.386839603001344	Clo1313_2893	1
ctx02030	Bacterial chemotaxis	1/7	50/924	0.323436090579121	0.398075188405073	0.398075188405073	Clo1313_0580	1
ctx01230	Biosynthesis of amino acids	1/7	111/924	0.59301760647793	0.603452548183534	0.603452548183534	Clo1313_0837	1
ctx02020	Two-component system	1/7	113/924	0.600000020617968	0.603452548183534	0.603452548183534	Clo1313_0580	1
ctx01120	Microbial metabolism in diverse environments	1/7	114/924	0.603452548183534	0.603452548183534	0.603452548183534	Clo1313_1798	1
