ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
ctx00020	Citrate cycle (TCA cycle)	6/59	18/734	0.00181644138902817	0.0853727452843239	0.0745696991285248	Clo1313_0020/Clo1313_0641/Clo1313_0673/Clo1313_0021/Clo1313_0578/Clo1313_1356	6
ctx01200	Carbon metabolism	11/59	59/734	0.00470786613206026	0.107341852198137	0.0937588406657863	Clo1313_1686/Clo1313_0020/Clo1313_0641/Clo1313_0673/Clo1313_1005/Clo1313_2015/Clo1313_0021/Clo1313_0578/Clo1313_2532/Clo1313_1356/Clo1313_2092	11
ctx00010	Glycolysis / Gluconeogenesis	7/59	31/734	0.00859103790519266	0.107341852198137	0.0937588406657863	Clo1313_1686/Clo1313_0020/Clo1313_0673/Clo1313_1005/Clo1313_2015/Clo1313_0021/Clo1313_2092	7
ctx01120	Microbial metabolism in diverse environments	15/59	101/734	0.0091354767828202	0.107341852198137	0.0937588406657863	Clo1313_1686/Clo1313_0020/Clo1313_0641/Clo1313_0673/Clo1313_1005/Clo1313_2015/Clo1313_0021/Clo1313_2558/Clo1313_1847/Clo1313_1357/Clo1313_0873/Clo1313_0578/Clo1313_2532/Clo1313_1356/Clo1313_2092	15
ctx00220	Arginine biosynthesis	4/59	14/734	0.0204960339120312	0.18013813663151	0.157343501201095	Clo1313_2558/Clo1313_1847/Clo1313_1357/Clo1313_2561	4
ctx00620	Pyruvate metabolism	6/59	29/734	0.0229963578678523	0.18013813663151	0.157343501201095	Clo1313_1686/Clo1313_0020/Clo1313_0641/Clo1313_0673/Clo1313_1005/Clo1313_0021	6
ctx02020	Two-component system	12/59	88/734	0.0384352236576898	0.258065073130203	0.225409582353369	Clo1313_0972/Clo1313_2538/Clo1313_0805/Clo1313_1725/Clo1313_2151/Clo1313_1603/Clo1313_1109/Clo1313_1357/Clo1313_1816/Clo1313_0715/Clo1313_1729/Clo1313_1477	12
ctx00680	Methane metabolism	5/59	26/734	0.0499838594859344	0.293655174479865	0.256496121046242	Clo1313_1686/Clo1313_0020/Clo1313_1005/Clo1313_0021/Clo1313_2092	5
ctx00500	Starch and sucrose metabolism	6/59	39/734	0.0837817485501795	0.406112815567307	0.354723399935609	Clo1313_2015/Clo1313_1603/Clo1313_1426/Clo1313_0148/Clo1313_1816/Clo1313_1477	6
ctx00630	Glyoxylate and dicarboxylate metabolism	3/59	14/734	0.0950476802391569	0.406112815567307	0.354723399935609	Clo1313_1686/Clo1313_1357/Clo1313_0578	3
ctx00640	Propanoate metabolism	3/59	14/734	0.0950476802391569	0.406112815567307	0.354723399935609	Clo1313_1686/Clo1313_0020/Clo1313_0021	3
ctx01210	2-Oxocarboxylic acid metabolism	4/59	23/734	0.105220623461491	0.412114108557505	0.35996529078931	Clo1313_1364/Clo1313_2558/Clo1313_0873/Clo1313_0578	4
ctx00650	Butanoate metabolism	3/59	17/734	0.14979434727892	0.492411253252979	0.43010165457707	Clo1313_0020/Clo1313_0673/Clo1313_0021	3
ctx00190	Oxidative phosphorylation	3/59	18/734	0.16992838292339	0.492411253252979	0.43010165457707	Clo1313_2940/Clo1313_0194/Clo1313_0195	3
ctx00541	O-Antigen nucleotide sugar biosynthesis	3/59	18/734	0.16992838292339	0.492411253252979	0.43010165457707	Clo1313_2047/Clo1313_0148/Clo1313_2893	3
ctx01110	Biosynthesis of secondary metabolites	19/59	194/734	0.184339727793819	0.492411253252979	0.43010165457707	Clo1313_1686/Clo1313_0020/Clo1313_2163/Clo1313_0641/Clo1313_0673/Clo1313_1005/Clo1313_2015/Clo1313_0021/Clo1313_1426/Clo1313_1364/Clo1313_2558/Clo1313_1229/Clo1313_0873/Clo1313_0578/Clo1313_2532/Clo1313_2561/Clo1313_1356/Clo1313_1345/Clo1313_2092	19
ctx00052	Galactose metabolism	2/59	10/734	0.188583033160715	0.492411253252979	0.43010165457707	Clo1313_2047/Clo1313_2893	2
ctx00910	Nitrogen metabolism	2/59	10/734	0.188583033160715	0.492411253252979	0.43010165457707	Clo1313_1847/Clo1313_1357	2
ctx01100	Metabolic pathways	38/59	429/734	0.203677215009452	0.503833110812855	0.440078193095215	Clo1313_1686/Clo1313_2047/Clo1313_1781/Clo1313_2940/Clo1313_0864/Clo1313_0020/Clo1313_2163/Clo1313_0641/Clo1313_0673/Clo1313_0943/Clo1313_1005/Clo1313_1628/Clo1313_2015/Clo1313_1603/Clo1313_2304/Clo1313_0021/Clo1313_2278/Clo1313_1426/Clo1313_1364/Clo1313_2558/Clo1313_1847/Clo1313_0148/Clo1313_2893/Clo1313_1357/Clo1313_1816/Clo1313_1145/Clo1313_1229/Clo1313_0873/Clo1313_1477/Clo1313_0578/Clo1313_2532/Clo1313_0194/Clo1313_2561/Clo1313_1356/Clo1313_0195/Clo1313_1345/Clo1313_2092/Clo1313_0076	38
ctx00250	Alanine, aspartate and glutamate metabolism	3/59	22/734	0.256768654732486	0.600631216152919	0.524627490032785	Clo1313_2163/Clo1313_1847/Clo1313_1357	3
ctx00300	Lysine biosynthesis	2/59	13/734	0.281146526709877	0.600631216152919	0.524627490032785	Clo1313_2558/Clo1313_0873	2
ctx00730	Thiamine metabolism	2/59	13/734	0.281146526709877	0.600631216152919	0.524627490032785	Clo1313_1628/Clo1313_2278	2
ctx00520	Amino sugar and nucleotide sugar metabolism	4/59	35/734	0.307548052508111	0.611319210529924	0.533963028234424	Clo1313_2047/Clo1313_2015/Clo1313_0148/Clo1313_2893	4
ctx03030	DNA replication	2/59	14/734	0.312163001121664	0.611319210529924	0.533963028234424	Clo1313_2763/Clo1313_1323	2
ctx00770	Pantothenate and CoA biosynthesis	2/59	15/734	0.342921004913352	0.636792661036989	0.556213074589979	Clo1313_0943/Clo1313_1364	2
ctx01230	Biosynthesis of amino acids	10/59	107/734	0.352268280573653	0.636792661036989	0.556213074589979	Clo1313_2163/Clo1313_1364/Clo1313_2558/Clo1313_1357/Clo1313_0873/Clo1313_0578/Clo1313_2532/Clo1313_2561/Clo1313_1345/Clo1313_2092	10
ctx00270	Cysteine and methionine metabolism	3/59	29/734	0.417165164488264	0.7002415261053	0.611633135903846	Clo1313_1364/Clo1313_0873/Clo1313_2532	3
ctx02040	Flagellar assembly	3/59	29/734	0.417165164488264	0.7002415261053	0.611633135903846	Clo1313_1725/Clo1313_1746/Clo1313_1735	3
ctx00260	Glycine, serine and threonine metabolism	2/59	18/734	0.432200689344777	0.700463186179465	0.611826747166834	Clo1313_0873/Clo1313_2092	2
ctx00550	Peptidoglycan biosynthesis	2/59	20/734	0.4881870268428	0.764826342053719	0.668045405153305	Clo1313_1781/Clo1313_1239	2
ctx00790	Folate biosynthesis	1/59	10/734	0.569742277137768	0.787584912513973	0.687924111714333	Clo1313_0864	1
ctx01501	beta-Lactam resistance	1/59	10/734	0.569742277137768	0.787584912513973	0.687924111714333	Clo1313_0510	1
ctx03018	RNA degradation	1/59	10/734	0.569742277137768	0.787584912513973	0.687924111714333	Clo1313_0955	1
ctx03410	Base excision repair	1/59	10/734	0.569742277137768	0.787584912513973	0.687924111714333	Clo1313_1370	1
ctx00290	Valine, leucine and isoleucine biosynthesis	1/59	11/734	0.604804715879303	0.812166332752207	0.709395005091514	Clo1313_1364	1
ctx02010	ABC transporters	3/59	39/734	0.622938356257214	0.813280631780251	0.710368300995068	Clo1313_2321/Clo1313_0487/Clo1313_0510	3
ctx00051	Fructose and mannose metabolism	1/59	13/734	0.666713389656397	0.826452290090451	0.721873220907673	Clo1313_0076	1
ctx02024	Quorum sensing	2/59	28/734	0.675589752394339	0.826452290090451	0.721873220907673	Clo1313_0510/Clo1313_1345	2
ctx00920	Sulfur metabolism	1/59	14/734	0.693986496466762	0.826452290090451	0.721873220907673	Clo1313_2532	1
ctx00030	Pentose phosphate pathway	1/59	15/734	0.719062603006291	0.826452290090451	0.721873220907673	Clo1313_2015	1
ctx02030	Bacterial chemotaxis	3/59	45/734	0.72094774241933	0.826452290090451	0.721873220907673	Clo1313_1728/Clo1313_2151/Clo1313_1729	3
ctx03430	Mismatch repair	1/59	19/734	0.800682856314053	0.896002243970488	0.782622340758097	Clo1313_2763	1
ctx03440	Homologous recombination	1/59	21/734	0.832241111243702	0.909658889033814	0.794550877319569	Clo1313_2763	1
ctx00400	Phenylalanine, tyrosine and tryptophan biosynthesis	1/59	25/734	0.881339115393939	0.936157345488609	0.817696225622749	Clo1313_1345	1
ctx00240	Pyrimidine metabolism	1/59	28/734	0.908600938935449	0.936157345488609	0.817696225622749	Clo1313_1145	1
ctx00970	Aminoacyl-tRNA biosynthesis	1/59	29/734	0.916239104095234	0.936157345488609	0.817696225622749	Clo1313_2304	1
ctx03010	Ribosome	1/59	53/734	0.990087479321602	0.990087479321602	0.864802053606774	Clo1313_0312	1
