ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
ctx02040	Flagellar assembly	17/216	31/924	0.000115722377860553	0.00682762029377262	0.00621246449567178	Clo1313_0208/Clo1313_0207/Clo1313_0056/Clo1313_2915/Clo1313_2910/Clo1313_2909/Clo1313_2891/Clo1313_0057/Clo1313_1758/Clo1313_1754/Clo1313_1753/Clo1313_1749/Clo1313_1746/Clo1313_1743/Clo1313_1742/Clo1313_1725/Clo1313_2917	17
ctx02030	Bacterial chemotaxis	22/216	50/924	0.000742268350744925	0.0218969163469753	0.0199240452042059	Clo1313_1828/Clo1313_0056/Clo1313_2955/Clo1313_0405/Clo1313_0409/Clo1313_1440/Clo1313_0057/Clo1313_1341/Clo1313_1754/Clo1313_1743/Clo1313_1742/Clo1313_1731/Clo1313_1730/Clo1313_1727/Clo1313_2958/Clo1313_1412/Clo1313_1411/Clo1313_1410/Clo1313_0407/Clo1313_1929/Clo1313_2195/Clo1313_2193	22
ctx00910	Nitrogen metabolism	7/216	10/924	0.00218320719887465	0.0429364082445348	0.0390679182956517	Clo1313_1847/Clo1313_1357/Clo1313_2339/Clo1313_2332/Clo1313_2331/Clo1313_2303/Clo1313_1849	7
ctx01212	Fatty acid metabolism	7/216	11/924	0.00481800104552695	0.0710655154215225	0.0646626456110196	Clo1313_0677/Clo1313_0720/Clo1313_2099/Clo1313_1285/Clo1313_1283/Clo1313_1282/Clo1313_1281	7
ctx00400	Phenylalanine, tyrosine and tryptophan biosynthesis	12/216	26/924	0.00809828621380697	0.0913283344635653	0.0830998226162681	Clo1313_0068/Clo1313_2933/Clo1313_2469/Clo1313_1491/Clo1313_1467/Clo1313_1435/Clo1313_1619/Clo1313_1348/Clo1313_1345/Clo1313_1344/Clo1313_1046/Clo1313_1347	12
ctx00061	Fatty acid biosynthesis	7/216	12/924	0.00928762723358291	0.0913283344635653	0.0830998226162681	Clo1313_0677/Clo1313_0720/Clo1313_2099/Clo1313_1285/Clo1313_1283/Clo1313_1282/Clo1313_1281	7
ctx00270	Cysteine and methionine metabolism	12/216	29/924	0.0220072780349354	0.185489914865884	0.168777621019805	Clo1313_1931/Clo1313_0388/Clo1313_1160/Clo1313_1509/Clo1313_1467/Clo1313_1606/Clo1313_2335/Clo1313_2326/Clo1313_2325/Clo1313_0873/Clo1313_2924/Clo1313_1057	12
ctx02020	Two-component system	34/216	113/924	0.0488638530640324	0.360370916347239	0.32790217187706	Clo1313_0183/Clo1313_0056/Clo1313_2955/Clo1313_2910/Clo1313_2909/Clo1313_0405/Clo1313_0409/Clo1313_0400/Clo1313_1440/Clo1313_2856/Clo1313_2852/Clo1313_1357/Clo1313_1341/Clo1313_2303/Clo1313_0972/Clo1313_1701/Clo1313_1700/Clo1313_1694/Clo1313_1659/Clo1313_1731/Clo1313_1730/Clo1313_1725/Clo1313_2958/Clo1313_1412/Clo1313_1411/Clo1313_1410/Clo1313_0413/Clo1313_0407/Clo1313_0805/Clo1313_1929/Clo1313_1422/Clo1313_1603/Clo1313_2195/Clo1313_2193	34
ctx00630	Glyoxylate and dicarboxylate metabolism	6/216	14/924	0.0836447175548488	0.53267033907611	0.484677739391287	Clo1313_0709/Clo1313_1968/Clo1313_2898/Clo1313_0578/Clo1313_1357/Clo1313_2303	6
ctx01230	Biosynthesis of amino acids	32/216	111/924	0.0939411682490085	0.53267033907611	0.484677739391287	Clo1313_1517/Clo1313_2556/Clo1313_0709/Clo1313_2092/Clo1313_1967/Clo1313_1931/Clo1313_1875/Clo1313_0075/Clo1313_0068/Clo1313_2933/Clo1313_2882/Clo1313_0388/Clo1313_0578/Clo1313_2469/Clo1313_0708/Clo1313_1491/Clo1313_1467/Clo1313_1435/Clo1313_1619/Clo1313_1357/Clo1313_1348/Clo1313_1345/Clo1313_1344/Clo1313_2326/Clo1313_2325/Clo1313_2303/Clo1313_0873/Clo1313_2924/Clo1313_1254/Clo1313_1849/Clo1313_1046/Clo1313_1347	32
ctx01110	Biosynthesis of secondary metabolites	59/216	220/924	0.0993114191497833	0.53267033907611	0.484677739391287	Clo1313_0673/Clo1313_1517/Clo1313_2556/Clo1313_0641/Clo1313_0709/Clo1313_0720/Clo1313_2127/Clo1313_2125/Clo1313_2092/Clo1313_1997/Clo1313_1968/Clo1313_1967/Clo1313_1931/Clo1313_1875/Clo1313_1867/Clo1313_1832/Clo1313_0108/Clo1313_0075/Clo1313_0068/Clo1313_2933/Clo1313_2882/Clo1313_2633/Clo1313_0388/Clo1313_0492/Clo1313_0578/Clo1313_1214/Clo1313_1160/Clo1313_2469/Clo1313_0708/Clo1313_1491/Clo1313_1467/Clo1313_1435/Clo1313_1426/Clo1313_1619/Clo1313_0949/Clo1313_1348/Clo1313_1345/Clo1313_1344/Clo1313_1317/Clo1313_2326/Clo1313_2325/Clo1313_1013/Clo1313_1005/Clo1313_1002/Clo1313_1683/Clo1313_0873/Clo1313_2924/Clo1313_0466/Clo1313_1283/Clo1313_1282/Clo1313_1280/Clo1313_1254/Clo1313_1849/Clo1313_1390/Clo1313_1046/Clo1313_1798/Clo1313_1347/Clo1313_1542/Clo1313_1831	59
ctx00620	Pyruvate metabolism	10/216	31/924	0.164476886185924	0.734816530973786	0.668610938084979	Clo1313_0673/Clo1313_1185/Clo1313_0641/Clo1313_1186/Clo1313_1160/Clo1313_1523/Clo1313_0949/Clo1313_1005/Clo1313_1717/Clo1313_1798	10
ctx01120	Microbial metabolism in diverse environments	31/216	114/924	0.180615168527953	0.734816530973786	0.668610938084979	Clo1313_0673/Clo1313_1185/Clo1313_1517/Clo1313_0641/Clo1313_0709/Clo1313_2092/Clo1313_1931/Clo1313_1875/Clo1313_1847/Clo1313_0108/Clo1313_0075/Clo1313_2898/Clo1313_0578/Clo1313_1186/Clo1313_1160/Clo1313_0708/Clo1313_1614/Clo1313_0949/Clo1313_1357/Clo1313_2339/Clo1313_2332/Clo1313_2331/Clo1313_2326/Clo1313_2303/Clo1313_1005/Clo1313_1717/Clo1313_0873/Clo1313_1254/Clo1313_1849/Clo1313_1798/Clo1313_1831	31
ctx03018	RNA degradation	4/216	10/924	0.186441909155278	0.734816530973786	0.668610938084979	Clo1313_2832/Clo1313_0933/Clo1313_2086/Clo1313_1803	4
