ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
ctx00520	Amino sugar and nucleotide sugar metabolism	2/10	35/734	0.0781711234288806	0.452986691708274	0.452986691708274	Clo1313_0666/Clo1313_0717	2
ctx01110	Biosynthesis of secondary metabolites	5/10	194/734	0.0944838877500922	0.452986691708274	0.452986691708274	Clo1313_0666/Clo1313_0605/Clo1313_0717/Clo1313_1867/Clo1313_2724	5
ctx00500	Starch and sucrose metabolism	2/10	39/734	0.0945424126132277	0.452986691708274	0.452986691708274	Clo1313_0717/Clo1313_1867	2
ctx02030	Bacterial chemotaxis	2/10	45/734	0.120883317686595	0.452986691708274	0.452986691708274	Clo1313_1754/Clo1313_1416	2
ctx00051	Fructose and mannose metabolism	1/10	13/734	0.164574451715241	0.452986691708274	0.452986691708274	Clo1313_0666	1
ctx00920	Sulfur metabolism	1/10	14/734	0.176161491219884	0.452986691708274	0.452986691708274	Clo1313_2724	1
ctx03030	DNA replication	1/10	14/734	0.176161491219884	0.452986691708274	0.452986691708274	Clo1313_1173	1
ctx00190	Oxidative phosphorylation	1/10	18/734	0.221077306367487	0.455948024796084	0.455948024796084	Clo1313_0194	1
ctx03430	Mismatch repair	1/10	19/734	0.231956114937774	0.455948024796084	0.455948024796084	Clo1313_1173	1
ctx03440	Homologous recombination	1/10	21/734	0.253304458220047	0.455948024796084	0.455948024796084	Clo1313_1173	1
ctx00270	Cysteine and methionine metabolism	1/10	29/734	0.333460964240508	0.500191446360762	0.500191446360762	Clo1313_2724	1
ctx02040	Flagellar assembly	1/10	29/734	0.333460964240508	0.500191446360762	0.500191446360762	Clo1313_1754	1
ctx00230	Purine metabolism	1/10	34/734	0.379538256154054	0.525514508520998	0.525514508520998	Clo1313_0605	1
ctx01200	Carbon metabolism	1/10	59/734	0.569742277137768	0.71299127795965	0.71299127795965	Clo1313_2724	1
ctx01100	Metabolic pathways	6/10	429/734	0.594159398299708	0.71299127795965	0.71299127795965	Clo1313_0666/Clo1313_0605/Clo1313_0717/Clo1313_1867/Clo1313_2724/Clo1313_0194	6
ctx02020	Two-component system	1/10	88/734	0.723494499413025	0.795295199314753	0.795295199314753	Clo1313_1416	1
ctx01120	Microbial metabolism in diverse environments	1/10	101/734	0.77468600460608	0.795295199314753	0.795295199314753	Clo1313_2724	1
ctx01230	Biosynthesis of amino acids	1/10	107/734	0.795295199314753	0.795295199314753	0.795295199314753	Clo1313_2724	1
