ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
ctx00550	Peptidoglycan biosynthesis	2/19	20/734	0.0914254279007332	0.678836801339653	0.678836801339653	Clo1313_2119/Clo1313_1241	2
ctx03010	Ribosome	3/19	53/734	0.15165245611826	0.678836801339653	0.678836801339653	Clo1313_0451/Clo1313_0475/Clo1313_0450	3
ctx00970	Aminoacyl-tRNA biosynthesis	2/19	29/734	0.170345446499928	0.678836801339653	0.678836801339653	Clo1313_1183/Clo1313_1500	2
ctx00230	Purine metabolism	2/19	34/734	0.218280888232601	0.678836801339653	0.678836801339653	Clo1313_1846/Clo1313_1683	2
ctx00790	Folate biosynthesis	1/19	10/734	0.231956114937774	0.678836801339653	0.678836801339653	Clo1313_0168	1
ctx03420	Nucleotide excision repair	1/19	11/734	0.25211196275018	0.678836801339653	0.678836801339653	Clo1313_2027	1
ctx00340	Histidine metabolism	1/19	12/734	0.271766005222859	0.678836801339653	0.678836801339653	Clo1313_1619	1
ctx00670	One carbon pool by folate	1/19	12/734	0.271766005222859	0.678836801339653	0.678836801339653	Clo1313_1581	1
ctx00300	Lysine biosynthesis	1/19	13/734	0.290930057716994	0.678836801339653	0.678836801339653	Clo1313_1241	1
ctx03430	Mismatch repair	1/19	19/734	0.396253885640357	0.791269549115137	0.791269549115137	Clo1313_2027	1
ctx03440	Homologous recombination	1/19	21/734	0.427936631137399	0.791269549115137	0.791269549115137	Clo1313_1671	1
ctx00400	Phenylalanine, tyrosine and tryptophan biosynthesis	1/19	25/734	0.486638242281425	0.791269549115137	0.791269549115137	Clo1313_1619	1
ctx00240	Pyrimidine metabolism	1/19	28/734	0.526869051073464	0.791269549115137	0.791269549115137	Clo1313_1266	1
ctx00270	Cysteine and methionine metabolism	1/19	29/734	0.539602036951091	0.791269549115137	0.791269549115137	Clo1313_1581	1
ctx00520	Amino sugar and nucleotide sugar metabolism	1/19	35/734	0.609441493429997	0.791269549115137	0.791269549115137	Clo1313_2119	1
ctx00500	Starch and sucrose metabolism	1/19	39/734	0.650289610523978	0.791269549115137	0.791269549115137	Clo1313_2854	1
ctx02010	ABC transporters	1/19	39/734	0.650289610523978	0.791269549115137	0.791269549115137	Clo1313_2475	1
ctx02020	Two-component system	2/19	88/734	0.686725015105933	0.791269549115137	0.791269549115137	Clo1313_0972/Clo1313_2993	2
ctx01100	Metabolic pathways	10/19	429/734	0.776701782236192	0.791269549115137	0.791269549115137	Clo1313_1183/Clo1313_1266/Clo1313_1619/Clo1313_2119/Clo1313_2854/Clo1313_1241/Clo1313_1846/Clo1313_1683/Clo1313_0168/Clo1313_1581	10
ctx01110	Biosynthesis of secondary metabolites	4/19	194/734	0.784032617460022	0.791269549115137	0.791269549115137	Clo1313_1619/Clo1313_2854/Clo1313_1683/Clo1313_1581	4
ctx01230	Biosynthesis of amino acids	2/19	107/734	0.791269549115137	0.791269549115137	0.791269549115137	Clo1313_1619/Clo1313_1581	2
