ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
ctx02030	Bacterial chemotaxis	3/6	45/734	0.0037894589310025	0.037894589310025	0.031911233103179	Clo1313_0407/Clo1313_2981/Clo1313_0056	3
ctx02020	Two-component system	3/6	88/734	0.0254683071589883	0.127341535794941	0.10723497751153	Clo1313_0407/Clo1313_0349/Clo1313_0056	3
ctx03410	Base excision repair	1/6	10/734	0.0792709802034056	0.182461567121265	0.153651845996855	Clo1313_1334	1
ctx03420	Nucleotide excision repair	1/6	11/734	0.0869013311961951	0.182461567121265	0.153651845996855	Clo1313_1334	1
ctx00051	Fructose and mannose metabolism	1/6	13/734	0.102004019491831	0.182461567121265	0.153651845996855	Clo1313_0076	1
ctx03030	DNA replication	1/6	14/734	0.109476940272759	0.182461567121265	0.153651845996855	Clo1313_1334	1
ctx03440	Homologous recombination	1/6	21/734	0.160350401211132	0.229072001730189	0.192902738299106	Clo1313_1334	1
ctx02040	Flagellar assembly	1/6	29/734	0.215502813737193	0.269378517171491	0.226845067091782	Clo1313_0056	1
ctx00500	Starch and sucrose metabolism	1/6	39/734	0.280166819901687	0.31129646655743	0.262144392890467	Clo1313_0349	1
ctx01100	Metabolic pathways	2/6	429/734	0.952093176806318	0.952093176806318	0.801762675205321	Clo1313_0349/Clo1313_0076	2
