GO.ID	Term	Annotated	Significant	Expected	Fisher
GO:0043650	dicarboxylic acid biosynthetic process	15	2	0.35	0.046
GO:0006281	DNA repair	36	3	0.85	0.049
GO:0040007	growth	120	6	2.83	0.053
GO:0043604	amide biosynthetic process	125	6	2.95	0.063
GO:0090305	nucleic acid phosphodiester bond hydroly...	42	3	0.99	0.072
GO:0006974	cellular response to DNA damage stimulus	45	3	1.06	0.085
GO:0043603	cellular amide metabolic process	137	6	3.23	0.091
GO:0050896	response to stimulus	172	7	4.06	0.094
GO:0044267	cellular protein metabolic process	173	7	4.08	0.096
GO:0006412	translation	108	5	2.55	0.101
GO:0043043	peptide biosynthetic process	108	5	2.55	0.101
GO:0043648	dicarboxylic acid metabolic process	24	2	0.57	0.107
GO:0006518	peptide metabolic process	111	5	2.62	0.111
GO:0006950	response to stress	82	4	1.93	0.121
GO:0033554	cellular response to stress	54	3	1.27	0.130
GO:0043170	macromolecule metabolic process	465	14	10.96	0.146
GO:0019538	protein metabolic process	228	8	5.38	0.146
GO:0048523	negative regulation of cellular process	29	2	0.68	0.147
GO:0051172	negative regulation of nitrogen compound...	29	2	0.68	0.147
GO:0031324	negative regulation of cellular metaboli...	29	2	0.68	0.147
GO:0009059	macromolecule biosynthetic process	232	8	5.47	0.158
GO:0048519	negative regulation of biological proces...	31	2	0.73	0.164
GO:0010605	negative regulation of macromolecule met...	31	2	0.73	0.164
GO:0009892	negative regulation of metabolic process	31	2	0.73	0.164
GO:0051716	cellular response to stimulus	135	5	3.18	0.203
GO:0022411	cellular component disassembly	10	1	0.24	0.213
GO:0006413	translational initiation	10	1	0.24	0.213
GO:0051701	interaction with host	10	1	0.24	0.213
GO:0032984	protein-containing complex disassembly	10	1	0.24	0.213
GO:0044260	cellular macromolecule metabolic process	369	11	8.7	0.218
GO:0000160	phosphorelay signal transduction system	38	2	0.9	0.225
GO:1901566	organonitrogen compound biosynthetic pro...	292	9	6.88	0.226
GO:0071973	bacterial-type flagellum-dependent cell ...	11	1	0.26	0.232
GO:0006807	nitrogen compound metabolic process	626	17	14.76	0.232
GO:0019219	regulation of nucleobase-containing comp...	72	3	1.7	0.238
GO:0042398	cellular modified amino acid biosyntheti...	12	1	0.28	0.250
GO:0044403	symbiont process	12	1	0.28	0.250
GO:0006259	DNA metabolic process	74	3	1.74	0.251
GO:0035556	intracellular signal transduction	41	2	0.97	0.251
GO:0050789	regulation of biological process	184	6	4.34	0.256
GO:0097588	archaeal or bacterial-type flagellum-dep...	13	1	0.31	0.268
GO:0006760	folic acid-containing compound metabolic...	13	1	0.31	0.268
GO:0050790	regulation of catalytic activity	13	1	0.31	0.268
GO:0044238	primary metabolic process	682	18	16.08	0.272
GO:0034645	cellular macromolecule biosynthetic proc...	227	7	5.35	0.275
GO:0034641	cellular nitrogen compound metabolic pro...	471	13	11.1	0.281
GO:0009987	cellular process	775	20	18.27	0.286
GO:0010608	posttranscriptional regulation of gene e...	14	1	0.33	0.286
GO:0006417	regulation of translation	14	1	0.33	0.286
GO:0034248	regulation of cellular amide metabolic p...	14	1	0.33	0.286
GO:0065009	regulation of molecular function	14	1	0.33	0.286
GO:0009152	purine ribonucleotide biosynthetic proce...	46	2	1.08	0.296
GO:0000271	polysaccharide biosynthetic process	15	1	0.35	0.303
GO:0009991	response to extracellular stimulus	15	1	0.35	0.303
GO:0071496	cellular response to external stimulus	15	1	0.35	0.303
GO:0031668	cellular response to extracellular stimu...	15	1	0.35	0.303
GO:0001539	cilium or flagellum-dependent cell motil...	15	1	0.35	0.303
GO:0006261	DNA-dependent DNA replication	15	1	0.35	0.303
