GO.ID	Term	Annotated	Significant	Expected	Fisher
GO:0018193	peptidyl-amino acid modification	26	3	0.36	0.0045
GO:0036211	protein modification process	55	5	0.76	0.0386
GO:0006464	cellular protein modification process	55	5	0.76	0.0386
GO:1901564	organonitrogen compound metabolic proces...	465	11	6.39	0.0541
GO:0051186	cofactor metabolic process	72	3	0.99	0.0702
GO:0044237	cellular metabolic process	684	13	9.41	0.0709
GO:0040007	growth	120	4	1.65	0.0720
GO:0065008	regulation of biological quality	38	2	0.52	0.0931
GO:0051301	cell division	41	2	0.56	0.1061
GO:0016310	phosphorylation	91	3	1.25	0.1223
GO:0006807	nitrogen compound metabolic process	626	12	8.61	0.1241
GO:0019692	deoxyribose phosphate metabolic process	10	1	0.14	0.1299
GO:0042398	cellular modified amino acid biosyntheti...	12	1	0.17	0.1539
GO:1901137	carbohydrate derivative biosynthetic pro...	103	3	1.42	0.1612
GO:0009069	serine family amino acid metabolic proce...	13	1	0.18	0.1656
GO:0006760	folic acid-containing compound metabolic...	13	1	0.18	0.1656
GO:0043412	macromolecule modification	95	5	1.31	0.1748
GO:0009130	pyrimidine nucleoside monophosphate bios...	14	1	0.19	0.1773
GO:0006732	coenzyme metabolic process	58	2	0.8	0.1874
GO:0009129	pyrimidine nucleoside monophosphate meta...	15	1	0.21	0.1887
GO:1901135	carbohydrate derivative metabolic proces...	172	4	2.37	0.1994
GO:0042558	pteridine-containing compound metabolic ...	16	1	0.22	0.2001
GO:0071103	DNA conformation change	16	1	0.22	0.2001
GO:0008360	regulation of cell shape	16	1	0.22	0.2001
GO:0022604	regulation of cell morphogenesis	16	1	0.22	0.2001
GO:0016043	cellular component organization	115	3	1.58	0.2039
GO:0009987	cellular process	775	13	10.66	0.2061
GO:0009252	peptidoglycan biosynthetic process	17	1	0.23	0.2112
GO:0006023	aminoglycan biosynthetic process	17	1	0.23	0.2112
GO:0006024	glycosaminoglycan biosynthetic process	17	1	0.23	0.2112
GO:0022603	regulation of anatomical structure morph...	17	1	0.23	0.2112
GO:0044267	cellular protein metabolic process	173	6	2.38	0.2149
GO:0000270	peptidoglycan metabolic process	18	1	0.25	0.2223
GO:0051276	chromosome organization	18	1	0.25	0.2223
GO:0006022	aminoglycan metabolic process	18	1	0.25	0.2223
GO:0030203	glycosaminoglycan metabolic process	18	1	0.25	0.2223
GO:0050793	regulation of developmental process	18	1	0.25	0.2223
GO:0032989	cellular component morphogenesis	19	1	0.26	0.2332
GO:0000902	cell morphogenesis	19	1	0.26	0.2332
GO:0006221	pyrimidine nucleotide biosynthetic proce...	19	1	0.26	0.2332
GO:0044038	cell wall macromolecule biosynthetic pro...	20	1	0.28	0.2439
GO:0070589	cellular component macromolecule biosynt...	20	1	0.28	0.2439
GO:0019362	pyridine nucleotide metabolic process	21	1	0.29	0.2545
GO:0009273	peptidoglycan-based cell wall biogenesis	21	1	0.29	0.2545
GO:0046496	nicotinamide nucleotide metabolic proces...	21	1	0.29	0.2545
GO:0055085	transmembrane transport	71	2	0.98	0.2548
GO:0048869	cellular developmental process	22	1	0.3	0.2650
GO:0006575	cellular modified amino acid metabolic p...	22	1	0.3	0.2650
GO:0009653	anatomical structure morphogenesis	22	1	0.3	0.2650
GO:0042546	cell wall biogenesis	22	1	0.3	0.2650
GO:0072524	pyridine-containing compound metabolic p...	22	1	0.3	0.2650
GO:0048856	anatomical structure development	23	1	0.32	0.2753
GO:0006220	pyrimidine nucleotide metabolic process	23	1	0.32	0.2753
GO:0072528	pyrimidine-containing compound biosynthe...	24	1	0.33	0.2855
GO:0006733	oxidoreduction coenzyme metabolic proces...	26	1	0.36	0.3055
GO:0071704	organic substance metabolic process	719	12	9.89	0.3078
GO:0032502	developmental process	27	1	0.37	0.3153
GO:0006468	protein phosphorylation	27	1	0.37	0.3153
GO:0044260	cellular macromolecule metabolic process	369	8	5.07	0.3200
GO:0071840	cellular component organization or bioge...	145	3	1.99	0.3208
GO:0072527	pyrimidine-containing compound metabolic...	30	1	0.41	0.3439
GO:0044036	cell wall macromolecule metabolic proces...	31	1	0.43	0.3532
GO:1901566	organonitrogen compound biosynthetic pro...	292	5	4.02	0.3725
GO:0055086	nucleobase-containing small molecule met...	158	3	2.17	0.3735
GO:0007049	cell cycle	34	1	0.47	0.3804
GO:0051128	regulation of cellular component organiz...	35	1	0.48	0.3892
GO:0006790	sulfur compound metabolic process	35	1	0.48	0.3892
GO:0019538	protein metabolic process	228	6	3.14	0.3947
GO:0071554	cell wall organization or biogenesis	36	1	0.5	0.3979
GO:0006996	organelle organization	37	1	0.51	0.4065
GO:0000160	phosphorelay signal transduction system	38	1	0.52	0.4150
GO:0044085	cellular component biogenesis	105	2	1.44	0.4323
GO:0035556	intracellular signal transduction	41	1	0.56	0.4397
GO:0006810	transport	110	2	1.51	0.4572
GO:0006152	purine nucleoside catabolic process	44	1	0.61	0.4635
GO:0051234	establishment of localization	112	2	1.54	0.4670
GO:0008152	metabolic process	863	13	11.87	0.4675
GO:1901658	glycosyl compound catabolic process	45	1	0.62	0.4712
GO:0009164	nucleoside catabolic process	45	1	0.62	0.4712
GO:0034656	nucleobase-containing small molecule cat...	45	1	0.62	0.4712
GO:0072523	purine-containing compound catabolic pro...	45	1	0.62	0.4712
GO:0046394	carboxylic acid biosynthetic process	114	2	1.57	0.4767
GO:0009108	coenzyme biosynthetic process	46	1	0.63	0.4788
GO:0016053	organic acid biosynthetic process	115	2	1.58	0.4815
GO:1901136	carbohydrate derivative catabolic proces...	52	1	0.72	0.5224
GO:0051188	cofactor biosynthetic process	52	1	0.72	0.5224
GO:0065007	biological regulation	197	3	2.71	0.5283
GO:0043604	amide biosynthetic process	125	2	1.72	0.5285
GO:0051179	localization	125	2	1.72	0.5285
GO:0009124	nucleoside monophosphate biosynthetic pr...	53	1	0.73	0.5293
GO:1901565	organonitrogen compound catabolic proces...	54	1	0.74	0.5361
GO:0044282	small molecule catabolic process	56	1	0.77	0.5495
GO:0042278	purine nucleoside metabolic process	58	1	0.8	0.5625
GO:0043603	cellular amide metabolic process	137	2	1.88	0.5816
GO:0009117	nucleotide metabolic process	137	2	1.88	0.5816
GO:0043170	macromolecule metabolic process	465	8	6.39	0.5837
GO:0006753	nucleoside phosphate metabolic process	138	2	1.9	0.5859
GO:0022607	cellular component assembly	62	1	0.85	0.5875
GO:0006796	phosphate-containing compound metabolic ...	219	3	3.01	0.6084
GO:0006793	phosphorus metabolic process	222	3	3.05	0.6187
