GO.ID	Term	Annotated	Significant	Expected	Fisher
GO:0071705	nitrogen compound transport	30	4	0.83	0.0077
GO:0071702	organic substance transport	35	4	0.96	0.0133
GO:0034220	ion transmembrane transport	24	3	0.66	0.0256
GO:0055085	transmembrane transport	71	5	1.95	0.0398
GO:0015833	peptide transport	20	2	0.55	0.1022
GO:0042886	amide transport	20	2	0.55	0.1022
GO:0006811	ion transport	42	3	1.16	0.1045
GO:0006520	cellular amino acid metabolic process	124	6	3.41	0.1143
GO:0006418	tRNA aminoacylation for protein translat...	23	2	0.63	0.1294
GO:0034660	ncRNA metabolic process	73	4	2.01	0.1347
GO:0043038	amino acid activation	24	2	0.66	0.1389
GO:0043039	tRNA aminoacylation	24	2	0.66	0.1389
GO:0090304	nucleic acid metabolic process	230	9	6.33	0.1590
GO:0006399	tRNA metabolic process	55	3	1.51	0.1889
GO:0040007	growth	120	5	3.3	0.2268
GO:0009251	glucan catabolic process	10	1	0.28	0.2443
GO:0009112	nucleobase metabolic process	10	1	0.28	0.2443
GO:0051701	interaction with host	10	1	0.28	0.2443
GO:0051275	beta-glucan catabolic process	10	1	0.28	0.2443
GO:0030245	cellulose catabolic process	10	1	0.28	0.2443
GO:0044247	cellular polysaccharide catabolic proces...	10	1	0.28	0.2443
GO:0006188	IMP biosynthetic process	10	1	0.28	0.2443
GO:0016070	RNA metabolic process	159	6	4.37	0.2638
GO:0051641	cellular localization	11	1	0.3	0.2653
GO:0046040	IMP metabolic process	11	1	0.3	0.2653
GO:0042451	purine nucleoside biosynthetic process	11	1	0.3	0.2653
GO:0046129	purine ribonucleoside biosynthetic proce...	11	1	0.3	0.2653
GO:0065008	regulation of biological quality	38	2	1.05	0.2812
GO:0009451	RNA modification	38	2	1.05	0.2812
GO:0044403	symbiont process	12	1	0.33	0.2858
GO:0051273	beta-glucan metabolic process	12	1	0.33	0.2858
GO:0030243	cellulose metabolic process	12	1	0.33	0.2858
GO:0006760	folic acid-containing compound metabolic...	13	1	0.36	0.3056
GO:0006541	glutamine metabolic process	13	1	0.36	0.3056
GO:0009069	serine family amino acid metabolic proce...	13	1	0.36	0.3056
GO:0000154	rRNA modification	13	1	0.36	0.3056
