GO.ID	Term	Annotated	Significant	Expected	Fisher
GO:0016651	oxidoreductase activity, acting on NAD(P...	17	2	0.27	0.029
GO:0008135	translation factor activity, RNA binding	18	2	0.29	0.032
GO:0003924	GTPase activity	22	2	0.35	0.047
GO:0005525	GTP binding	33	2	0.53	0.096
GO:0019001	guanyl nucleotide binding	42	2	0.68	0.144
GO:0032561	guanyl ribonucleotide binding	42	2	0.68	0.144
GO:0016655	oxidoreductase activity, acting on NAD(P...	10	1	0.16	0.150
GO:0008137	NADH dehydrogenase (ubiquinone) activity	10	1	0.16	0.150
GO:0050136	NADH dehydrogenase (quinone) activity	10	1	0.16	0.150
GO:0003954	NADH dehydrogenase activity	11	1	0.18	0.164
GO:0140097	catalytic activity, acting on DNA	47	2	0.76	0.173
GO:0017171	serine hydrolase activity	12	1	0.19	0.178
GO:0008236	serine-type peptidase activity	12	1	0.19	0.178
GO:0001883	purine nucleoside binding	53	2	0.85	0.208
GO:0032550	purine ribonucleoside binding	53	2	0.85	0.208
GO:0008080	N-acetyltransferase activity	15	1	0.24	0.217
GO:0016410	N-acyltransferase activity	15	1	0.24	0.217
GO:0001882	nucleoside binding	55	2	0.88	0.220
GO:0032549	ribonucleoside binding	55	2	0.88	0.220
GO:0016407	acetyltransferase activity	18	1	0.29	0.255
GO:0009055	electron transfer activity	19	1	0.31	0.267
GO:0003700	DNA-binding transcription factor activit...	20	1	0.32	0.279
GO:0016747	transferase activity, transferring acyl ...	27	1	0.43	0.358
GO:0140110	transcription regulator activity	28	1	0.45	0.369
GO:0043167	ion binding	487	9	7.83	0.372
GO:0003677	DNA binding	140	3	2.25	0.396
GO:0070011	peptidase activity, acting on L-amino ac...	31	1	0.5	0.399
GO:0003676	nucleic acid binding	259	5	4.17	0.407
GO:0016746	transferase activity, transferring acyl ...	32	1	0.51	0.409
GO:0140096	catalytic activity, acting on a protein	90	2	1.45	0.432
GO:0043168	anion binding	333	6	5.36	0.457
GO:0008233	peptidase activity	44	1	0.71	0.517
GO:0003723	RNA binding	108	2	1.74	0.531
GO:0043169	cation binding	235	4	3.78	0.543
GO:0036094	small molecule binding	371	6	5.97	0.582
GO:0017111	nucleoside-triphosphatase activity	124	2	1.99	0.610
GO:0035639	purine ribonucleoside triphosphate bindi...	262	4	4.21	0.639
GO:0016462	pyrophosphatase activity	131	2	2.11	0.642
GO:0016817	hydrolase activity, acting on acid anhyd...	131	2	2.11	0.642
GO:0016818	hydrolase activity, acting on acid anhyd...	131	2	2.11	0.642
GO:0005488	binding	758	12	12.19	0.647
GO:0016788	hydrolase activity, acting on ester bond...	63	1	1.01	0.651
GO:0016787	hydrolase activity	332	5	5.34	0.658
GO:0032555	purine ribonucleotide binding	268	4	4.31	0.659
GO:0017076	purine nucleotide binding	270	4	4.34	0.666
GO:0016491	oxidoreductase activity	147	2	2.36	0.707
GO:0032553	ribonucleotide binding	284	4	4.57	0.709
GO:1901363	heterocyclic compound binding	539	8	8.67	0.710
GO:0097159	organic cyclic compound binding	539	8	8.67	0.710
GO:0005515	protein binding	78	1	1.25	0.730
GO:0097367	carbohydrate derivative binding	293	4	4.71	0.735
GO:0046872	metal ion binding	230	3	3.7	0.749
GO:1901265	nucleoside phosphate binding	327	4	5.26	0.819
