GO.ID	Term	Annotated	Significant	Expected	Fisher
GO:0050794	regulation of cellular process	173	7	2.38	0.0043
GO:0006413	translational initiation	10	2	0.14	0.0074
GO:0042180	cellular ketone metabolic process	12	2	0.17	0.0107
GO:0000160	phosphorelay signal transduction system	38	3	0.52	0.0131
GO:0035556	intracellular signal transduction	41	3	0.56	0.0162
GO:0006631	fatty acid metabolic process	17	2	0.23	0.0212
GO:0007165	signal transduction	71	3	0.98	0.0679
GO:0023052	signaling	71	3	0.98	0.0679
GO:0050789	regulation of biological process	184	8	2.53	0.0879
GO:0044255	cellular lipid metabolic process	38	2	0.52	0.0931
GO:0065008	regulation of biological quality	38	2	0.52	0.0931
GO:0006629	lipid metabolic process	40	2	0.55	0.1017
GO:0007154	cell communication	86	3	1.18	0.1074
GO:0031323	regulation of cellular metabolic process	86	3	1.18	0.1074
GO:0080090	regulation of primary metabolic process	88	3	1.21	0.1133
GO:0006091	generation of precursor metabolites and ...	45	2	0.62	0.1242
GO:0065003	protein-containing complex assembly	45	2	0.62	0.1242
GO:0019222	regulation of metabolic process	93	3	1.28	0.1285
GO:0046677	response to antibiotic	10	1	0.14	0.1299
GO:0042255	ribosome assembly	10	1	0.14	0.1299
GO:0006526	arginine biosynthetic process	11	1	0.15	0.1419
GO:0042592	homeostatic process	11	1	0.15	0.1419
GO:0032787	monocarboxylic acid metabolic process	51	2	0.7	0.1526
GO:0022618	ribonucleoprotein complex assembly	12	1	0.17	0.1539
GO:0006525	arginine metabolic process	12	1	0.17	0.1539
GO:0071826	ribonucleoprotein complex subunit organi...	13	1	0.18	0.1656
GO:0070925	organelle assembly	13	1	0.18	0.1656
GO:0050790	regulation of catalytic activity	13	1	0.18	0.1656
GO:0044085	cellular component biogenesis	105	3	1.44	0.1681
GO:0043933	protein-containing complex subunit organ...	55	2	0.76	0.1723
GO:0045229	external encapsulating structure organiz...	14	1	0.19	0.1773
GO:0015980	energy derivation by oxidation of organi...	14	1	0.19	0.1773
GO:0071555	cell wall organization	14	1	0.19	0.1773
GO:0065009	regulation of molecular function	14	1	0.19	0.1773
GO:0065007	biological regulation	197	8	2.71	0.1833
GO:0034622	cellular protein-containing complex asse...	15	1	0.21	0.1887
GO:0050896	response to stimulus	172	4	2.37	0.1994
GO:0044419	interspecies interaction between organis...	16	1	0.22	0.2001
GO:0009084	glutamine family amino acid biosynthetic...	16	1	0.22	0.2001
GO:0008360	regulation of cell shape	16	1	0.22	0.2001
GO:0022604	regulation of cell morphogenesis	16	1	0.22	0.2001
GO:0016043	cellular component organization	115	3	1.58	0.2039
GO:0022607	cellular component assembly	62	2	0.85	0.2079
GO:0009252	peptidoglycan biosynthetic process	17	1	0.23	0.2112
GO:0006023	aminoglycan biosynthetic process	17	1	0.23	0.2112
GO:0006024	glycosaminoglycan biosynthetic process	17	1	0.23	0.2112
GO:0022603	regulation of anatomical structure morph...	17	1	0.23	0.2112
GO:0006355	regulation of transcription, DNA-templat...	63	2	0.87	0.2130
GO:0006508	proteolysis	63	2	0.87	0.2130
GO:1903506	regulation of nucleic acid-templated tra...	64	2	0.88	0.2182
GO:2001141	regulation of RNA biosynthetic process	64	2	0.88	0.2182
GO:0000270	peptidoglycan metabolic process	18	1	0.25	0.2223
GO:0006022	aminoglycan metabolic process	18	1	0.25	0.2223
GO:0030203	glycosaminoglycan metabolic process	18	1	0.25	0.2223
GO:0050793	regulation of developmental process	18	1	0.25	0.2223
GO:0032989	cellular component morphogenesis	19	1	0.26	0.2332
GO:0000902	cell morphogenesis	19	1	0.26	0.2332
GO:0051259	protein complex oligomerization	19	1	0.26	0.2332
GO:0051252	regulation of RNA metabolic process	67	2	0.92	0.2338
GO:0044038	cell wall macromolecule biosynthetic pro...	20	1	0.28	0.2439
GO:0070589	cellular component macromolecule biosynt...	20	1	0.28	0.2439
GO:0034645	cellular macromolecule biosynthetic proc...	227	6	3.12	0.2466
GO:0022900	electron transport chain	21	1	0.29	0.2545
GO:0009273	peptidoglycan-based cell wall biogenesis	21	1	0.29	0.2545
GO:0019219	regulation of nucleobase-containing comp...	72	2	0.99	0.2601
GO:0006351	transcription, DNA-templated	72	2	0.99	0.2601
GO:0009059	macromolecule biosynthetic process	232	6	3.19	0.2609
GO:0048869	cellular developmental process	22	1	0.3	0.2650
GO:0051704	multi-organism process	22	1	0.3	0.2650
GO:0009653	anatomical structure morphogenesis	22	1	0.3	0.2650
GO:0042546	cell wall biogenesis	22	1	0.3	0.2650
GO:0097659	nucleic acid-templated transcription	73	2	1	0.2654
GO:2000112	regulation of cellular macromolecule bio...	74	2	1.02	0.2707
GO:0048856	anatomical structure development	23	1	0.32	0.2753
GO:0051716	cellular response to stimulus	135	3	1.86	0.2807
GO:0031326	regulation of cellular biosynthetic proc...	76	2	1.05	0.2813
GO:0010556	regulation of macromolecule biosynthetic...	76	2	1.05	0.2813
GO:0009889	regulation of biosynthetic process	77	2	1.06	0.2866
GO:0032774	RNA biosynthetic process	77	2	1.06	0.2866
GO:0009064	glutamine family amino acid metabolic pr...	26	1	0.36	0.3055
GO:0010468	regulation of gene expression	81	2	1.11	0.3077
GO:0032502	developmental process	27	1	0.37	0.3153
GO:0071840	cellular component organization or bioge...	145	3	1.99	0.3208
GO:0051171	regulation of nitrogen compound metaboli...	85	2	1.17	0.3289
