GO.ID	Term	Annotated	Significant	Expected	Fisher
GO:1901265	nucleoside phosphate binding	327	15	10.81	0.09
GO:0000166	nucleotide binding	327	15	10.81	0.09
GO:0005515	protein binding	78	5	2.58	0.11
GO:0050662	coenzyme binding	81	5	2.68	0.12
GO:0016741	transferase activity, transferring one-c...	59	4	1.95	0.13
GO:0051287	NAD binding	20	2	0.66	0.14
GO:0022857	transmembrane transporter activity	43	3	1.42	0.17
GO:0016835	carbon-oxygen lyase activity	23	2	0.76	0.17
GO:0016491	oxidoreductase activity	147	7	4.86	0.20
GO:0036094	small molecule binding	371	15	12.27	0.21
GO:0005215	transporter activity	49	3	1.62	0.22
GO:0008168	methyltransferase activity	52	3	1.72	0.24
GO:0016614	oxidoreductase activity, acting on CH-OH...	29	2	0.96	0.25
GO:0016616	oxidoreductase activity, acting on the C...	29	2	0.96	0.25
GO:0022804	active transmembrane transporter activit...	30	2	0.99	0.26
GO:0046873	metal ion transmembrane transporter acti...	10	1	0.33	0.29
GO:0048037	cofactor binding	137	6	4.53	0.29
GO:0005488	binding	758	27	25.06	0.31
GO:0016884	carbon-nitrogen ligase activity, with gl...	11	1	0.36	0.31
GO:0034062	5'-3' RNA polymerase activity	11	1	0.36	0.31
GO:0097747	RNA polymerase activity	11	1	0.36	0.31
GO:0003899	DNA-directed 5'-3' RNA polymerase activi...	11	1	0.36	0.31
GO:0043167	ion binding	487	18	16.1	0.32
GO:0016887	ATPase activity	87	4	2.88	0.32
GO:0003678	DNA helicase activity	13	1	0.43	0.36
GO:0042578	phosphoric ester hydrolase activity	13	1	0.43	0.36
GO:0015078	proton transmembrane transporter activit...	13	1	0.43	0.36
GO:0016757	transferase activity, transferring glyco...	38	2	1.26	0.36
GO:0000287	magnesium ion binding	39	2	1.29	0.37
GO:0003690	double-stranded DNA binding	14	1	0.46	0.38
GO:0010181	FMN binding	14	1	0.46	0.38
GO:0017111	nucleoside-triphosphatase activity	124	5	4.1	0.39
GO:0016763	transferase activity, transferring pento...	15	1	0.5	0.40
GO:0044877	protein-containing complex binding	15	1	0.5	0.40
GO:0050661	NADP binding	15	1	0.5	0.40
GO:0015077	monovalent inorganic cation transmembran...	15	1	0.5	0.40
GO:1901363	heterocyclic compound binding	539	19	17.82	0.41
GO:0097159	organic cyclic compound binding	539	19	17.82	0.41
GO:0042802	identical protein binding	16	1	0.53	0.42
GO:0016836	hydro-lyase activity	16	1	0.53	0.42
GO:0043168	anion binding	333	12	11.01	0.42
GO:0008233	peptidase activity	44	2	1.45	0.43
GO:0016769	transferase activity, transferring nitro...	17	1	0.56	0.44
GO:0008483	transaminase activity	17	1	0.56	0.44
GO:0016462	pyrophosphatase activity	131	5	4.33	0.44
GO:0016817	hydrolase activity, acting on acid anhyd...	131	5	4.33	0.44
GO:0016818	hydrolase activity, acting on acid anhyd...	131	5	4.33	0.44
GO:0000049	tRNA binding	18	1	0.6	0.46
GO:0008094	DNA-dependent ATPase activity	18	1	0.6	0.46
GO:0003700	DNA-binding transcription factor activit...	20	1	0.66	0.49
