GO.ID	Term	Annotated	Significant	Expected	Fisher
GO:0004518	nuclease activity	37	2	0.4	0.057
GO:0140101	catalytic activity, acting on a tRNA	41	2	0.44	0.069
GO:0030145	manganese ion binding	10	1	0.11	0.103
GO:0016811	hydrolase activity, acting on carbon-nit...	10	1	0.11	0.103
GO:0016884	carbon-nitrogen ligase activity, with gl...	11	1	0.12	0.112
GO:0004527	exonuclease activity	14	1	0.15	0.141
GO:0016788	hydrolase activity, acting on ester bond...	63	2	0.68	0.143
GO:0050661	NADP binding	15	1	0.16	0.150
GO:0140098	catalytic activity, acting on RNA	72	2	0.77	0.178
GO:0016491	oxidoreductase activity	147	3	1.58	0.201
GO:0016765	transferase activity, transferring alkyl...	22	1	0.24	0.213
GO:0004519	endonuclease activity	23	1	0.25	0.222
GO:0016810	hydrolase activity, acting on carbon-nit...	26	1	0.28	0.247
GO:0140110	transcription regulator activity	28	1	0.3	0.263
GO:0016614	oxidoreductase activity, acting on CH-OH...	29	1	0.31	0.271
GO:0016616	oxidoreductase activity, acting on the C...	29	1	0.31	0.271
GO:0016879	ligase activity, forming carbon-nitrogen...	35	1	0.38	0.318
GO:0016779	nucleotidyltransferase activity	37	1	0.4	0.333
GO:0016757	transferase activity, transferring glyco...	38	1	0.41	0.341
GO:0000287	magnesium ion binding	39	1	0.42	0.348
GO:0008233	peptidase activity	44	1	0.47	0.384
GO:0016853	isomerase activity	46	1	0.49	0.397
GO:0003735	structural constituent of ribosome	47	1	0.5	0.404
GO:0140097	catalytic activity, acting on DNA	47	1	0.5	0.404
GO:0005198	structural molecule activity	52	1	0.56	0.437
GO:0046872	metal ion binding	230	3	2.47	0.462
GO:0043169	cation binding	235	3	2.52	0.477
GO:0016787	hydrolase activity	332	4	3.56	0.498
GO:0046914	transition metal ion binding	71	1	0.76	0.546
GO:0003676	nucleic acid binding	259	3	2.78	0.551
GO:1901363	heterocyclic compound binding	539	6	5.78	0.563
GO:0097159	organic cyclic compound binding	539	6	5.78	0.563
GO:0016874	ligase activity	77	1	0.83	0.577
GO:0005515	protein binding	78	1	0.84	0.582
GO:0050662	coenzyme binding	81	1	0.87	0.596
GO:0140096	catalytic activity, acting on a protein	90	1	0.97	0.636
GO:0016740	transferase activity	303	3	3.25	0.672
GO:0003723	RNA binding	108	1	1.16	0.706
GO:0003824	catalytic activity	861	9	9.23	0.709
GO:0016772	transferase activity, transferring phosp...	109	1	1.17	0.710
GO:1901265	nucleoside phosphate binding	327	3	3.51	0.729
GO:0000166	nucleotide binding	327	3	3.51	0.729
GO:0043168	anion binding	333	3	3.57	0.743
GO:0005524	ATP binding	234	2	2.51	0.752
GO:0032559	adenyl ribonucleotide binding	235	2	2.52	0.754
GO:0030554	adenyl nucleotide binding	237	2	2.54	0.759
GO:0048037	cofactor binding	137	1	1.47	0.793
GO:0003677	DNA binding	140	1	1.5	0.801
GO:0035639	purine ribonucleoside triphosphate bindi...	262	2	2.81	0.811
GO:0036094	small molecule binding	371	3	3.98	0.817
GO:0032555	purine ribonucleotide binding	268	2	2.87	0.823
GO:0017076	purine nucleotide binding	270	2	2.9	0.826
GO:0043167	ion binding	487	4	5.22	0.843
GO:0008144	drug binding	280	2	3	0.843
GO:0005488	binding	758	7	8.13	0.844
GO:0032553	ribonucleotide binding	284	2	3.05	0.850
GO:0097367	carbohydrate derivative binding	293	2	3.14	0.864
GO:0003674	molecular_function	1119	12	12	1.000
GO:0000049	tRNA binding	18	0	0.19	1.000
GO:0000155	phosphorelay sensor kinase activity	14	0	0.15	1.000
GO:0001871	pattern binding	23	0	0.25	1.000
GO:0001882	nucleoside binding	55	0	0.59	1.000
GO:0001883	purine nucleoside binding	53	0	0.57	1.000
GO:0003678	DNA helicase activity	13	0	0.14	1.000
GO:0003690	double-stranded DNA binding	14	0	0.15	1.000
GO:0003700	DNA-binding transcription factor activit...	20	0	0.21	1.000
GO:0003899	DNA-directed 5'-3' RNA polymerase activi...	11	0	0.12	1.000
GO:0003924	GTPase activity	22	0	0.24	1.000
GO:0003954	NADH dehydrogenase activity	11	0	0.12	1.000
GO:0004175	endopeptidase activity	17	0	0.18	1.000
GO:0004386	helicase activity	23	0	0.25	1.000
GO:0004553	hydrolase activity, hydrolyzing O-glycos...	40	0	0.43	1.000
GO:0004672	protein kinase activity	25	0	0.27	1.000
GO:0004673	protein histidine kinase activity	15	0	0.16	1.000
GO:0004812	aminoacyl-tRNA ligase activity	24	0	0.26	1.000
GO:0004888	transmembrane signaling receptor activit...	10	0	0.11	1.000
GO:0005215	transporter activity	49	0	0.53	1.000
