GO.ID	Term	Annotated	Significant	Expected	Fisher
GO:0016779	nucleotidyltransferase activity	37	4	1.09	0.021
GO:0016875	ligase activity, forming carbon-oxygen b...	24	3	0.71	0.031
GO:0004812	aminoacyl-tRNA ligase activity	24	3	0.71	0.031
GO:0016772	transferase activity, transferring phosp...	109	7	3.21	0.035
GO:0050661	NADP binding	15	2	0.44	0.070
GO:0140101	catalytic activity, acting on a tRNA	41	3	1.21	0.116
GO:0140096	catalytic activity, acting on a protein	90	5	2.65	0.119
GO:0097367	carbohydrate derivative binding	293	12	8.64	0.127
GO:1901265	nucleoside phosphate binding	327	13	9.64	0.134
GO:0000166	nucleotide binding	327	13	9.64	0.134
GO:0008233	peptidase activity	44	3	1.3	0.136
GO:0016740	transferase activity	303	12	8.94	0.154
GO:0140098	catalytic activity, acting on RNA	72	4	2.12	0.157
GO:0140097	catalytic activity, acting on DNA	47	3	1.39	0.157
GO:0097159	organic cyclic compound binding	539	19	15.9	0.179
GO:1901363	heterocyclic compound binding	539	19	15.9	0.179
GO:0008144	drug binding	280	11	8.26	0.179
GO:0032553	ribonucleotide binding	284	11	8.38	0.192
GO:0016614	oxidoreductase activity, acting on CH-OH...	29	2	0.86	0.209
GO:0016616	oxidoreductase activity, acting on the C...	29	2	0.86	0.209
GO:0070011	peptidase activity, acting on L-amino ac...	31	2	0.91	0.232
GO:0005524	ATP binding	234	9	6.9	0.237
GO:0032559	adenyl ribonucleotide binding	235	9	6.93	0.241
GO:0016746	transferase activity, transferring acyl ...	32	2	0.94	0.243
GO:0032555	purine ribonucleotide binding	268	10	7.9	0.248
GO:0030554	adenyl nucleotide binding	237	9	6.99	0.250
GO:0043168	anion binding	333	12	9.82	0.254
GO:0017076	purine nucleotide binding	270	10	7.96	0.256
GO:0036094	small molecule binding	371	13	10.94	0.275
GO:0003899	DNA-directed 5'-3' RNA polymerase activi...	11	1	0.32	0.282
GO:0034062	5'-3' RNA polymerase activity	11	1	0.32	0.282
GO:0097747	RNA polymerase activity	11	1	0.32	0.282
GO:0016788	hydrolase activity, acting on ester bond...	63	3	1.86	0.283
GO:0016757	transferase activity, transferring glyco...	38	2	1.12	0.310
GO:0016301	kinase activity	67	3	1.98	0.316
GO:0019843	rRNA binding	39	2	1.15	0.321
GO:0003678	DNA helicase activity	13	1	0.38	0.324
GO:0016831	carboxy-lyase activity	13	1	0.38	0.324
GO:0003824	catalytic activity	861	27	25.39	0.332
GO:0004553	hydrolase activity, hydrolyzing O-glycos...	40	2	1.18	0.332
GO:0010181	FMN binding	14	1	0.41	0.344
GO:0004527	exonuclease activity	14	1	0.41	0.344
GO:0016758	transferase activity, transferring hexos...	14	1	0.41	0.344
GO:0008270	zinc ion binding	42	2	1.24	0.354
GO:0035639	purine ribonucleoside triphosphate bindi...	262	9	7.73	0.362
GO:0016763	transferase activity, transferring pento...	15	1	0.44	0.364
GO:0022857	transmembrane transporter activity	43	2	1.27	0.365
GO:0016775	phosphotransferase activity, nitrogenous...	16	1	0.47	0.383
GO:0016787	hydrolase activity	332	11	9.79	0.383
GO:0016798	hydrolase activity, acting on glycosyl b...	45	2	1.33	0.387
GO:0016874	ligase activity	77	3	2.27	0.400
GO:0008483	transaminase activity	17	1	0.5	0.401
GO:0016769	transferase activity, transferring nitro...	17	1	0.5	0.401
GO:0004175	endopeptidase activity	17	1	0.5	0.401
GO:0003735	structural constituent of ribosome	47	2	1.39	0.408
GO:0005215	transporter activity	49	2	1.45	0.429
GO:0050662	coenzyme binding	81	3	2.39	0.432
GO:0051287	NAD binding	20	1	0.59	0.453
GO:0003700	DNA-binding transcription factor activit...	20	1	0.59	0.453
GO:0005198	structural molecule activity	52	2	1.53	0.460
GO:0016830	carbon-carbon lyase activity	22	1	0.65	0.486
GO:0004386	helicase activity	23	1	0.68	0.501
GO:0004672	protein kinase activity	25	1	0.74	0.531
GO:0016829	lyase activity	60	2	1.77	0.538
GO:0042626	ATPase activity, coupled to transmembran...	26	1	0.77	0.545
GO:0043492	ATPase activity, coupled to movement of ...	26	1	0.77	0.545
GO:0016747	transferase activity, transferring acyl ...	27	1	0.8	0.559
GO:0140110	transcription regulator activity	28	1	0.83	0.572
GO:0015405	P-P-bond-hydrolysis-driven transmembrane...	28	1	0.83	0.572
GO:0015399	primary active transmembrane transporter...	28	1	0.83	0.572
GO:0048037	cofactor binding	137	4	4.04	0.590
GO:0022804	active transmembrane transporter activit...	30	1	0.88	0.597
GO:0003677	DNA binding	140	4	4.13	0.609
GO:0046914	transition metal ion binding	71	2	2.09	0.632
GO:0003723	RNA binding	108	3	3.18	0.633
GO:0003676	nucleic acid binding	259	7	7.64	0.673
GO:0004518	nuclease activity	37	1	1.09	0.676
