ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
ctx01212	Fatty acid metabolism	3/33	11/924	0.00563933020670531	0.132060229309149	0.131287947266406	Clo1313_1285/Clo1313_0720/Clo1313_1282	3
ctx00061	Fatty acid biosynthesis	3/33	12/924	0.00733667940606384	0.132060229309149	0.131287947266406	Clo1313_1285/Clo1313_0720/Clo1313_1282	3
ctx00780	Biotin metabolism	2/33	12/924	0.0652874662641626	0.651981317823155	0.648168561578575	Clo1313_1285/Clo1313_0720	2
ctx00340	Histidine metabolism	2/33	13/924	0.0754658241632825	0.651981317823155	0.648168561578575	Clo1313_1619/Clo1313_0427	2
ctx02040	Flagellar assembly	3/33	31/924	0.0944619913938583	0.651981317823155	0.648168561578575	Clo1313_2890/Clo1313_2910/Clo1313_1755	3
ctx03060	Protein export	2/33	16/924	0.108663552970526	0.651981317823155	0.648168561578575	Clo1313_0924/Clo1313_1315	2
ctx03440	Homologous recombination	2/33	22/924	0.183504441270381	0.765510044507399	0.761033377580455	Clo1313_0907/Clo1313_1163	2
ctx00500	Starch and sucrose metabolism	3/33	45/924	0.21368899856575	0.765510044507399	0.761033377580455	Clo1313_2460/Clo1313_0718/Clo1313_0413	3
ctx00550	Peptidoglycan biosynthesis	2/33	26/924	0.236862977456759	0.765510044507399	0.761033377580455	Clo1313_0202/Clo1313_1089	2
ctx02030	Bacterial chemotaxis	3/33	50/924	0.262485302392413	0.765510044507399	0.761033377580455	Clo1313_2194/Clo1313_1828/Clo1313_1341	3
ctx00900	Terpenoid backbone biosynthesis	1/33	10/924	0.306145424143136	0.765510044507399	0.761033377580455	Clo1313_0497	1
ctx03018	RNA degradation	1/33	10/924	0.306145424143136	0.765510044507399	0.761033377580455	Clo1313_2086	1
ctx03070	Bacterial secretion system	1/33	10/924	0.306145424143136	0.765510044507399	0.761033377580455	Clo1313_1315	1
ctx03410	Base excision repair	1/33	10/924	0.306145424143136	0.765510044507399	0.761033377580455	Clo1313_0907	1
ctx01110	Biosynthesis of secondary metabolites	9/33	220/924	0.382620096333701	0.765510044507399	0.761033377580455	Clo1313_1619/Clo1313_0867/Clo1313_2054/Clo1313_0497/Clo1313_1355/Clo1313_0720/Clo1313_1282/Clo1313_0718/Clo1313_0427	9
ctx00730	Thiamine metabolism	1/33	14/924	0.401202139823415	0.765510044507399	0.761033377580455	Clo1313_1662	1
ctx00520	Amino sugar and nucleotide sugar metabolism	2/33	44/924	0.473534203743952	0.765510044507399	0.761033377580455	Clo1313_0202/Clo1313_0718	2
ctx00220	Arginine biosynthesis	1/33	18/924	0.483577668850498	0.765510044507399	0.761033377580455	Clo1313_2054	1
ctx00260	Glycine, serine and threonine metabolism	1/33	19/924	0.502387753759916	0.765510044507399	0.761033377580455	Clo1313_0867	1
ctx00650	Butanoate metabolism	1/33	19/924	0.502387753759916	0.765510044507399	0.761033377580455	Clo1313_1355	1
ctx00020	Citrate cycle (TCA cycle)	1/33	20/924	0.520532730694638	0.765510044507399	0.761033377580455	Clo1313_1355	1
ctx03430	Mismatch repair	1/33	20/924	0.520532730694638	0.765510044507399	0.761033377580455	Clo1313_0907	1
ctx01100	Metabolic pathways	18/33	496/924	0.531910935278775	0.765510044507399	0.761033377580455	Clo1313_2942/Clo1313_1285/Clo1313_1619/Clo1313_0867/Clo1313_1301/Clo1313_1662/Clo1313_2054/Clo1313_0497/Clo1313_1355/Clo1313_0720/Clo1313_0202/Clo1313_2460/Clo1313_1282/Clo1313_0718/Clo1313_0413/Clo1313_0427/Clo1313_1321/Clo1313_1089	18
ctx00190	Oxidative phosphorylation	1/33	21/924	0.538035407560873	0.765510044507399	0.761033377580455	Clo1313_2942	1
ctx00250	Alanine, aspartate and glutamate metabolism	1/33	22/924	0.554917834527087	0.765510044507399	0.761033377580455	Clo1313_2054	1
ctx01230	Biosynthesis of amino acids	4/33	111/924	0.574983537308758	0.765510044507399	0.761033377580455	Clo1313_1619/Clo1313_0867/Clo1313_2054/Clo1313_0427	4
ctx02020	Two-component system	4/33	113/924	0.59006757759436	0.765510044507399	0.761033377580455	Clo1313_2194/Clo1313_2910/Clo1313_1341/Clo1313_0413	4
ctx02010	ABC transporters	2/33	55/924	0.597071331467776	0.765510044507399	0.761033377580455	Clo1313_2552/Clo1313_1828	2
ctx00400	Phenylalanine, tyrosine and tryptophan biosynthesis	1/33	26/924	0.616660869186516	0.765510044507399	0.761033377580455	Clo1313_1619	1
ctx00620	Pyruvate metabolism	1/33	31/924	0.682241722030269	0.805747518747827	0.801035544953981	Clo1313_1355	1
ctx03010	Ribosome	2/33	67/924	0.706808018353119	0.805747518747827	0.801035544953981	Clo1313_0317/Clo1313_0450	2
ctx00010	Glycolysis / Gluconeogenesis	1/33	34/924	0.716220016664736	0.805747518747827	0.801035544953981	Clo1313_1355	1
ctx00230	Purine metabolism	1/33	39/924	0.765173401708906	0.83473462004608	0.829853131039962	Clo1313_1321	1
ctx01200	Carbon metabolism	1/33	63/924	0.906821335331913	0.956905669592598	0.951309730004337	Clo1313_1355	1
ctx01120	Microbial metabolism in diverse environments	2/33	114/924	0.930324956548359	0.956905669592598	0.951309730004337	Clo1313_0867/Clo1313_1355	2
ctx00970	Aminoacyl-tRNA biosynthesis	1/33	86/924	0.962523120589572	0.962523120589572	0.956894330410686	Clo1313_1301	1
