GO.ID	Term	Annotated	Significant	Expected	Fisher
GO:0009130	pyrimidine nucleoside monophosphate bios...	14	4	0.71	0.0041
GO:0072528	pyrimidine-containing compound biosynthe...	27	5	1.38	0.0097
GO:0006221	pyrimidine nucleotide biosynthetic proce...	19	4	0.97	0.0132
GO:0023014	signal transduction by protein phosphory...	11	3	0.56	0.0154
GO:0006220	pyrimidine nucleotide metabolic process	23	4	1.17	0.0259
GO:0000160	phosphorelay signal transduction system	43	5	2.19	0.0624
GO:0035556	intracellular signal transduction	47	5	2.39	0.0852
GO:0044267	cellular protein metabolic process	190	14	9.68	0.0862
GO:0022411	cellular component disassembly	10	2	0.51	0.0882
GO:0032984	protein-containing complex disassembly	10	2	0.51	0.0882
GO:0046049	UMP metabolic process	10	2	0.51	0.0882
GO:0009173	pyrimidine ribonucleoside monophosphate ...	10	2	0.51	0.0882
GO:0019692	deoxyribose phosphate metabolic process	10	2	0.51	0.0882
GO:0009112	nucleobase metabolic process	10	2	0.51	0.0882
GO:0006418	tRNA aminoacylation for protein translat...	24	3	1.22	0.1187
GO:0009220	pyrimidine ribonucleotide biosynthetic p...	12	2	0.61	0.1212
GO:0043603	cellular amide metabolic process	150	11	7.64	0.1279
GO:0043038	amino acid activation	25	3	1.27	0.1302
GO:0043039	tRNA aminoacylation	25	3	1.27	0.1302
GO:0009165	nucleotide biosynthetic process	85	7	4.33	0.1337
GO:0046132	pyrimidine ribonucleoside biosynthetic p...	13	2	0.66	0.1387
GO:0046134	pyrimidine nucleoside biosynthetic proce...	13	2	0.66	0.1387
GO:0006412	translation	119	9	6.06	0.1411
GO:0043043	peptide biosynthetic process	119	9	6.06	0.1411
GO:0006399	tRNA metabolic process	56	5	2.85	0.1504
GO:0043604	amide biosynthetic process	138	10	7.03	0.1524
GO:0031324	negative regulation of cellular metaboli...	27	3	1.38	0.1544
GO:0051172	negative regulation of nitrogen compound...	27	3	1.38	0.1544
GO:0009218	pyrimidine ribonucleotide metabolic proc...	14	2	0.71	0.1568
GO:0006518	peptide metabolic process	122	9	6.21	0.1578
GO:0048523	negative regulation of cellular process	28	3	1.43	0.1670
GO:0046131	pyrimidine ribonucleoside metabolic proc...	15	2	0.76	0.1752
GO:0019538	protein metabolic process	249	16	12.68	0.1759
GO:0010605	negative regulation of macromolecule met...	29	3	1.48	0.1798
GO:0009892	negative regulation of metabolic process	29	3	1.48	0.1798
GO:0006468	protein phosphorylation	29	3	1.48	0.1798
GO:0034660	ncRNA metabolic process	76	6	3.87	0.1837
GO:0048519	negative regulation of biological proces...	30	3	1.53	0.1930
GO:0018202	peptidyl-histidine modification	16	2	0.81	0.1940
GO:0045934	negative regulation of nucleobase-contai...	16	2	0.81	0.1940
GO:0006213	pyrimidine nucleoside metabolic process	16	2	0.81	0.1940
GO:0018106	peptidyl-histidine phosphorylation	16	2	0.81	0.1940
GO:0022402	cell cycle process	17	2	0.87	0.2131
GO:0007165	signal transduction	80	6	4.07	0.2164
GO:0023052	signaling	80	6	4.07	0.2164
GO:0007154	cell communication	98	7	4.99	0.2248
GO:0031668	cellular response to extracellular stimu...	18	2	0.92	0.2323
GO:0071496	cellular response to external stimulus	18	2	0.92	0.2323
GO:0009156	ribonucleoside monophosphate biosyntheti...	50	4	2.55	0.2470
