GO.ID	Term	Annotated	Significant	Expected	Fisher
GO:0006935	chemotaxis	25	8	1.48	4.8e-05
GO:0007165	signal transduction	80	12	4.74	0.0017
GO:0046128	purine ribonucleoside metabolic process	58	8	3.44	0.0175
GO:0042278	purine nucleoside metabolic process	59	8	3.5	0.0193
GO:0042451	purine nucleoside biosynthetic process	13	3	0.77	0.0370
GO:0046129	purine ribonucleoside biosynthetic proce...	13	3	0.77	0.0370
GO:0009073	aromatic amino acid family biosynthetic ...	25	4	1.48	0.0554
GO:0071554	cell wall organization or biogenesis	37	5	2.19	0.0624
GO:0042558	pteridine-containing compound metabolic ...	16	3	0.95	0.0639
GO:0045229	external encapsulating structure organiz...	16	3	0.95	0.0639
GO:0071555	cell wall organization	16	3	0.95	0.0639
GO:0009119	ribonucleoside metabolic process	74	8	4.39	0.0643
GO:0009072	aromatic amino acid family metabolic pro...	27	4	1.6	0.0704
GO:0050896	response to stimulus	188	22	11.14	0.0712
GO:1901136	carbohydrate derivative catabolic proces...	53	6	3.14	0.0872
GO:0009261	ribonucleotide catabolic process	42	5	2.49	0.0970
GO:0009154	purine ribonucleotide catabolic process	42	5	2.49	0.0970
GO:0009203	ribonucleoside triphosphate catabolic pr...	42	5	2.49	0.0970
GO:0009207	purine ribonucleoside triphosphate catab...	42	5	2.49	0.0970
GO:0009146	purine nucleoside triphosphate catabolic...	42	5	2.49	0.0970
GO:0019438	aromatic compound biosynthetic process	256	20	15.17	0.0971
GO:0044248	cellular catabolic process	95	9	5.63	0.1004
GO:0046130	purine ribonucleoside catabolic process	43	5	2.55	0.1050
GO:0006195	purine nucleotide catabolic process	43	5	2.55	0.1050
GO:0009143	nucleoside triphosphate catabolic proces...	43	5	2.55	0.1050
GO:0044036	cell wall macromolecule metabolic proces...	31	4	1.84	0.1058
GO:0042454	ribonucleoside catabolic process	44	5	2.61	0.1132
GO:0006152	purine nucleoside catabolic process	44	5	2.61	0.1132
GO:0051701	interaction with host	10	2	0.59	0.1144
GO:1901575	organic substance catabolic process	126	11	7.47	0.1146
GO:0044282	small molecule catabolic process	57	6	3.38	0.1147
GO:1901657	glycosyl compound metabolic process	84	8	4.98	0.1158
GO:0009116	nucleoside metabolic process	84	8	4.98	0.1158
GO:0072521	purine-containing compound metabolic pro...	112	10	6.64	0.1161
GO:0072523	purine-containing compound catabolic pro...	45	5	2.67	0.1217
GO:0034656	nucleobase-containing small molecule cat...	45	5	2.67	0.1217
GO:1901658	glycosyl compound catabolic process	45	5	2.67	0.1217
GO:0009164	nucleoside catabolic process	45	5	2.67	0.1217
GO:0034404	nucleobase-containing small molecule bio...	85	8	5.04	0.1220
GO:1901362	organic cyclic compound biosynthetic pro...	264	20	15.64	0.1250
GO:0009205	purine ribonucleoside triphosphate metab...	72	7	4.27	0.1266
GO:0009144	purine nucleoside triphosphate metabolic...	72	7	4.27	0.1266
