ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
ctx02040	Flagellar assembly	17/230	31/924	0.000270833838478054	0.0162500303086832	0.013969324300447	Clo1313_0208/Clo1313_0056/Clo1313_2915/Clo1313_2910/Clo1313_2909/Clo1313_2891/Clo1313_2890/Clo1313_1758/Clo1313_1757/Clo1313_1755/Clo1313_1754/Clo1313_1753/Clo1313_1752/Clo1313_1746/Clo1313_1742/Clo1313_1725/Clo1313_2917	17
ctx01230	Biosynthesis of amino acids	42/230	111/924	0.000856497642539777	0.0256949292761933	0.0220886234128679	Clo1313_2556/Clo1313_0652/Clo1313_0709/Clo1313_2095/Clo1313_2092/Clo1313_1967/Clo1313_1938/Clo1313_1931/Clo1313_0102/Clo1313_0101/Clo1313_0100/Clo1313_0075/Clo1313_2882/Clo1313_0421/Clo1313_0423/Clo1313_1155/Clo1313_2469/Clo1313_2468/Clo1313_0708/Clo1313_1499/Clo1313_1491/Clo1313_1467/Clo1313_1435/Clo1313_1551/Clo1313_1540/Clo1313_1357/Clo1313_1348/Clo1313_1346/Clo1313_1345/Clo1313_1344/Clo1313_2326/Clo1313_2325/Clo1313_2303/Clo1313_0997/Clo1313_0873/Clo1313_0857/Clo1313_0836/Clo1313_1295/Clo1313_1254/Clo1313_1849/Clo1313_1046/Clo1313_2555	42
ctx00910	Nitrogen metabolism	7/230	10/924	0.00324278765923772	0.0648557531847545	0.0557531913342626	Clo1313_1847/Clo1313_1357/Clo1313_2339/Clo1313_2332/Clo1313_2331/Clo1313_2303/Clo1313_1849	7
ctx01120	Microbial metabolism in diverse environments	39/230	114/924	0.0110672788352089	0.114468394617517	0.0984026550220762	Clo1313_0415/Clo1313_1185/Clo1313_0709/Clo1313_2095/Clo1313_2092/Clo1313_1938/Clo1313_1931/Clo1313_1847/Clo1313_0124/Clo1313_0119/Clo1313_0118/Clo1313_0113/Clo1313_0075/Clo1313_0020/Clo1313_0380/Clo1313_0390/Clo1313_1186/Clo1313_1160/Clo1313_1155/Clo1313_0708/Clo1313_1614/Clo1313_1540/Clo1313_1357/Clo1313_1355/Clo1313_2339/Clo1313_2332/Clo1313_2331/Clo1313_2326/Clo1313_2303/Clo1313_0997/Clo1313_0993/Clo1313_1717/Clo1313_0873/Clo1313_0120/Clo1313_1254/Clo1313_1849/Clo1313_1798/Clo1313_1878/Clo1313_1831	39
ctx02030	Bacterial chemotaxis	20/230	50/924	0.011155471848824	0.114468394617517	0.0984026550220762	Clo1313_0707/Clo1313_2066/Clo1313_1828/Clo1313_0056/Clo1313_0409/Clo1313_1341/Clo1313_1754/Clo1313_1742/Clo1313_1729/Clo1313_0868/Clo1313_2958/Clo1313_1416/Clo1313_1412/Clo1313_1411/Clo1313_1410/Clo1313_0407/Clo1313_2196/Clo1313_1929/Clo1313_2195/Clo1313_2193	20
ctx01110	Biosynthesis of secondary metabolites	68/230	220/924	0.0123132889948201	0.114468394617517	0.0984026550220762	Clo1313_0415/Clo1313_2556/Clo1313_0652/Clo1313_0709/Clo1313_0720/Clo1313_2127/Clo1313_2095/Clo1313_2092/Clo1313_1967/Clo1313_1938/Clo1313_1931/Clo1313_1867/Clo1313_1832/Clo1313_0119/Clo1313_0113/Clo1313_0102/Clo1313_0101/Clo1313_0100/Clo1313_0075/Clo1313_0020/Clo1313_2882/Clo1313_2633/Clo1313_0421/Clo1313_0423/Clo1313_0492/Clo1313_1160/Clo1313_1155/Clo1313_2469/Clo1313_2468/Clo1313_0718/Clo1313_0708/Clo1313_1499/Clo1313_1491/Clo1313_1467/Clo1313_1435/Clo1313_1551/Clo1313_1540/Clo1313_1355/Clo1313_1348/Clo1313_1346/Clo1313_1345/Clo1313_1344/Clo1313_2326/Clo1313_2325/Clo1313_1009/Clo1313_0997/Clo1313_0993/Clo1313_0974/Clo1313_1683/Clo1313_0873/Clo1313_0857/Clo1313_0836/Clo1313_0120/Clo1313_0466/Clo1313_1295/Clo1313_1283/Clo1313_1282/Clo1313_1280/Clo1313_1254/Clo1313_1849/Clo1313_1390/Clo1313_1046/Clo1313_2555/Clo1313_1798/Clo1313_1878/Clo1313_1068/Clo1313_1542/Clo1313_1831	68
ctx00052	Galactose metabolism	7/230	12/924	0.0133546460387103	0.114468394617517	0.0984026550220762	Clo1313_0144/Clo1313_2905/Clo1313_2893/Clo1313_2627/Clo1313_0997/Clo1313_0993/Clo1313_1831	7
ctx01100	Metabolic pathways	138/230	496/924	0.0159036307414154	0.119277230560616	0.102536566622284	Clo1313_0415/Clo1313_0943/Clo1313_1185/Clo1313_2556/Clo1313_0652/Clo1313_0658/Clo1313_0677/Clo1313_0702/Clo1313_0709/Clo1313_0720/Clo1313_2179/Clo1313_2127/Clo1313_2095/Clo1313_2092/Clo1313_1967/Clo1313_1938/Clo1313_1931/Clo1313_1867/Clo1313_1848/Clo1313_1847/Clo1313_1833/Clo1313_1832/Clo1313_1816/Clo1313_0202/Clo1313_0186/Clo1313_0148/Clo1313_0144/Clo1313_0133/Clo1313_0124/Clo1313_0119/Clo1313_0118/Clo1313_0113/Clo1313_0102/Clo1313_0101/Clo1313_0100/Clo1313_0098/Clo1313_0075/Clo1313_0020/Clo1313_3022/Clo1313_2989/Clo1313_2937/Clo1313_2905/Clo1313_2894/Clo1313_2893/Clo1313_2882/Clo1313_2876/Clo1313_2560/Clo1313_2608/Clo1313_2627/Clo1313_2633/Clo1313_0380/Clo1313_0421/Clo1313_0423/Clo1313_0492/Clo1313_0400/Clo1313_0390/Clo1313_1211/Clo1313_1186/Clo1313_1160/Clo1313_1155/Clo1313_2469/Clo1313_2468/Clo1313_0718/Clo1313_0708/Clo1313_0700/Clo1313_1523/Clo1313_1499/Clo1313_1491/Clo1313_1467/Clo1313_1435/Clo1313_1614/Clo1313_1606/Clo1313_1580/Clo1313_1551/Clo1313_1546/Clo1313_1540/Clo1313_2754/Clo1313_0892/Clo1313_1357/Clo1313_1355/Clo1313_1348/Clo1313_1346/Clo1313_1345/Clo1313_1344/Clo1313_2339/Clo1313_2335/Clo1313_2332/Clo1313_2331/Clo1313_2326/Clo1313_2325/Clo1313_2305/Clo1313_2304/Clo1313_2303/Clo1313_1009/Clo1313_0997/Clo1313_0993/Clo1313_0974/Clo1313_1683/Clo1313_2239/Clo1313_1781/Clo1313_1780/Clo1313_1717/Clo1313_0873/Clo1313_0857/Clo1313_0836/Clo1313_0120/Clo1313_2609/Clo1313_2939/Clo1313_2935/Clo1313_0466/Clo1313_1295/Clo1313_1283/Clo1313_1282/Clo1313_1281/Clo1313_1280/Clo1313_1254/Clo1313_1251/Clo1313_1849/Clo1313_1809/Clo1313_1396/Clo1313_1390/Clo1313_1057/Clo1313_1046/Clo1313_2555/Clo1313_1808/Clo1313_1798/Clo1313_1793/Clo1313_1792/Clo1313_1878/Clo1313_1024/Clo1313_1098/Clo1313_1089/Clo1313_1082/Clo1313_1068/Clo1313_1628/Clo1313_1571/Clo1313_1542/Clo1313_1831	138
ctx01210	2-Oxocarboxylic acid metabolism	11/230	24/924	0.0192772557687103	0.128515038458069	0.110477840077989	Clo1313_2556/Clo1313_0709/Clo1313_0102/Clo1313_0101/Clo1313_0100/Clo1313_2882/Clo1313_0708/Clo1313_1467/Clo1313_0873/Clo1313_0857/Clo1313_2555	11
ctx01212	Fatty acid metabolism	6/230	11/924	0.0327764244492835	0.196658546695701	0.169057347159462	Clo1313_0677/Clo1313_0720/Clo1313_1283/Clo1313_1282/Clo1313_1281/Clo1313_1024	6
ctx00400	Phenylalanine, tyrosine and tryptophan biosynthesis	11/230	26/924	0.0367550690660462	0.200482194905706	0.172344342989116	Clo1313_2469/Clo1313_2468/Clo1313_1491/Clo1313_1467/Clo1313_1435/Clo1313_1348/Clo1313_1346/Clo1313_1345/Clo1313_1344/Clo1313_0836/Clo1313_1046	11
ctx00061	Fatty acid biosynthesis	6/230	12/924	0.0521982028598565	0.249020561345006	0.214070307121145	Clo1313_0677/Clo1313_0720/Clo1313_1283/Clo1313_1282/Clo1313_1281/Clo1313_1024	6
ctx00920	Sulfur metabolism	7/230	15/924	0.0539544549580846	0.249020561345006	0.214070307121145	Clo1313_0124/Clo1313_0119/Clo1313_0118/Clo1313_0114/Clo1313_2338/Clo1313_2326/Clo1313_0120	7
ctx00620	Pyruvate metabolism	12/230	31/924	0.0593716205523241	0.254449802367103	0.218737549403299	Clo1313_0415/Clo1313_1185/Clo1313_0102/Clo1313_0020/Clo1313_1186/Clo1313_1160/Clo1313_1523/Clo1313_1355/Clo1313_1717/Clo1313_0857/Clo1313_1798/Clo1313_1878	12
ctx03018	RNA degradation	5/230	10/924	0.0757632939980186	0.300015785340164	0.257908306695931	Clo1313_2832/Clo1313_1122/Clo1313_0933/Clo1313_0997/Clo1313_1803	5
ctx00270	Cysteine and methionine metabolism	11/230	29/924	0.0800042094240438	0.300015785340164	0.257908306695931	Clo1313_1938/Clo1313_1931/Clo1313_1160/Clo1313_1467/Clo1313_1606/Clo1313_2335/Clo1313_2326/Clo1313_2325/Clo1313_0873/Clo1313_1057/Clo1313_1878	11
ctx00520	Amino sugar and nucleotide sugar metabolism	15/230	44/924	0.104785438917603	0.369830960885659	0.317924861112233	Clo1313_1832/Clo1313_0202/Clo1313_0148/Clo1313_0144/Clo1313_0133/Clo1313_2989/Clo1313_2905/Clo1313_2894/Clo1313_2893/Clo1313_2633/Clo1313_0718/Clo1313_0892/Clo1313_0993/Clo1313_1098/Clo1313_1831	15
ctx00290	Valine, leucine and isoleucine biosynthesis	5/230	11/924	0.111585685288631	0.371952284295438	0.319748454920639	Clo1313_0102/Clo1313_0101/Clo1313_0100/Clo1313_2882/Clo1313_0857	5
ctx00300	Lysine biosynthesis	6/230	15/924	0.144187535517685	0.455329059529532	0.391423226613106	Clo1313_0652/Clo1313_1938/Clo1313_1540/Clo1313_0873/Clo1313_1295/Clo1313_1254	6
ctx00260	Glycine, serine and threonine metabolism	7/230	19/924	0.169682865127479	0.509048595382437	0.437603178486657	Clo1313_2092/Clo1313_1938/Clo1313_1931/Clo1313_1155/Clo1313_0873/Clo1313_0836/Clo1313_1046	7
ctx00640	Propanoate metabolism	6/230	16/924	0.184985991084238	0.528531403097822	0.454351557049004	Clo1313_1185/Clo1313_0020/Clo1313_1186/Clo1313_1160/Clo1313_1717/Clo1313_1878	6
ctx00010	Glycolysis / Gluconeogenesis	11/230	34/924	0.202292540253411	0.551706927963849	0.474274376670677	Clo1313_0415/Clo1313_2095/Clo1313_2092/Clo1313_0020/Clo1313_1160/Clo1313_1355/Clo1313_0997/Clo1313_0993/Clo1313_1798/Clo1313_1878/Clo1313_1831	11
ctx02020	Two-component system	32/230	113/924	0.215125113374135	0.561195947932525	0.482431604363048	Clo1313_0707/Clo1313_2066/Clo1313_1969/Clo1313_1816/Clo1313_0056/Clo1313_2912/Clo1313_2910/Clo1313_2909/Clo1313_0409/Clo1313_0400/Clo1313_2852/Clo1313_1357/Clo1313_1341/Clo1313_2303/Clo1313_1700/Clo1313_1729/Clo1313_1725/Clo1313_0868/Clo1313_2958/Clo1313_1809/Clo1313_1416/Clo1313_1412/Clo1313_1411/Clo1313_1410/Clo1313_1396/Clo1313_0407/Clo1313_2196/Clo1313_1808/Clo1313_0805/Clo1313_1929/Clo1313_2195/Clo1313_2193	32
ctx00630	Glyoxylate and dicarboxylate metabolism	5/230	14/924	0.254071375843599	0.635178439608997	0.546030588435804	Clo1313_0709/Clo1313_1155/Clo1313_1357/Clo1313_2303/Clo1313_1068	5
ctx00220	Arginine biosynthesis	6/230	18/924	0.277378920733031	0.665709409759275	0.572276510143939	Clo1313_2556/Clo1313_1847/Clo1313_1467/Clo1313_1357/Clo1313_2303/Clo1313_2555	6
ctx00250	Alanine, aspartate and glutamate metabolism	7/230	22/924	0.294770398543286	0.680239381253736	0.584767187393563	Clo1313_1847/Clo1313_2560/Clo1313_1467/Clo1313_1357/Clo1313_2303/Clo1313_1009/Clo1313_1849	7
ctx00550	Peptidoglycan biosynthesis	8/230	26/924	0.308358344699114	0.685240765998032	0.589066623401817	Clo1313_0202/Clo1313_2989/Clo1313_2978/Clo1313_1781/Clo1313_1780/Clo1313_2609/Clo1313_1089/Clo1313_2140	8
ctx00230	Purine metabolism	11/230	39/924	0.372279235105552	0.797741218083325	0.685777538352332	Clo1313_2179/Clo1313_0119/Clo1313_0098/Clo1313_1580/Clo1313_1546/Clo1313_1009/Clo1313_0993/Clo1313_1683/Clo1313_0120/Clo1313_0466/Clo1313_1542	11
ctx02010	ABC transporters	15/230	55/924	0.388896316586568	0.804613068799795	0.691684918792806	Clo1313_1830/Clo1313_1828/Clo1313_1826/Clo1313_0114/Clo1313_2943/Clo1313_2551/Clo1313_0510/Clo1313_2476/Clo1313_2474/Clo1313_2354/Clo1313_2338/Clo1313_2323/Clo1313_2322/Clo1313_2321/Clo1313_1689	15
ctx00500	Starch and sucrose metabolism	12/230	45/924	0.447459672519825	0.894919345039649	0.769316629946365	Clo1313_1867/Clo1313_1832/Clo1313_1816/Clo1313_0148/Clo1313_0400/Clo1313_0718/Clo1313_0993/Clo1313_0974/Clo1313_1809/Clo1313_1396/Clo1313_1808/Clo1313_1831	12
ctx00330	Arginine and proline metabolism	3/230	10/924	0.471547280535971	0.901500813682254	0.774974383691762	Clo1313_1967/Clo1313_1467/Clo1313_1551	3
ctx00680	Methane metabolism	8/230	30/924	0.480800433963869	0.901500813682254	0.774974383691762	Clo1313_1185/Clo1313_2092/Clo1313_1931/Clo1313_0020/Clo1313_0390/Clo1313_1186/Clo1313_1155/Clo1313_0997	8
ctx00650	Butanoate metabolism	5/230	19/924	0.53125757840889	0.945467196117719	0.812770045785408	Clo1313_0100/Clo1313_0020/Clo1313_1355/Clo1313_1717/Clo1313_1798	5
ctx00030	Pentose phosphate pathway	4/230	15/924	0.535764744466708	0.945467196117719	0.812770045785408	Clo1313_0075/Clo1313_1546/Clo1313_0997/Clo1313_0993	4
ctx00020	Citrate cycle (TCA cycle)	5/230	20/924	0.582394777076802	0.947865464560392	0.814831715148407	Clo1313_0415/Clo1313_0709/Clo1313_0020/Clo1313_0708/Clo1313_1355	5
ctx00051	Fructose and mannose metabolism	4/230	16/924	0.59255654472277	0.947865464560392	0.814831715148407	Clo1313_1833/Clo1313_1832/Clo1313_2633/Clo1313_0997	4
ctx00670	One carbon pool by folate	3/230	12/924	0.607217416421647	0.947865464560392	0.814831715148407	Clo1313_1669/Clo1313_2897/Clo1313_1155	3
ctx00240	Pyrimidine metabolism	7/230	29/924	0.610553819113268	0.947865464560392	0.814831715148407	Clo1313_2179/Clo1313_0186/Clo1313_3022/Clo1313_2560/Clo1313_1211/Clo1313_1580/Clo1313_2239	7
ctx00190	Oxidative phosphorylation	5/230	21/924	0.630406610450021	0.947865464560392	0.814831715148407	Clo1313_2937/Clo1313_2939/Clo1313_2935/Clo1313_1793/Clo1313_1792	5
ctx01200	Carbon metabolism	15/230	63/924	0.631910309706928	0.947865464560392	0.814831715148407	Clo1313_1185/Clo1313_0709/Clo1313_2095/Clo1313_2092/Clo1313_1931/Clo1313_0075/Clo1313_0020/Clo1313_0390/Clo1313_1186/Clo1313_1155/Clo1313_0708/Clo1313_1355/Clo1313_2326/Clo1313_0997/Clo1313_1831	15
ctx00340	Histidine metabolism	3/230	13/924	0.665755589516404	0.97427647246303	0.837535914924359	Clo1313_0421/Clo1313_0423/Clo1313_1499	3
ctx00730	Thiamine metabolism	3/230	14/924	0.717698652599787	0.982723181157983	0.844797120644582	Clo1313_0466/Clo1313_1628/Clo1313_1571	3
ctx00633	Nitrotoluene degradation	2/230	10/924	0.755058349931033	0.982723181157983	0.844797120644582	Clo1313_0020/Clo1313_0390	2
ctx00790	Folate biosynthesis	2/230	10/924	0.755058349931033	0.982723181157983	0.844797120644582	Clo1313_0658/Clo1313_2876	2
ctx00900	Terpenoid backbone biosynthesis	2/230	10/924	0.755058349931033	0.982723181157983	0.844797120644582	Clo1313_0492/Clo1313_1390	2
ctx03410	Base excision repair	2/230	10/924	0.755058349931033	0.982723181157983	0.844797120644582	Clo1313_0659/Clo1313_0975	2
