GO.ID	Term	Annotated	Significant	Expected	Fisher
GO:0071554	cell wall organization or biogenesis	37	3	0.65	0.025
GO:0015980	energy derivation by oxidation of organi...	15	2	0.26	0.027
GO:0071555	cell wall organization	16	2	0.28	0.030
GO:0045229	external encapsulating structure organiz...	16	2	0.28	0.030
GO:0000902	cell morphogenesis	19	2	0.33	0.042
GO:0032989	cellular component morphogenesis	19	2	0.33	0.042
GO:0071840	cellular component organization or bioge...	155	6	2.73	0.043
GO:0016043	cellular component organization	124	5	2.18	0.057
GO:0048869	cellular developmental process	24	2	0.42	0.064
GO:0009653	anatomical structure morphogenesis	24	2	0.42	0.064
GO:0048856	anatomical structure development	25	2	0.44	0.069
GO:0032502	developmental process	29	2	0.51	0.090
GO:0044036	cell wall macromolecule metabolic proces...	31	2	0.55	0.101
GO:0007049	cell cycle	35	2	0.62	0.124
GO:0044085	cellular component biogenesis	112	4	1.97	0.125
GO:0051128	regulation of cellular component organiz...	36	2	0.63	0.130
GO:0051301	cell division	38	2	0.67	0.142
GO:0009141	nucleoside triphosphate metabolic proces...	77	3	1.35	0.148
GO:0019692	deoxyribose phosphate metabolic process	10	1	0.18	0.163
GO:0031167	rRNA methylation	11	1	0.19	0.178
GO:0009266	response to temperature stimulus	11	1	0.19	0.178
GO:0015672	monovalent inorganic cation transport	12	1	0.21	0.193
GO:0040011	locomotion	47	2	0.83	0.199
GO:0009123	nucleoside monophosphate metabolic proce...	92	3	1.62	0.216
GO:0006091	generation of precursor metabolites and ...	50	2	0.88	0.218
GO:0000154	rRNA modification	14	1	0.25	0.221
GO:0009130	pyrimidine nucleoside monophosphate bios...	14	1	0.25	0.221
GO:0000910	cytokinesis	15	1	0.26	0.235
GO:0030001	metal ion transport	15	1	0.26	0.235
GO:0009129	pyrimidine nucleoside monophosphate meta...	15	1	0.26	0.235
GO:0051260	protein homooligomerization	15	1	0.26	0.235
GO:0022604	regulation of cell morphogenesis	16	1	0.28	0.249
GO:0018106	peptidyl-histidine phosphorylation	16	1	0.28	0.249
GO:0008360	regulation of cell shape	16	1	0.28	0.249
GO:0018202	peptidyl-histidine modification	16	1	0.28	0.249
GO:0044087	regulation of cellular component biogene...	16	1	0.28	0.249
GO:0046034	ATP metabolic process	55	2	0.97	0.252
GO:0006023	aminoglycan biosynthetic process	17	1	0.3	0.262
GO:0006024	glycosaminoglycan biosynthetic process	17	1	0.3	0.262
GO:0071973	bacterial-type flagellum-dependent cell ...	17	1	0.3	0.262
GO:0009252	peptidoglycan biosynthetic process	17	1	0.3	0.262
GO:0022402	cell cycle process	17	1	0.3	0.262
GO:0051259	protein complex oligomerization	18	1	0.32	0.275
GO:0032259	methylation	60	2	1.06	0.285
GO:0000270	peptidoglycan metabolic process	19	1	0.33	0.288
GO:0022603	regulation of anatomical structure morph...	19	1	0.33	0.288
GO:0001510	RNA methylation	19	1	0.33	0.288
GO:0097588	archaeal or bacterial-type flagellum-dep...	19	1	0.33	0.288
GO:0006221	pyrimidine nucleotide biosynthetic proce...	19	1	0.33	0.288
GO:0030203	glycosaminoglycan metabolic process	19	1	0.33	0.288
GO:0006022	aminoglycan metabolic process	20	1	0.35	0.301
GO:0070589	cellular component macromolecule biosynt...	20	1	0.35	0.301
GO:0044038	cell wall macromolecule biosynthetic pro...	20	1	0.35	0.301
GO:0050793	regulation of developmental process	20	1	0.35	0.301
GO:0055114	oxidation-reduction process	160	4	2.81	0.307
GO:0022900	electron transport chain	21	1	0.37	0.314
GO:0009273	peptidoglycan-based cell wall biogenesis	21	1	0.37	0.314
GO:0001539	cilium or flagellum-dependent cell motil...	22	1	0.39	0.326
GO:0042546	cell wall biogenesis	22	1	0.39	0.326
GO:0006400	tRNA modification	22	1	0.39	0.326
GO:0009628	response to abiotic stimulus	23	1	0.4	0.338
GO:0006220	pyrimidine nucleotide metabolic process	23	1	0.4	0.338
