GO.ID	Term	Annotated	Significant	Expected	Fisher
GO:0003677	DNA binding	134	10	5.91	0.061
GO:0016462	pyrophosphatase activity	135	10	5.95	0.064
GO:0016817	hydrolase activity, acting on acid anhyd...	136	10	5.99	0.066
GO:0016818	hydrolase activity, acting on acid anhyd...	136	10	5.99	0.066
GO:0016903	oxidoreductase activity, acting on the a...	10	2	0.44	0.068
GO:0003824	catalytic activity	913	45	40.23	0.069
GO:0016787	hydrolase activity	355	21	15.64	0.069
GO:0016879	ligase activity, forming carbon-nitrogen...	39	4	1.72	0.088
GO:0004519	endonuclease activity	25	3	1.1	0.094
GO:0017111	nucleoside-triphosphatase activity	128	9	5.64	0.101
GO:0016884	carbon-nitrogen ligase activity, with gl...	14	2	0.62	0.124
GO:0042578	phosphoric ester hydrolase activity	14	2	0.62	0.124
GO:0016829	lyase activity	61	5	2.69	0.126
GO:0005524	ATP binding	244	14	10.75	0.167
GO:0032559	adenyl ribonucleotide binding	245	14	10.8	0.171
GO:0030554	adenyl nucleotide binding	247	14	10.88	0.179
GO:0043167	ion binding	507	26	22.34	0.183
GO:0016788	hydrolase activity, acting on ester bond...	70	5	3.08	0.190
GO:0016887	ATPase activity	89	6	3.92	0.192
GO:0035639	purine ribonucleoside triphosphate bindi...	272	15	11.99	0.196
GO:0032555	purine ribonucleotide binding	280	15	12.34	0.232
GO:0017076	purine nucleotide binding	282	15	12.43	0.241
GO:0046872	metal ion binding	241	13	10.62	0.249
GO:0003700	DNA-binding transcription factor activit...	22	2	0.97	0.252
GO:0016835	carbon-oxygen lyase activity	22	2	0.97	0.252
GO:0046914	transition metal ion binding	78	5	3.44	0.256
GO:0004518	nuclease activity	40	3	1.76	0.257
GO:0016757	transferase activity, transferring glyco...	41	3	1.81	0.269
GO:0000287	magnesium ion binding	41	3	1.81	0.269
GO:0003924	GTPase activity	23	2	1.01	0.269
GO:0004386	helicase activity	23	2	1.01	0.269
GO:0043169	cation binding	246	13	10.84	0.274
GO:0032553	ribonucleotide binding	295	15	13	0.305
GO:0008270	zinc ion binding	47	3	2.07	0.343
GO:0140097	catalytic activity, acting on DNA	48	3	2.12	0.356
GO:0097367	carbohydrate derivative binding	306	15	13.48	0.363
GO:0016881	acid-amino acid ligase activity	10	1	0.44	0.364
GO:0030145	manganese ion binding	10	1	0.44	0.364
GO:0008238	exopeptidase activity	10	1	0.44	0.364
GO:0016791	phosphatase activity	10	1	0.44	0.364
GO:0004222	metalloendopeptidase activity	10	1	0.44	0.364
GO:0016747	transferase activity, transferring acyl ...	29	2	1.28	0.369
GO:0140110	transcription regulator activity	29	2	1.28	0.369
GO:0015405	P-P-bond-hydrolysis-driven transmembrane...	30	2	1.32	0.385
GO:0015399	primary active transmembrane transporter...	30	2	1.32	0.385
GO:0008144	drug binding	293	14	12.91	0.414
GO:0022804	active transmembrane transporter activit...	32	2	1.41	0.417
GO:1901265	nucleoside phosphate binding	338	16	14.89	0.417
GO:0000166	nucleotide binding	338	16	14.89	0.417
GO:0043565	sequence-specific DNA binding	12	1	0.53	0.419
GO:0004888	transmembrane signaling receptor activit...	12	1	0.53	0.419
GO:0038023	signaling receptor activity	12	1	0.53	0.419
GO:1901363	heterocyclic compound binding	545	25	24.02	0.444
GO:0097159	organic cyclic compound binding	545	25	24.02	0.444
GO:0003678	DNA helicase activity	13	1	0.57	0.445
GO:0034062	5'-3' RNA polymerase activity	13	1	0.57	0.445
GO:0097747	RNA polymerase activity	13	1	0.57	0.445
GO:0008237	metallopeptidase activity	13	1	0.57	0.445
GO:0016811	hydrolase activity, acting on carbon-nit...	13	1	0.57	0.445
GO:0003899	DNA-directed 5'-3' RNA polymerase activi...	13	1	0.57	0.445
GO:0016746	transferase activity, transferring acyl ...	34	2	1.5	0.448
GO:0005525	GTP binding	34	2	1.5	0.448
GO:0003676	nucleic acid binding	258	12	11.37	0.470
