GO.ID	Term	Annotated	Significant	Expected	Fisher
GO:0019843	rRNA binding	40	4	0.68	0.0037
GO:0003735	structural constituent of ribosome	49	4	0.83	0.0078
GO:0030248	cellulose binding	20	2	0.34	0.0432
GO:0001871	pattern binding	22	2	0.37	0.0515
GO:0030247	polysaccharide binding	22	2	0.37	0.0515
GO:0060089	molecular transducer activity	23	2	0.39	0.0558
GO:0046872	metal ion binding	241	7	4.08	0.0932
GO:0043169	cation binding	246	7	4.17	0.1020
GO:0016301	kinase activity	72	3	1.22	0.1178
GO:0004553	hydrolase activity, hydrolyzing O-glycos...	39	2	0.66	0.1393
GO:0030246	carbohydrate binding	39	2	0.66	0.1393
GO:0008238	exopeptidase activity	10	1	0.17	0.1577
GO:0005515	protein binding	83	3	1.41	0.1613
GO:0016798	hydrolase activity, acting on glycosyl b...	46	2	0.78	0.1815
GO:0043565	sequence-specific DNA binding	12	1	0.2	0.1863
GO:0004888	transmembrane signaling receptor activit...	12	1	0.2	0.1863
GO:0005509	calcium ion binding	12	1	0.2	0.1863
GO:0038023	signaling receptor activity	12	1	0.2	0.1863
GO:0043021	ribonucleoprotein complex binding	13	1	0.22	0.2002
GO:0003690	double-stranded DNA binding	13	1	0.22	0.2002
GO:0008236	serine-type peptidase activity	15	1	0.25	0.2274
GO:0044877	protein-containing complex binding	15	1	0.25	0.2274
GO:0016758	transferase activity, transferring hexos...	15	1	0.25	0.2274
GO:0017171	serine hydrolase activity	15	1	0.25	0.2274
GO:0042802	identical protein binding	16	1	0.27	0.2406
GO:0000049	tRNA binding	18	1	0.31	0.2665
GO:0016772	transferase activity, transferring phosp...	118	3	2	0.3228
GO:0016830	carbon-carbon lyase activity	25	1	0.42	0.3507
GO:0004672	protein kinase activity	26	1	0.44	0.3619
GO:0016810	hydrolase activity, acting on carbon-nit...	30	1	0.51	0.4051
GO:0005525	GTP binding	34	1	0.58	0.4454
GO:0005488	binding	780	15	13.22	0.4866
GO:0070011	peptidase activity, acting on L-amino ac...	39	1	0.66	0.4922
GO:0004518	nuclease activity	40	1	0.68	0.5011
GO:0016757	transferase activity, transferring glyco...	41	1	0.69	0.5099
GO:0000287	magnesium ion binding	41	1	0.69	0.5099
GO:0140096	catalytic activity, acting on a protein	103	2	1.75	0.5330
GO:0016773	phosphotransferase activity, alcohol gro...	44	1	0.75	0.5353
GO:0019001	guanyl nucleotide binding	45	1	0.76	0.5435
GO:0032561	guanyl ribonucleotide binding	45	1	0.76	0.5435
GO:0016853	isomerase activity	45	1	0.76	0.5435
GO:0008270	zinc ion binding	47	1	0.8	0.5594
GO:0140097	catalytic activity, acting on DNA	48	1	0.81	0.5672
GO:0008233	peptidase activity	51	1	0.86	0.5898
GO:0005215	transporter activity	52	1	0.88	0.5970
GO:0032550	purine ribonucleoside binding	54	1	0.92	0.6112
GO:0001883	purine nucleoside binding	54	1	0.92	0.6112
GO:0001882	nucleoside binding	57	1	0.97	0.6316
GO:0032549	ribonucleoside binding	57	1	0.97	0.6316
GO:0008168	methyltransferase activity	60	1	1.02	0.6509
GO:0016829	lyase activity	61	1	1.03	0.6571
GO:0003677	DNA binding	134	2	2.27	0.6828
GO:0043167	ion binding	507	8	8.59	0.6873
GO:0016741	transferase activity, transferring one-c...	68	1	1.15	0.6979
GO:0016740	transferase activity	331	5	5.61	0.7018
GO:0016788	hydrolase activity, acting on ester bond...	70	1	1.19	0.7087
GO:0046914	transition metal ion binding	78	1	1.32	0.7482
GO:0016787	hydrolase activity	355	5	6.02	0.7672
GO:0005524	ATP binding	244	3	4.14	0.8164
GO:0032559	adenyl ribonucleotide binding	245	3	4.15	0.8188
GO:0030554	adenyl nucleotide binding	247	3	4.19	0.8235
GO:0003676	nucleic acid binding	258	6	4.37	0.8416
GO:0035639	purine ribonucleoside triphosphate bindi...	272	3	4.61	0.8748
GO:0032555	purine ribonucleotide binding	280	3	4.75	0.8884
GO:0017076	purine nucleotide binding	282	3	4.78	0.8916
GO:1901363	heterocyclic compound binding	545	9	9.24	0.9072
GO:0097159	organic cyclic compound binding	545	9	9.24	0.9072
GO:0008144	drug binding	293	3	4.97	0.9079
GO:0032553	ribonucleotide binding	295	3	5	0.9106
GO:0097367	carbohydrate derivative binding	306	3	5.19	0.9245
GO:1901265	nucleoside phosphate binding	338	3	5.73	0.9549
GO:0000166	nucleotide binding	338	3	5.73	0.9549
GO:0043168	anion binding	345	3	5.85	0.9599
GO:0036094	small molecule binding	382	3	6.47	0.9791
GO:0003824	catalytic activity	913	11	15.47	0.9938
GO:0005198	structural molecule activity	56	4	0.95	1.0000
GO:0003723	RNA binding	110	4	1.86	1.0000
GO:0003674	molecular_function	1180	20	20	1.0000
GO:0000155	phosphorelay sensor kinase activity	14	0	0.24	1.0000
GO:0003678	DNA helicase activity	13	0	0.22	1.0000
GO:0003700	DNA-binding transcription factor activit...	22	0	0.37	1.0000
GO:0003899	DNA-directed 5'-3' RNA polymerase activi...	13	0	0.22	1.0000
GO:0003924	GTPase activity	23	0	0.39	1.0000
GO:0003954	NADH dehydrogenase activity	10	0	0.17	1.0000
GO:0004175	endopeptidase activity	21	0	0.36	1.0000
GO:0004222	metalloendopeptidase activity	10	0	0.17	1.0000
GO:0004386	helicase activity	23	0	0.39	1.0000
GO:0004519	endonuclease activity	25	0	0.42	1.0000
GO:0004527	exonuclease activity	15	0	0.25	1.0000
GO:0004536	deoxyribonuclease activity	10	0	0.17	1.0000
GO:0004673	protein histidine kinase activity	16	0	0.27	1.0000
GO:0004812	aminoacyl-tRNA ligase activity	26	0	0.44	1.0000
GO:0005506	iron ion binding	15	0	0.25	1.0000
GO:0008080	N-acetyltransferase activity	14	0	0.24	1.0000
GO:0008094	DNA-dependent ATPase activity	18	0	0.31	1.0000
GO:0008135	translation factor activity, RNA binding	19	0	0.32	1.0000
GO:0008173	RNA methyltransferase activity	15	0	0.25	1.0000
GO:0008237	metallopeptidase activity	13	0	0.22	1.0000
GO:0008324	cation transmembrane transporter activit...	24	0	0.41	1.0000
GO:0008483	transaminase activity	18	0	0.31	1.0000
