GO.ID	Term	Annotated	Significant	Expected	Fisher
GO:0044087	regulation of cellular component biogene...	16	3	0.39	0.0056
GO:0043604	amide biosynthetic process	138	8	3.32	0.0121
GO:0006412	translation	119	7	2.86	0.0182
GO:0043043	peptide biosynthetic process	119	7	2.86	0.0182
GO:0043603	cellular amide metabolic process	150	8	3.61	0.0197
GO:0006518	peptide metabolic process	122	7	2.94	0.0207
GO:0044267	cellular protein metabolic process	190	9	4.57	0.0269
GO:0044260	cellular macromolecule metabolic process	390	14	9.39	0.0469
GO:0000910	cytokinesis	15	2	0.36	0.0483
GO:0019538	protein metabolic process	249	10	5.99	0.0546
GO:0022402	cell cycle process	17	2	0.41	0.0607
GO:0034645	cellular macromolecule biosynthetic proc...	239	9	5.75	0.0983
GO:0010467	gene expression	242	9	5.83	0.1048
GO:1901566	organonitrogen compound biosynthetic pro...	316	11	7.61	0.1057
GO:0009059	macromolecule biosynthetic process	244	9	5.87	0.1092
GO:0043648	dicarboxylic acid metabolic process	25	2	0.6	0.1192
GO:0009073	aromatic amino acid family biosynthetic ...	25	2	0.6	0.1192
GO:0044264	cellular polysaccharide metabolic proces...	27	2	0.65	0.1355
GO:0009072	aromatic amino acid family metabolic pro...	27	2	0.65	0.1355
GO:0043170	macromolecule metabolic process	491	15	11.82	0.1428
GO:0006807	nitrogen compound metabolic process	665	19	16.01	0.1545
GO:0034641	cellular nitrogen compound metabolic pro...	499	15	12.01	0.1610
GO:1901564	organonitrogen compound metabolic proces...	500	15	12.04	0.1634
GO:0044262	cellular carbohydrate metabolic process	31	2	0.75	0.1694
GO:0032259	methylation	60	3	1.44	0.1714
GO:0008610	lipid biosynthetic process	32	2	0.77	0.1782
GO:0044237	cellular metabolic process	725	20	17.45	0.1954
GO:0044249	cellular biosynthetic process	473	14	11.39	0.1985
GO:0044271	cellular nitrogen compound biosynthetic ...	355	11	8.55	0.2025
GO:0007049	cell cycle	35	2	0.84	0.2047
GO:1901576	organic substance biosynthetic process	478	14	11.51	0.2124
GO:0042254	ribosome biogenesis	36	2	0.87	0.2137
GO:0051128	regulation of cellular component organiz...	36	2	0.87	0.2137
GO:0051248	negative regulation of protein metabolic...	10	1	0.24	0.2171
GO:0032269	negative regulation of cellular protein ...	10	1	0.24	0.2171
GO:0097237	cellular response to toxic substance	10	1	0.24	0.2171
GO:0051701	interaction with host	10	1	0.24	0.2171
GO:0009225	nucleotide-sugar metabolic process	10	1	0.24	0.2171
GO:0009432	SOS response	10	1	0.24	0.2171
GO:0019692	deoxyribose phosphate metabolic process	10	1	0.24	0.2171
GO:0019318	hexose metabolic process	10	1	0.24	0.2171
GO:0022607	cellular component assembly	68	3	1.64	0.2216
GO:0006508	proteolysis	69	3	1.66	0.2281
GO:0051301	cell division	38	2	0.91	0.2318
GO:0022613	ribonucleoprotein complex biogenesis	38	2	0.91	0.2318
GO:0009266	response to temperature stimulus	11	1	0.26	0.2361
GO:0009251	glucan catabolic process	11	1	0.26	0.2361
GO:0044247	cellular polysaccharide catabolic proces...	11	1	0.26	0.2361
GO:0048583	regulation of response to stimulus	11	1	0.26	0.2361
GO:0042255	ribosome assembly	11	1	0.26	0.2361
GO:0051275	beta-glucan catabolic process	11	1	0.26	0.2361
GO:0030245	cellulose catabolic process	11	1	0.26	0.2361
GO:0009058	biosynthetic process	489	14	11.77	0.2448
GO:0044255	cellular lipid metabolic process	40	2	0.96	0.2500
GO:0009987	cellular process	832	22	20.03	0.2512
GO:0042398	cellular modified amino acid biosyntheti...	12	1	0.29	0.2547
GO:0006414	translational elongation	12	1	0.29	0.2547
GO:0044403	symbiont process	12	1	0.29	0.2547
GO:2000142	regulation of DNA-templated transcriptio...	12	1	0.29	0.2547
GO:0043254	regulation of protein complex assembly	12	1	0.29	0.2547
GO:0006629	lipid metabolic process	42	2	1.01	0.2682
GO:0006979	response to oxidative stress	13	1	0.31	0.2728
GO:0006352	DNA-templated transcription, initiation	13	1	0.31	0.2728
GO:0034637	cellular carbohydrate biosynthetic proce...	13	1	0.31	0.2728
GO:0022618	ribonucleoprotein complex assembly	13	1	0.31	0.2728
GO:0033692	cellular polysaccharide biosynthetic pro...	13	1	0.31	0.2728
GO:0090305	nucleic acid phosphodiester bond hydroly...	44	2	1.06	0.2865
GO:0008654	phospholipid biosynthetic process	14	1	0.34	0.2905
GO:0034248	regulation of cellular amide metabolic p...	14	1	0.34	0.2905
GO:0005996	monosaccharide metabolic process	14	1	0.34	0.2905
GO:0006417	regulation of translation	14	1	0.34	0.2905
GO:0009130	pyrimidine nucleoside monophosphate bios...	14	1	0.34	0.2905
GO:0010608	posttranscriptional regulation of gene e...	14	1	0.34	0.2905
GO:0071826	ribonucleoprotein complex subunit organi...	14	1	0.34	0.2905
GO:0051273	beta-glucan metabolic process	14	1	0.34	0.2905
GO:0030243	cellulose metabolic process	14	1	0.34	0.2905
GO:0006996	organelle organization	45	2	1.08	0.2956
GO:0046394	carboxylic acid biosynthetic process	115	4	2.77	0.2969
GO:0010468	regulation of gene expression	80	3	1.93	0.3018
GO:0016053	organic acid biosynthetic process	116	4	2.79	0.3025
GO:0044238	primary metabolic process	716	19	17.24	0.3040
GO:0065003	protein-containing complex assembly	46	2	1.11	0.3048
GO:0015980	energy derivation by oxidation of organi...	15	1	0.36	0.3078
GO:0043650	dicarboxylic acid biosynthetic process	15	1	0.36	0.3078
GO:0044275	cellular carbohydrate catabolic process	15	1	0.36	0.3078
GO:0009129	pyrimidine nucleoside monophosphate meta...	15	1	0.36	0.3078
GO:0030001	metal ion transport	15	1	0.36	0.3078
GO:0006644	phospholipid metabolic process	15	1	0.36	0.3078
GO:0071704	organic substance metabolic process	760	20	18.3	0.3083
GO:0071103	DNA conformation change	16	1	0.39	0.3247
GO:0034622	cellular protein-containing complex asse...	16	1	0.39	0.3247
GO:0044419	interspecies interaction between organis...	16	1	0.39	0.3247
GO:0000271	polysaccharide biosynthetic process	16	1	0.39	0.3247
GO:0008652	cellular amino acid biosynthetic process	84	3	2.02	0.3292
GO:0006091	generation of precursor metabolites and ...	50	2	1.2	0.3411
GO:0032268	regulation of cellular protein metabolic...	17	1	0.41	0.3412
GO:0009636	response to toxic substance	17	1	0.41	0.3412
GO:0040007	growth	123	4	2.96	0.3428
GO:0016043	cellular component organization	124	4	2.99	0.3486
GO:0005976	polysaccharide metabolic process	51	2	1.23	0.3501
