GO.ID	Term	Annotated	Significant	Expected	Fisher
GO:0006400	tRNA modification	22	2	0.57	0.11
GO:0006810	transport	109	5	2.83	0.14
GO:0007165	signal transduction	80	4	2.07	0.15
GO:0023052	signaling	80	4	2.07	0.15
GO:0051234	establishment of localization	111	5	2.88	0.15
GO:0006164	purine nucleotide biosynthetic process	54	3	1.4	0.16
GO:0008033	tRNA processing	28	2	0.73	0.16
GO:0006928	movement of cell or subcellular componen...	29	2	0.75	0.17
GO:0042455	ribonucleoside biosynthetic process	29	2	0.75	0.17
GO:0072522	purine-containing compound biosynthetic ...	56	3	1.45	0.17
GO:1901659	glycosyl compound biosynthetic process	30	2	0.78	0.18
GO:0009163	nucleoside biosynthetic process	30	2	0.78	0.18
GO:0008610	lipid biosynthetic process	32	2	0.83	0.20
GO:0071705	nitrogen compound transport	33	2	0.86	0.21
GO:0042221	response to chemical	62	3	1.61	0.21
GO:0008299	isoprenoid biosynthetic process	10	1	0.26	0.23
GO:0071806	protein transmembrane transport	10	1	0.26	0.23
GO:0046903	secretion	10	1	0.26	0.23
GO:0006720	isoprenoid metabolic process	10	1	0.26	0.23
GO:0034030	ribonucleoside bisphosphate biosynthetic...	10	1	0.26	0.23
GO:0034033	purine nucleoside bisphosphate biosynthe...	10	1	0.26	0.23
GO:0006413	translational initiation	10	1	0.26	0.23
GO:0033866	nucleoside bisphosphate biosynthetic pro...	10	1	0.26	0.23
GO:0007154	cell communication	98	4	2.54	0.24
GO:0051179	localization	132	5	3.42	0.25
GO:0030031	cell projection assembly	11	1	0.29	0.25
GO:0046040	IMP metabolic process	11	1	0.29	0.25
GO:0071702	organic substance transport	38	2	0.99	0.26
GO:0033875	ribonucleoside bisphosphate metabolic pr...	12	1	0.31	0.27
GO:1903507	negative regulation of nucleic acid-temp...	12	1	0.31	0.27
GO:1902679	negative regulation of RNA biosynthetic ...	12	1	0.31	0.27
GO:0045892	negative regulation of transcription, DN...	12	1	0.31	0.27
GO:0034032	purine nucleoside bisphosphate metabolic...	12	1	0.31	0.27
GO:0006414	translational elongation	12	1	0.31	0.27
