GO.ID	Term	Annotated	Significant	Expected	Fisher
GO:0017144	drug metabolic process	89	4	1.22	0.028
GO:0034220	ion transmembrane transport	24	2	0.33	0.041
GO:0043648	dicarboxylic acid metabolic process	24	2	0.33	0.041
GO:0055085	transmembrane transport	71	3	0.98	0.068
GO:0006812	cation transport	33	2	0.45	0.073
GO:0044281	small molecule metabolic process	314	7	4.32	0.104
GO:0006811	ion transport	42	2	0.58	0.111
GO:0008299	isoprenoid biosynthetic process	10	1	0.14	0.130
GO:0006720	isoprenoid metabolic process	10	1	0.14	0.130
GO:0006081	cellular aldehyde metabolic process	10	1	0.14	0.130
GO:0015672	monovalent inorganic cation transport	12	1	0.17	0.154
GO:0008654	phospholipid biosynthetic process	12	1	0.17	0.154
GO:0005996	monosaccharide metabolic process	12	1	0.17	0.154
GO:0046034	ATP metabolic process	52	2	0.72	0.157
GO:0006541	glutamine metabolic process	13	1	0.18	0.166
GO:0098660	inorganic ion transmembrane transport	13	1	0.18	0.166
GO:0098662	inorganic cation transmembrane transport	13	1	0.18	0.166
GO:0006644	phospholipid metabolic process	13	1	0.18	0.166
GO:0006810	transport	110	3	1.51	0.186
GO:0043650	dicarboxylic acid biosynthetic process	15	1	0.21	0.189
GO:0051234	establishment of localization	112	3	1.54	0.193
GO:1901135	carbohydrate derivative metabolic proces...	172	4	2.37	0.199
GO:0051260	protein homooligomerization	16	1	0.22	0.200
GO:0030001	metal ion transport	17	1	0.23	0.211
GO:0009110	vitamin biosynthetic process	17	1	0.23	0.211
GO:0042364	water-soluble vitamin biosynthetic proce...	17	1	0.23	0.211
GO:0019752	carboxylic acid metabolic process	178	4	2.45	0.218
GO:0043436	oxoacid metabolic process	179	4	2.46	0.221
GO:0006082	organic acid metabolic process	180	4	2.48	0.224
GO:0051259	protein complex oligomerization	19	1	0.26	0.233
GO:0098655	cation transmembrane transport	19	1	0.26	0.233
GO:0019438	aromatic compound biosynthetic process	246	5	3.38	0.233
GO:0051179	localization	125	3	1.72	0.242
GO:0006766	vitamin metabolic process	20	1	0.28	0.244
GO:0006767	water-soluble vitamin metabolic process	20	1	0.28	0.244
GO:0009205	purine ribonucleoside triphosphate metab...	69	2	0.95	0.244
GO:0009144	purine nucleoside triphosphate metabolic...	69	2	0.95	0.244
GO:0009199	ribonucleoside triphosphate metabolic pr...	70	2	0.96	0.250
GO:0006754	ATP biosynthetic process	21	1	0.29	0.255
GO:0009167	purine ribonucleoside monophosphate meta...	71	2	0.98	0.255
GO:0009126	purine nucleoside monophosphate metaboli...	71	2	0.98	0.255
GO:1901362	organic cyclic compound biosynthetic pro...	254	5	3.49	0.256
GO:0009206	purine ribonucleoside triphosphate biosy...	22	1	0.3	0.265
GO:0009145	purine nucleoside triphosphate biosynthe...	22	1	0.3	0.265
GO:0009141	nucleoside triphosphate metabolic proces...	74	2	1.02	0.271
GO:0044283	small molecule biosynthetic process	195	4	2.68	0.272
GO:0006090	pyruvate metabolic process	23	1	0.32	0.275
GO:0009201	ribonucleoside triphosphate biosynthetic...	24	1	0.33	0.286
GO:0009064	glutamine family amino acid metabolic pr...	26	1	0.36	0.306
GO:0009073	aromatic amino acid family biosynthetic ...	26	1	0.36	0.306
GO:0034404	nucleobase-containing small molecule bio...	81	2	1.11	0.308
GO:1901657	glycosyl compound metabolic process	82	2	1.13	0.313
GO:0009116	nucleoside metabolic process	82	2	1.13	0.313
GO:0009142	nucleoside triphosphate biosynthetic pro...	27	1	0.37	0.315
GO:0009161	ribonucleoside monophosphate metabolic p...	83	2	1.14	0.318
GO:0009163	nucleoside biosynthetic process	28	1	0.39	0.325
GO:1901659	glycosyl compound biosynthetic process	28	1	0.39	0.325
GO:0009072	aromatic amino acid family metabolic pro...	28	1	0.39	0.325
GO:0034654	nucleobase-containing compound biosynthe...	212	4	2.92	0.330
GO:0009169	purine ribonucleoside monophosphate cata...	29	1	0.4	0.335
GO:0009158	ribonucleoside monophosphate catabolic p...	29	1	0.4	0.335
GO:0009125	nucleoside monophosphate catabolic proce...	29	1	0.4	0.335
GO:0009128	purine nucleoside monophosphate cataboli...	29	1	0.4	0.335
GO:1901605	alpha-amino acid metabolic process	87	2	1.2	0.339
GO:0008610	lipid biosynthetic process	30	1	0.41	0.344
GO:0009123	nucleoside monophosphate metabolic proce...	89	2	1.22	0.350
GO:0055086	nucleobase-containing small molecule met...	158	3	2.17	0.374
