GO.ID	Term	Annotated	Significant	Expected	Fisher
GO:0016773	phosphotransferase activity, alcohol gro...	41	3	0.95	0.066
GO:0140097	catalytic activity, acting on DNA	47	3	1.09	0.092
GO:0003677	DNA binding	140	6	3.25	0.095
GO:0004519	endonuclease activity	23	2	0.53	0.097
GO:0016788	hydrolase activity, acting on ester bond...	63	3	1.46	0.176
GO:0016301	kinase activity	67	3	1.56	0.200
GO:0008137	NADH dehydrogenase (ubiquinone) activity	10	1	0.23	0.210
GO:0043022	ribosome binding	10	1	0.23	0.210
GO:0016655	oxidoreductase activity, acting on NAD(P...	10	1	0.23	0.210
GO:0050136	NADH dehydrogenase (quinone) activity	10	1	0.23	0.210
GO:0004518	nuclease activity	37	2	0.86	0.211
GO:0003954	NADH dehydrogenase activity	11	1	0.26	0.229
GO:0043021	ribonucleoprotein complex binding	13	1	0.3	0.265
GO:0042578	phosphoric ester hydrolase activity	13	1	0.3	0.265
GO:0000155	phosphorelay sensor kinase activity	14	1	0.33	0.282
GO:0004673	protein histidine kinase activity	15	1	0.35	0.299
GO:0044877	protein-containing complex binding	15	1	0.35	0.299
GO:0016775	phosphotransferase activity, nitrogenous...	16	1	0.37	0.315
GO:0004175	endopeptidase activity	17	1	0.39	0.331
GO:0016651	oxidoreductase activity, acting on NAD(P...	17	1	0.39	0.331
GO:0016787	hydrolase activity	332	9	7.71	0.357
GO:0009055	electron transfer activity	19	1	0.44	0.363
GO:0003700	DNA-binding transcription factor activit...	20	1	0.46	0.378
GO:0003676	nucleic acid binding	259	7	6.02	0.396
GO:0016765	transferase activity, transferring alkyl...	22	1	0.51	0.407
GO:0004386	helicase activity	23	1	0.53	0.421
GO:0016835	carbon-oxygen lyase activity	23	1	0.53	0.421
GO:0004672	protein kinase activity	25	1	0.58	0.448
GO:0043492	ATPase activity, coupled to movement of ...	26	1	0.6	0.461
GO:0042626	ATPase activity, coupled to transmembran...	26	1	0.6	0.461
GO:0005524	ATP binding	234	6	5.44	0.469
GO:0016772	transferase activity, transferring phosp...	109	3	2.53	0.473
GO:0032559	adenyl ribonucleotide binding	235	6	5.46	0.474
GO:0030554	adenyl nucleotide binding	237	6	5.51	0.483
GO:0015405	P-P-bond-hydrolysis-driven transmembrane...	28	1	0.65	0.486
GO:0015399	primary active transmembrane transporter...	28	1	0.65	0.486
GO:0140110	transcription regulator activity	28	1	0.65	0.486
GO:0015318	inorganic molecular entity transmembrane...	29	1	0.67	0.499
GO:0022804	active transmembrane transporter activit...	30	1	0.7	0.511
GO:0015075	ion transmembrane transporter activity	30	1	0.7	0.511
GO:0070011	peptidase activity, acting on L-amino ac...	31	1	0.72	0.522
GO:0016874	ligase activity	77	2	1.79	0.545
GO:0016740	transferase activity	303	7	7.04	0.583
GO:0035639	purine ribonucleoside triphosphate bindi...	262	6	6.09	0.593
GO:0016817	hydrolase activity, acting on acid anhyd...	131	3	3.04	0.604
GO:0016818	hydrolase activity, acting on acid anhyd...	131	3	3.04	0.604
GO:0016462	pyrophosphatase activity	131	3	3.04	0.604
GO:0000287	magnesium ion binding	39	1	0.91	0.607
GO:0003824	catalytic activity	861	20	20.01	0.609
GO:0032555	purine ribonucleotide binding	268	6	6.23	0.618
GO:0017076	purine nucleotide binding	270	6	6.27	0.627
GO:0140096	catalytic activity, acting on a protein	90	2	2.09	0.633
GO:0022857	transmembrane transporter activity	43	1	1	0.643
GO:0046872	metal ion binding	230	5	5.34	0.645
GO:0008233	peptidase activity	44	1	1.02	0.652
GO:0051540	metal cluster binding	45	1	1.05	0.660
GO:0051536	iron-sulfur cluster binding	45	1	1.05	0.660
GO:0016798	hydrolase activity, acting on glycosyl b...	45	1	1.05	0.660
GO:0043169	cation binding	235	5	5.46	0.666
GO:0008144	drug binding	280	6	6.51	0.666
GO:0032553	ribonucleotide binding	284	6	6.6	0.681
GO:0005215	transporter activity	49	1	1.14	0.692
GO:0042623	ATPase activity, coupled	50	1	1.16	0.699
GO:0008168	methyltransferase activity	52	1	1.21	0.714
GO:0097367	carbohydrate derivative binding	293	6	6.81	0.714
GO:0016741	transferase activity, transferring one-c...	59	1	1.37	0.759
GO:0043167	ion binding	487	10	11.32	0.765
GO:0016829	lyase activity	60	1	1.39	0.765
GO:1901363	heterocyclic compound binding	539	11	12.52	0.789
GO:0097159	organic cyclic compound binding	539	11	12.52	0.789
GO:0017111	nucleoside-triphosphatase activity	124	2	2.88	0.803
GO:0005488	binding	758	16	17.61	0.816
GO:1901265	nucleoside phosphate binding	327	6	7.6	0.819
GO:0000166	nucleotide binding	327	6	7.6	0.819
GO:0046914	transition metal ion binding	71	1	1.65	0.822
GO:0140098	catalytic activity, acting on RNA	72	1	1.67	0.826
GO:0043168	anion binding	333	6	7.74	0.834
GO:0016887	ATPase activity	87	1	2.02	0.881
GO:0036094	small molecule binding	371	6	8.62	0.909
GO:0003723	RNA binding	108	1	2.51	0.931
GO:0048037	cofactor binding	137	1	3.18	0.968
GO:0016491	oxidoreductase activity	147	1	3.42	0.975
GO:0003674	molecular_function	1119	26	26	1.000
GO:0000049	tRNA binding	18	0	0.42	1.000
GO:0001871	pattern binding	23	0	0.53	1.000
GO:0001882	nucleoside binding	55	0	1.28	1.000
GO:0001883	purine nucleoside binding	53	0	1.23	1.000
GO:0003678	DNA helicase activity	13	0	0.3	1.000
GO:0003690	double-stranded DNA binding	14	0	0.33	1.000
GO:0003735	structural constituent of ribosome	47	0	1.09	1.000
GO:0003899	DNA-directed 5'-3' RNA polymerase activi...	11	0	0.26	1.000
GO:0003924	GTPase activity	22	0	0.51	1.000
GO:0004527	exonuclease activity	14	0	0.33	1.000
GO:0004553	hydrolase activity, hydrolyzing O-glycos...	40	0	0.93	1.000
GO:0004812	aminoacyl-tRNA ligase activity	24	0	0.56	1.000
GO:0004888	transmembrane signaling receptor activit...	10	0	0.23	1.000
GO:0005198	structural molecule activity	52	0	1.21	1.000
GO:0005506	iron ion binding	14	0	0.33	1.000
GO:0005515	protein binding	78	0	1.81	1.000
GO:0005525	GTP binding	33	0	0.77	1.000
