GO.ID	Term	Annotated	Significant	Expected	Fisher
GO:0034654	nucleobase-containing compound biosynthe...	212	8	2.71	0.0015
GO:0046390	ribose phosphate biosynthetic process	61	4	0.78	0.0056
GO:0055086	nucleobase-containing small molecule met...	158	6	2.02	0.0085
GO:0006974	cellular response to DNA damage stimulus	45	3	0.57	0.0169
GO:0009152	purine ribonucleotide biosynthetic proce...	46	3	0.59	0.0180
GO:0006164	purine nucleotide biosynthetic process	49	3	0.63	0.0213
GO:0009117	nucleotide metabolic process	137	5	1.75	0.0215
GO:0006753	nucleoside phosphate metabolic process	138	5	1.76	0.0221
GO:0072522	purine-containing compound biosynthetic ...	50	3	0.64	0.0225
GO:0009150	purine ribonucleotide metabolic process	96	4	1.23	0.0273
GO:0033554	cellular response to stress	54	3	0.69	0.0277
GO:0006163	purine nucleotide metabolic process	100	4	1.28	0.0313
GO:0009260	ribonucleotide biosynthetic process	59	3	0.75	0.0349
GO:0072521	purine-containing compound metabolic pro...	106	4	1.35	0.0379
GO:0009259	ribonucleotide metabolic process	108	4	1.38	0.0403
GO:0042254	ribosome biogenesis	34	2	0.43	0.0671
GO:0009165	nucleotide biosynthetic process	79	3	1.01	0.0730
GO:0006281	DNA repair	36	2	0.46	0.0743
GO:0022613	ribonucleoprotein complex biogenesis	36	2	0.46	0.0743
GO:1901293	nucleoside phosphate biosynthetic proces...	80	3	1.02	0.0753
GO:0009127	purine nucleoside monophosphate biosynth...	37	2	0.47	0.0779
GO:0009168	purine ribonucleoside monophosphate bios...	37	2	0.47	0.0779
GO:0006950	response to stress	82	3	1.05	0.0800
GO:0071840	cellular component organization or bioge...	145	4	1.85	0.1004
GO:0009112	nucleobase metabolic process	10	1	0.13	0.1211
GO:0051701	interaction with host	10	1	0.13	0.1211
GO:0032392	DNA geometric change	10	1	0.13	0.1211
GO:0006188	IMP biosynthetic process	10	1	0.13	0.1211
GO:0009156	ribonucleoside monophosphate biosyntheti...	48	2	0.61	0.1220
GO:2000142	regulation of DNA-templated transcriptio...	11	1	0.14	0.1324
GO:0046040	IMP metabolic process	11	1	0.14	0.1324
GO:0043254	regulation of protein complex assembly	11	1	0.14	0.1324
GO:0006414	translational elongation	11	1	0.14	0.1324
GO:1901136	carbohydrate derivative catabolic proces...	52	2	0.66	0.1394
GO:0044085	cellular component biogenesis	105	3	1.34	0.1423
GO:0006352	DNA-templated transcription, initiation	12	1	0.15	0.1436
GO:0044403	symbiont process	12	1	0.15	0.1436
GO:0015672	monovalent inorganic cation transport	12	1	0.15	0.1436
GO:0009124	nucleoside monophosphate biosynthetic pr...	53	2	0.68	0.1438
GO:0090304	nucleic acid metabolic process	230	5	2.94	0.1482
GO:0098660	inorganic ion transmembrane transport	13	1	0.17	0.1547
GO:0098662	inorganic cation transmembrane transport	13	1	0.17	0.1547
GO:1901292	nucleoside phosphate catabolic process	57	2	0.73	0.1619
GO:0009166	nucleotide catabolic process	57	2	0.73	0.1619
GO:0050896	response to stimulus	172	4	2.2	0.1627
GO:1901069	guanosine-containing compound catabolic ...	14	1	0.18	0.1656
GO:1903507	negative regulation of nucleic acid-temp...	15	1	0.19	0.1765
GO:1902679	negative regulation of RNA biosynthetic ...	15	1	0.19	0.1765
GO:0045892	negative regulation of transcription, DN...	15	1	0.19	0.1765
GO:0046039	GTP metabolic process	15	1	0.19	0.1765
GO:0044087	regulation of cellular component biogene...	15	1	0.19	0.1765
GO:0046434	organophosphate catabolic process	61	2	0.78	0.1804
GO:0015031	protein transport	16	1	0.2	0.1871
GO:0044419	interspecies interaction between organis...	16	1	0.2	0.1871
GO:0051260	protein homooligomerization	16	1	0.2	0.1871
GO:0051253	negative regulation of RNA metabolic pro...	16	1	0.2	0.1871
GO:0071103	DNA conformation change	16	1	0.2	0.1871
GO:0006355	regulation of transcription, DNA-templat...	63	2	0.8	0.1898
GO:0006139	nucleobase-containing compound metabolic...	364	10	4.65	0.1901
GO:2001141	regulation of RNA biosynthetic process	64	2	0.82	0.1945
GO:1903506	regulation of nucleic acid-templated tra...	64	2	0.82	0.1945
GO:0045184	establishment of protein localization	17	1	0.22	0.1977
GO:0033036	macromolecule localization	17	1	0.22	0.1977
GO:0008104	protein localization	17	1	0.22	0.1977
GO:0051276	chromosome organization	18	1	0.23	0.2081
GO:0051252	regulation of RNA metabolic process	67	2	0.86	0.2088
GO:0051259	protein complex oligomerization	19	1	0.24	0.2184
GO:0045934	negative regulation of nucleobase-contai...	19	1	0.24	0.2184
GO:0098655	cation transmembrane transport	19	1	0.24	0.2184
GO:0009144	purine nucleoside triphosphate metabolic...	69	2	0.88	0.2184
GO:0009205	purine ribonucleoside triphosphate metab...	69	2	0.88	0.2184
GO:0034655	nucleobase-containing compound catabolic...	70	2	0.89	0.2233
GO:0044270	cellular nitrogen compound catabolic pro...	70	2	0.89	0.2233
GO:0009199	ribonucleoside triphosphate metabolic pr...	70	2	0.89	0.2233
GO:0046700	heterocycle catabolic process	70	2	0.89	0.2233
GO:0009126	purine nucleoside monophosphate metaboli...	71	2	0.91	0.2281
GO:0055085	transmembrane transport	71	2	0.91	0.2281
GO:1901361	organic cyclic compound catabolic proces...	71	2	0.91	0.2281
GO:0019439	aromatic compound catabolic process	71	2	0.91	0.2281
GO:0009167	purine ribonucleoside monophosphate meta...	71	2	0.91	0.2281
GO:0015833	peptide transport	20	1	0.26	0.2286
GO:0042886	amide transport	20	1	0.26	0.2286
GO:0006351	transcription, DNA-templated	72	2	0.92	0.2330
GO:0019219	regulation of nucleobase-containing comp...	72	2	0.92	0.2330
