GO.ID	Term	Annotated	Significant	Expected	Fisher
GO:0043565	sequence-specific DNA binding	13	2	0.22	0.019
GO:0043167	ion binding	487	13	8.27	0.024
GO:0046872	metal ion binding	230	8	3.91	0.026
GO:0043169	cation binding	235	8	3.99	0.029
GO:0008270	zinc ion binding	42	3	0.71	0.031
GO:0009055	electron transfer activity	19	2	0.32	0.039
GO:0016887	ATPase activity	87	4	1.48	0.054
GO:0008168	methyltransferase activity	52	3	0.88	0.054
GO:0016835	carbon-oxygen lyase activity	23	2	0.39	0.056
GO:0140096	catalytic activity, acting on a protein	90	4	1.53	0.060
GO:0016741	transferase activity, transferring one-c...	59	3	1	0.074
GO:0016787	hydrolase activity	332	9	5.64	0.077
GO:0005524	ATP binding	234	7	3.97	0.081
GO:0032559	adenyl ribonucleotide binding	235	7	3.99	0.083
GO:0030554	adenyl nucleotide binding	237	7	4.02	0.086
GO:0046914	transition metal ion binding	71	3	1.21	0.114
GO:0035639	purine ribonucleoside triphosphate bindi...	262	7	4.45	0.133
GO:0032555	purine ribonucleotide binding	268	7	4.55	0.146
GO:0003824	catalytic activity	861	17	14.62	0.149
GO:0017076	purine nucleotide binding	270	7	4.58	0.150
GO:0017111	nucleoside-triphosphatase activity	124	4	2.11	0.150
GO:1901265	nucleoside phosphate binding	327	8	5.55	0.160
GO:0000166	nucleotide binding	327	8	5.55	0.160
GO:0008144	drug binding	280	7	4.75	0.174
GO:0016817	hydrolase activity, acting on acid anhyd...	131	4	2.22	0.174
GO:0016818	hydrolase activity, acting on acid anhyd...	131	4	2.22	0.174
GO:0016462	pyrophosphatase activity	131	4	2.22	0.174
GO:0043168	anion binding	333	8	5.65	0.174
GO:0032553	ribonucleotide binding	284	7	4.82	0.184
GO:0019829	cation-transporting ATPase activity	12	1	0.2	0.187
GO:0048037	cofactor binding	137	4	2.33	0.195
GO:0042625	ATPase coupled ion transmembrane transpo...	13	1	0.22	0.201
GO:0015078	proton transmembrane transporter activit...	13	1	0.22	0.201
GO:0097367	carbohydrate derivative binding	293	7	4.97	0.207
GO:0042623	ATPase activity, coupled	50	2	0.85	0.207
GO:0022853	active ion transmembrane transporter act...	14	1	0.24	0.214
GO:0004527	exonuclease activity	14	1	0.24	0.214
GO:0015077	monovalent inorganic cation transmembran...	15	1	0.25	0.228
GO:0008080	N-acetyltransferase activity	15	1	0.25	0.228
GO:0050661	NADP binding	15	1	0.25	0.228
GO:0016410	N-acyltransferase activity	15	1	0.25	0.228
GO:0016836	hydro-lyase activity	16	1	0.27	0.241
GO:0004175	endopeptidase activity	17	1	0.29	0.254
GO:0016407	acetyltransferase activity	18	1	0.31	0.267
GO:0008757	S-adenosylmethionine-dependent methyltra...	18	1	0.31	0.267
GO:0008094	DNA-dependent ATPase activity	18	1	0.31	0.267
GO:0016829	lyase activity	60	2	1.02	0.271
GO:0036094	small molecule binding	371	8	6.3	0.272
GO:0016788	hydrolase activity, acting on ester bond...	63	2	1.07	0.291
GO:0051287	NAD binding	20	1	0.34	0.292
GO:0016301	kinase activity	67	2	1.14	0.316
GO:0022890	inorganic cation transmembrane transport...	23	1	0.39	0.328
GO:0004519	endonuclease activity	23	1	0.39	0.328
GO:0008324	cation transmembrane transporter activit...	24	1	0.41	0.340
GO:0042626	ATPase activity, coupled to transmembran...	26	1	0.44	0.363
GO:0043492	ATPase activity, coupled to movement of ...	26	1	0.44	0.363
GO:0016747	transferase activity, transferring acyl ...	27	1	0.46	0.374
GO:0140110	transcription regulator activity	28	1	0.48	0.385
GO:0015405	P-P-bond-hydrolysis-driven transmembrane...	28	1	0.48	0.385
