GO.ID	Term	Annotated	Significant	Expected	Fisher
GO:1901605	alpha-amino acid metabolic process	87	8	3.59	0.022
GO:1901607	alpha-amino acid biosynthetic process	71	7	2.93	0.022
GO:0009260	ribonucleotide biosynthetic process	59	6	2.43	0.030
GO:0008152	metabolic process	863	40	35.61	0.033
GO:0046390	ribose phosphate biosynthetic process	61	6	2.52	0.035
GO:0019752	carboxylic acid metabolic process	178	12	7.34	0.048
GO:0043436	oxoacid metabolic process	179	12	7.39	0.050
GO:0008652	cellular amino acid biosynthetic process	84	7	3.47	0.051
GO:0006082	organic acid metabolic process	180	12	7.43	0.052
GO:0006520	cellular amino acid metabolic process	124	9	5.12	0.059
GO:0009173	pyrimidine ribonucleoside monophosphate ...	10	2	0.41	0.061
GO:0006188	IMP biosynthetic process	10	2	0.41	0.061
GO:0046049	UMP metabolic process	10	2	0.41	0.061
GO:1901566	organonitrogen compound biosynthetic pro...	292	17	12.05	0.063
GO:0044272	sulfur compound biosynthetic process	23	3	0.95	0.065
GO:0009259	ribonucleotide metabolic process	108	8	4.46	0.067
GO:0046040	IMP metabolic process	11	2	0.45	0.072
GO:0019693	ribose phosphate metabolic process	112	8	4.62	0.080
GO:0006979	response to oxidative stress	12	2	0.5	0.084
GO:0009220	pyrimidine ribonucleotide biosynthetic p...	12	2	0.5	0.084
GO:0009064	glutamine family amino acid metabolic pr...	26	3	1.07	0.088
GO:0090407	organophosphate biosynthetic process	97	7	4	0.096
GO:0046132	pyrimidine ribonucleoside biosynthetic p...	13	2	0.54	0.097
GO:0046134	pyrimidine nucleoside biosynthetic proce...	13	2	0.54	0.097
GO:0009069	serine family amino acid metabolic proce...	13	2	0.54	0.097
GO:0009165	nucleotide biosynthetic process	79	6	3.26	0.099
GO:1901293	nucleoside phosphate biosynthetic proces...	80	6	3.3	0.104
GO:0009218	pyrimidine ribonucleotide metabolic proc...	14	2	0.58	0.111
GO:0009130	pyrimidine nucleoside monophosphate bios...	14	2	0.58	0.111
GO:0009152	purine ribonucleotide biosynthetic proce...	46	4	1.9	0.116
GO:1901137	carbohydrate derivative biosynthetic pro...	103	7	4.25	0.123
GO:0046131	pyrimidine ribonucleoside metabolic proc...	15	2	0.62	0.124
