GO.ID	Term	Annotated	Significant	Expected	Fisher
GO:0006418	tRNA aminoacylation for protein translat...	23	3	0.43	0.0077
GO:0018106	peptidyl-histidine phosphorylation	15	2	0.28	0.0300
GO:0018202	peptidyl-histidine modification	15	2	0.28	0.0300
GO:0018193	peptidyl-amino acid modification	26	2	0.49	0.0822
GO:0006468	protein phosphorylation	27	2	0.5	0.0878
GO:0006508	proteolysis	63	3	1.18	0.1077
GO:0040011	locomotion	35	2	0.65	0.1363
GO:0071554	cell wall organization or biogenesis	36	2	0.67	0.1428
GO:0065008	regulation of biological quality	38	2	0.71	0.1559
GO:0000105	histidine biosynthetic process	10	1	0.19	0.1724
GO:0006547	histidine metabolic process	10	1	0.19	0.1724
GO:0052803	imidazole-containing compound metabolic ...	10	1	0.19	0.1724
GO:0006414	translational elongation	11	1	0.21	0.1880
GO:0071973	bacterial-type flagellum-dependent cell ...	11	1	0.21	0.1880
GO:0009605	response to external stimulus	44	2	0.82	0.1966
GO:0007154	cell communication	86	3	1.61	0.2119
GO:0097588	archaeal or bacterial-type flagellum-dep...	13	1	0.24	0.2184
GO:0019538	protein metabolic process	228	8	4.26	0.2187
GO:0071555	cell wall organization	14	1	0.26	0.2332
GO:0010608	posttranscriptional regulation of gene e...	14	1	0.26	0.2332
GO:0006417	regulation of translation	14	1	0.26	0.2332
GO:0045229	external encapsulating structure organiz...	14	1	0.26	0.2332
GO:0034248	regulation of cellular amide metabolic p...	14	1	0.26	0.2332
GO:0000910	cytokinesis	15	1	0.28	0.2477
GO:1903507	negative regulation of nucleic acid-temp...	15	1	0.28	0.2477
GO:0009991	response to extracellular stimulus	15	1	0.28	0.2477
GO:0071496	cellular response to external stimulus	15	1	0.28	0.2477
GO:0031668	cellular response to extracellular stimu...	15	1	0.28	0.2477
GO:1902679	negative regulation of RNA biosynthetic ...	15	1	0.28	0.2477
GO:0001539	cilium or flagellum-dependent cell motil...	15	1	0.28	0.2477
GO:0045892	negative regulation of transcription, DN...	15	1	0.28	0.2477
GO:0043412	macromolecule modification	95	3	1.77	0.2580
GO:0032259	methylation	53	2	0.99	0.2598
GO:0008152	metabolic process	863	18	16.11	0.2608
GO:0022604	regulation of cell morphogenesis	16	1	0.3	0.2619
GO:0051253	negative regulation of RNA metabolic pro...	16	1	0.3	0.2619
GO:0051674	localization of cell	16	1	0.3	0.2619
GO:0048870	cell motility	16	1	0.3	0.2619
GO:0008360	regulation of cell shape	16	1	0.3	0.2619
GO:0032268	regulation of cellular protein metabolic...	16	1	0.3	0.2619
GO:0022402	cell cycle process	16	1	0.3	0.2619
GO:0036211	protein modification process	55	2	1.03	0.2741
GO:0006464	cellular protein modification process	55	2	1.03	0.2741
GO:0022603	regulation of anatomical structure morph...	17	1	0.32	0.2759
GO:0001510	RNA methylation	17	1	0.32	0.2759
GO:0006023	aminoglycan biosynthetic process	17	1	0.32	0.2759
GO:0006024	glycosaminoglycan biosynthetic process	17	1	0.32	0.2759
GO:0051246	regulation of protein metabolic process	17	1	0.32	0.2759
GO:0009252	peptidoglycan biosynthetic process	17	1	0.32	0.2759
GO:0000270	peptidoglycan metabolic process	18	1	0.34	0.2897
GO:0006022	aminoglycan metabolic process	18	1	0.34	0.2897
GO:0030203	glycosaminoglycan metabolic process	18	1	0.34	0.2897
GO:0050793	regulation of developmental process	18	1	0.34	0.2897
GO:0000902	cell morphogenesis	19	1	0.35	0.3032
GO:0045934	negative regulation of nucleobase-contai...	19	1	0.35	0.3032
GO:0032989	cellular component morphogenesis	19	1	0.35	0.3032
GO:0070589	cellular component macromolecule biosynt...	20	1	0.37	0.3164
GO:0006928	movement of cell or subcellular componen...	20	1	0.37	0.3164
GO:0044038	cell wall macromolecule biosynthetic pro...	20	1	0.37	0.3164
GO:0006935	chemotaxis	20	1	0.37	0.3164
