GO.ID	Term	Annotated	Significant	Expected	Fisher
GO:0097237	cellular response to toxic substance	10	3	0.27	0.0018
GO:0006935	chemotaxis	20	3	0.53	0.0140
GO:0042330	taxis	21	3	0.56	0.0161
GO:0006810	transport	110	7	2.92	0.0202
GO:0051234	establishment of localization	112	7	2.97	0.0221
GO:0042592	homeostatic process	11	2	0.29	0.0322
GO:0055085	transmembrane transport	71	5	1.88	0.0346
GO:0006979	response to oxidative stress	12	2	0.32	0.0380
GO:0051179	localization	125	7	3.32	0.0383
GO:0050789	regulation of biological process	184	9	4.88	0.0401
GO:0032259	methylation	53	4	1.41	0.0471
GO:0065007	biological regulation	197	9	5.22	0.0592
GO:0040011	locomotion	35	3	0.93	0.0619
GO:0050794	regulation of cellular process	173	8	4.59	0.0717
GO:0030001	metal ion transport	17	2	0.45	0.0721
GO:0065008	regulation of biological quality	38	3	1.01	0.0757
GO:0006811	ion transport	42	3	1.11	0.0960
GO:0006766	vitamin metabolic process	20	2	0.53	0.0960
GO:0006767	water-soluble vitamin metabolic process	20	2	0.53	0.0960
GO:0042221	response to chemical	57	6	1.51	0.0968
GO:0009605	response to external stimulus	44	3	1.17	0.1069
GO:0007165	signal transduction	71	4	1.88	0.1127
GO:0023052	signaling	71	4	1.88	0.1127
GO:0018193	peptidyl-amino acid modification	26	2	0.69	0.1492
GO:0006464	cellular protein modification process	55	3	1.46	0.1750
GO:0036211	protein modification process	55	3	1.46	0.1750
GO:0007154	cell communication	86	4	2.28	0.1878
GO:0006396	RNA processing	57	3	1.51	0.1885
GO:0055114	oxidation-reduction process	152	6	4.03	0.2041
GO:0006812	cation transport	33	2	0.88	0.2169
GO:0009251	glucan catabolic process	10	1	0.27	0.2366
GO:0051275	beta-glucan catabolic process	10	1	0.27	0.2366
GO:0030245	cellulose catabolic process	10	1	0.27	0.2366
GO:0044247	cellular polysaccharide catabolic proces...	10	1	0.27	0.2366
GO:0031167	rRNA methylation	10	1	0.27	0.2366
GO:0006790	sulfur compound metabolic process	35	2	0.93	0.2368
GO:0071702	organic substance transport	35	2	0.93	0.2368
GO:0051128	regulation of cellular component organiz...	35	2	0.93	0.2368
GO:0043412	macromolecule modification	95	4	2.52	0.2395
GO:0044265	cellular macromolecule catabolic process	11	1	0.29	0.2571
GO:2000142	regulation of DNA-templated transcriptio...	11	1	0.29	0.2571
GO:0043254	regulation of protein complex assembly	11	1	0.29	0.2571
GO:0000160	phosphorelay signal transduction system	38	2	1.01	0.2670
GO:0009451	RNA modification	38	2	1.01	0.2670
GO:0042398	cellular modified amino acid biosyntheti...	12	1	0.32	0.2770
GO:0006352	DNA-templated transcription, initiation	12	1	0.32	0.2770
GO:0015672	monovalent inorganic cation transport	12	1	0.32	0.2770
GO:0051273	beta-glucan metabolic process	12	1	0.32	0.2770
GO:0030243	cellulose metabolic process	12	1	0.32	0.2770
GO:0006760	folic acid-containing compound metabolic...	13	1	0.34	0.2964
GO:0000154	rRNA modification	13	1	0.34	0.2964
GO:0035556	intracellular signal transduction	41	2	1.09	0.2972
GO:0044085	cellular component biogenesis	105	4	2.78	0.3008
GO:0090305	nucleic acid phosphodiester bond hydroly...	42	2	1.11	0.3073
GO:0071555	cell wall organization	14	1	0.37	0.3153
GO:0044275	cellular carbohydrate catabolic process	14	1	0.37	0.3153
GO:0045229	external encapsulating structure organiz...	14	1	0.37	0.3153
GO:0034622	cellular protein-containing complex asse...	15	1	0.4	0.3337
GO:0018106	peptidyl-histidine phosphorylation	15	1	0.4	0.3337
GO:0044087	regulation of cellular component biogene...	15	1	0.4	0.3337
GO:0018202	peptidyl-histidine modification	15	1	0.4	0.3337
GO:0065003	protein-containing complex assembly	45	2	1.19	0.3373
GO:0034470	ncRNA processing	45	2	1.19	0.3373
GO:0051716	cellular response to stimulus	135	7	3.58	0.3463
GO:0009108	coenzyme biosynthetic process	46	2	1.22	0.3473
GO:0015031	protein transport	16	1	0.42	0.3517
GO:0042558	pteridine-containing compound metabolic ...	16	1	0.42	0.3517
GO:0008360	regulation of cell shape	16	1	0.42	0.3517
GO:0022604	regulation of cell morphogenesis	16	1	0.42	0.3517
GO:0010468	regulation of gene expression	81	3	2.15	0.3652
GO:0045184	establishment of protein localization	17	1	0.45	0.3691
GO:0001510	RNA methylation	17	1	0.45	0.3691
GO:0033036	macromolecule localization	17	1	0.45	0.3691
GO:0009252	peptidoglycan biosynthetic process	17	1	0.45	0.3691
GO:0042364	water-soluble vitamin biosynthetic proce...	17	1	0.45	0.3691
GO:0009110	vitamin biosynthetic process	17	1	0.45	0.3691
GO:0022603	regulation of anatomical structure morph...	17	1	0.45	0.3691
GO:0006023	aminoglycan biosynthetic process	17	1	0.45	0.3691
GO:0006024	glycosaminoglycan biosynthetic process	17	1	0.45	0.3691
GO:0008104	protein localization	17	1	0.45	0.3691
GO:0030203	glycosaminoglycan metabolic process	18	1	0.48	0.3861
GO:0000270	peptidoglycan metabolic process	18	1	0.48	0.3861
GO:0050793	regulation of developmental process	18	1	0.48	0.3861
GO:0006073	cellular glucan metabolic process	18	1	0.48	0.3861
GO:0006022	aminoglycan metabolic process	18	1	0.48	0.3861
GO:0009057	macromolecule catabolic process	51	2	1.35	0.3963
GO:0044042	glucan metabolic process	19	1	0.5	0.4027
GO:0000902	cell morphogenesis	19	1	0.5	0.4027
GO:0098655	cation transmembrane transport	19	1	0.5	0.4027
GO:0032989	cellular component morphogenesis	19	1	0.5	0.4027
GO:0051188	cofactor biosynthetic process	52	2	1.38	0.4060
GO:0016070	RNA metabolic process	159	5	4.22	0.4170
GO:0044038	cell wall macromolecule biosynthetic pro...	20	1	0.53	0.4189
GO:0070589	cellular component macromolecule biosynt...	20	1	0.53	0.4189
GO:0015833	peptide transport	20	1	0.53	0.4189
GO:0042886	amide transport	20	1	0.53	0.4189
GO:0060255	regulation of macromolecule metabolic pr...	90	3	2.39	0.4326
GO:0043933	protein-containing complex subunit organ...	55	2	1.46	0.4345
GO:0006364	rRNA processing	21	1	0.56	0.4346
GO:0022900	electron transport chain	21	1	0.56	0.4346
