GO.ID	Term	Annotated	Significant	Expected	Fisher
GO:0016655	oxidoreductase activity, acting on NAD(P...	10	2	0.23	0.021
GO:0050136	NADH dehydrogenase (quinone) activity	10	2	0.23	0.021
GO:0008137	NADH dehydrogenase (ubiquinone) activity	10	2	0.23	0.021
GO:0140098	catalytic activity, acting on RNA	72	5	1.67	0.022
GO:0003954	NADH dehydrogenase activity	11	2	0.26	0.025
GO:0016763	transferase activity, transferring pento...	15	2	0.35	0.045
GO:0016651	oxidoreductase activity, acting on NAD(P...	17	2	0.39	0.057
GO:0051539	4 iron, 4 sulfur cluster binding	17	2	0.39	0.057
GO:0140101	catalytic activity, acting on a tRNA	41	3	0.95	0.066
GO:0016875	ligase activity, forming carbon-oxygen b...	24	2	0.56	0.105
GO:0004812	aminoacyl-tRNA ligase activity	24	2	0.56	0.105
GO:0043168	anion binding	333	11	7.74	0.117
GO:0042626	ATPase activity, coupled to transmembran...	26	2	0.6	0.120
GO:0043492	ATPase activity, coupled to movement of ...	26	2	0.6	0.120
GO:0035639	purine ribonucleoside triphosphate bindi...	262	9	6.09	0.131
GO:0015405	P-P-bond-hydrolysis-driven transmembrane...	28	2	0.65	0.136
GO:0015399	primary active transmembrane transporter...	28	2	0.65	0.136
GO:0016887	ATPase activity	87	4	2.02	0.137
GO:0015318	inorganic molecular entity transmembrane...	29	2	0.67	0.144
GO:0032555	purine ribonucleotide binding	268	9	6.23	0.146
GO:0017076	purine nucleotide binding	270	9	6.27	0.151
GO:0017111	nucleoside-triphosphatase activity	124	5	2.88	0.152
GO:0015075	ion transmembrane transporter activity	30	2	0.7	0.152
GO:0022804	active transmembrane transporter activit...	30	2	0.7	0.152
GO:0005524	ATP binding	234	8	5.44	0.156
GO:0032559	adenyl ribonucleotide binding	235	8	5.46	0.159
GO:0030554	adenyl nucleotide binding	237	8	5.51	0.165
GO:0008144	drug binding	280	9	6.51	0.179
GO:0016462	pyrophosphatase activity	131	5	3.04	0.179
GO:0016817	hydrolase activity, acting on acid anhyd...	131	5	3.04	0.179
GO:0016818	hydrolase activity, acting on acid anhyd...	131	5	3.04	0.179
GO:0032553	ribonucleotide binding	284	9	6.6	0.190
GO:0043167	ion binding	487	14	11.32	0.191
GO:1901265	nucleoside phosphate binding	327	10	7.6	0.201
GO:0000166	nucleotide binding	327	10	7.6	0.201
GO:0004888	transmembrane signaling receptor activit...	10	1	0.23	0.210
GO:0038023	signaling receptor activity	10	1	0.23	0.210
GO:0036094	small molecule binding	371	11	8.62	0.212
GO:0005488	binding	758	20	17.61	0.214
GO:0016787	hydrolase activity	332	10	7.71	0.216
GO:1901363	heterocyclic compound binding	539	15	12.52	0.216
GO:0097159	organic cyclic compound binding	539	15	12.52	0.216
GO:0097367	carbohydrate derivative binding	293	9	6.81	0.218
GO:0016757	transferase activity, transferring glyco...	38	2	0.88	0.220
GO:0034062	5'-3' RNA polymerase activity	11	1	0.26	0.229
GO:0097747	RNA polymerase activity	11	1	0.26	0.229
GO:0003899	DNA-directed 5'-3' RNA polymerase activi...	11	1	0.26	0.229
GO:0003723	RNA binding	108	4	2.51	0.237
GO:0016874	ligase activity	77	3	1.79	0.263
GO:0022857	transmembrane transporter activity	43	2	1	0.264
GO:0005515	protein binding	78	3	1.81	0.270
GO:0008233	peptidase activity	44	2	1.02	0.272
GO:0051540	metal cluster binding	45	2	1.05	0.281
GO:0051536	iron-sulfur cluster binding	45	2	1.05	0.281
GO:0008173	RNA methyltransferase activity	14	1	0.33	0.282
GO:0042802	identical protein binding	16	1	0.37	0.315
GO:0016866	intramolecular transferase activity	16	1	0.37	0.315
GO:0016836	hydro-lyase activity	16	1	0.37	0.315
GO:0005215	transporter activity	49	2	1.14	0.317
GO:0042623	ATPase activity, coupled	50	2	1.16	0.325
GO:0004175	endopeptidase activity	17	1	0.39	0.331
GO:0016769	transferase activity, transferring nitro...	17	1	0.39	0.331
GO:0008483	transaminase activity	17	1	0.39	0.331
GO:0060089	molecular transducer activity	17	1	0.39	0.331
GO:0008168	methyltransferase activity	52	2	1.21	0.343
GO:0000049	tRNA binding	18	1	0.42	0.347
GO:0001883	purine nucleoside binding	53	2	1.23	0.351
GO:0032550	purine ribonucleoside binding	53	2	1.23	0.351
GO:0001882	nucleoside binding	55	2	1.28	0.369
GO:0032549	ribonucleoside binding	55	2	1.28	0.369
GO:0030248	cellulose binding	21	1	0.49	0.392
GO:0048037	cofactor binding	137	4	3.18	0.396
GO:0016741	transferase activity, transferring one-c...	59	2	1.37	0.403
GO:0003924	GTPase activity	22	1	0.51	0.407
GO:0016830	carbon-carbon lyase activity	22	1	0.51	0.407
GO:0016829	lyase activity	60	2	1.39	0.411
GO:0030247	polysaccharide binding	23	1	0.53	0.421
GO:0004519	endonuclease activity	23	1	0.53	0.421
GO:0001871	pattern binding	23	1	0.53	0.421
GO:0004386	helicase activity	23	1	0.53	0.421
GO:0016835	carbon-oxygen lyase activity	23	1	0.53	0.421
GO:0003824	catalytic activity	861	21	20.01	0.424
GO:0016788	hydrolase activity, acting on ester bond...	63	2	1.46	0.436
GO:0016491	oxidoreductase activity	147	4	3.42	0.452
GO:0070279	vitamin B6 binding	26	1	0.6	0.461
GO:0030170	pyridoxal phosphate binding	26	1	0.6	0.461
GO:0070011	peptidase activity, acting on L-amino ac...	31	1	0.72	0.522
GO:0005525	GTP binding	33	1	0.77	0.545
GO:0019842	vitamin binding	33	1	0.77	0.545
GO:0050662	coenzyme binding	81	2	1.88	0.573
GO:0004518	nuclease activity	37	1	0.86	0.587
GO:0016779	nucleotidyltransferase activity	37	1	0.86	0.587
GO:0030246	carbohydrate binding	38	1	0.88	0.597
GO:0000287	magnesium ion binding	39	1	0.91	0.607
GO:0019843	rRNA binding	39	1	0.91	0.607
GO:0004553	hydrolase activity, hydrolyzing O-glycos...	40	1	0.93	0.616
GO:0140096	catalytic activity, acting on a protein	90	2	2.09	0.633
GO:0019001	guanyl nucleotide binding	42	1	0.98	0.634
GO:0032561	guanyl ribonucleotide binding	42	1	0.98	0.634
GO:0046872	metal ion binding	230	5	5.34	0.645
