GO.ID	Term	Annotated	Significant	Expected	Fisher
GO:0060089	molecular transducer activity	17	3	0.56	0.016
GO:0016879	ligase activity, forming carbon-nitrogen...	35	4	1.16	0.025
GO:0016874	ligase activity	77	6	2.55	0.036
GO:0097367	carbohydrate derivative binding	293	15	9.69	0.038
GO:0016655	oxidoreductase activity, acting on NAD(P...	10	2	0.33	0.041
GO:0043022	ribosome binding	10	2	0.33	0.041
GO:0050136	NADH dehydrogenase (quinone) activity	10	2	0.33	0.041
GO:0008137	NADH dehydrogenase (ubiquinone) activity	10	2	0.33	0.041
GO:1901265	nucleoside phosphate binding	327	16	10.81	0.046
GO:0000166	nucleotide binding	327	16	10.81	0.046
GO:0016884	carbon-nitrogen ligase activity, with gl...	11	2	0.36	0.049
GO:0003954	NADH dehydrogenase activity	11	2	0.36	0.049
GO:0016817	hydrolase activity, acting on acid anhyd...	131	8	4.33	0.058
GO:0016818	hydrolase activity, acting on acid anhyd...	131	8	4.33	0.058
GO:0016462	pyrophosphatase activity	131	8	4.33	0.058
GO:0043021	ribonucleoprotein complex binding	13	2	0.43	0.066
GO:0044877	protein-containing complex binding	15	2	0.5	0.085
GO:0017111	nucleoside-triphosphatase activity	124	7	4.1	0.105
GO:0016651	oxidoreductase activity, acting on NAD(P...	17	2	0.56	0.106
GO:0003824	catalytic activity	861	32	28.47	0.111
GO:0000049	tRNA binding	18	2	0.6	0.117
GO:0032553	ribonucleotide binding	284	13	9.39	0.118
GO:0036094	small molecule binding	371	16	12.27	0.126
GO:0035639	purine ribonucleoside triphosphate bindi...	262	12	8.66	0.133
GO:0051287	NAD binding	20	2	0.66	0.139
GO:0140101	catalytic activity, acting on a tRNA	41	3	1.36	0.150
GO:0032555	purine ribonucleotide binding	268	12	8.86	0.151
GO:0017076	purine nucleotide binding	270	12	8.93	0.157
GO:0003924	GTPase activity	22	2	0.73	0.163
GO:0004386	helicase activity	23	2	0.76	0.175
GO:0016787	hydrolase activity	332	14	10.98	0.177
GO:0016491	oxidoreductase activity	147	7	4.86	0.203
GO:0140098	catalytic activity, acting on RNA	72	4	2.38	0.210
GO:0005524	ATP binding	234	10	7.74	0.229
GO:0032559	adenyl ribonucleotide binding	235	10	7.77	0.233
GO:0140110	transcription regulator activity	28	2	0.93	0.236
GO:0030554	adenyl nucleotide binding	237	10	7.84	0.242
GO:0016614	oxidoreductase activity, acting on CH-OH...	29	2	0.96	0.248
GO:0016616	oxidoreductase activity, acting on the C...	29	2	0.96	0.248
GO:0004888	transmembrane signaling receptor activit...	10	1	0.33	0.287
GO:0038023	signaling receptor activity	10	1	0.33	0.287
GO:0043168	anion binding	333	13	11.01	0.288
GO:0005525	GTP binding	33	2	1.09	0.299
GO:0008144	drug binding	280	11	9.26	0.308
GO:0003899	DNA-directed 5'-3' RNA polymerase activi...	11	1	0.36	0.310
GO:0034062	5'-3' RNA polymerase activity	11	1	0.36	0.310
GO:0097747	RNA polymerase activity	11	1	0.36	0.310
GO:0016779	nucleotidyltransferase activity	37	2	1.22	0.348
GO:0003678	DNA helicase activity	13	1	0.43	0.356
GO:0010181	FMN binding	14	1	0.46	0.377
GO:0032561	guanyl ribonucleotide binding	42	2	1.39	0.409
GO:0019001	guanyl nucleotide binding	42	2	1.39	0.409
GO:0097159	organic cyclic compound binding	539	19	17.82	0.410
GO:1901363	heterocyclic compound binding	539	19	17.82	0.410
GO:0008483	transaminase activity	17	1	0.56	0.438
GO:0016769	transferase activity, transferring nitro...	17	1	0.56	0.438
GO:0051539	4 iron, 4 sulfur cluster binding	17	1	0.56	0.438
GO:0051540	metal cluster binding	45	2	1.49	0.444
GO:0051536	iron-sulfur cluster binding	45	2	1.49	0.444
GO:0008135	translation factor activity, RNA binding	18	1	0.6	0.457
GO:0048037	cofactor binding	137	5	4.53	0.481
GO:0005515	protein binding	78	3	2.58	0.484
GO:0003723	RNA binding	108	4	3.57	0.487
GO:0003700	DNA-binding transcription factor activit...	20	1	0.66	0.493
GO:0016772	transferase activity, transferring phosp...	109	4	3.6	0.494
GO:0050662	coenzyme binding	81	3	2.68	0.510
GO:0001883	purine nucleoside binding	53	2	1.75	0.532
GO:0032550	purine ribonucleoside binding	53	2	1.75	0.532
GO:0001882	nucleoside binding	55	2	1.82	0.553
GO:0032549	ribonucleoside binding	55	2	1.82	0.553
GO:0016875	ligase activity, forming carbon-oxygen b...	24	1	0.79	0.558
GO:0004812	aminoacyl-tRNA ligase activity	24	1	0.79	0.558
GO:0016887	ATPase activity	87	3	2.88	0.560
GO:0016810	hydrolase activity, acting on carbon-nit...	26	1	0.86	0.587
GO:0003676	nucleic acid binding	259	8	8.56	0.653
GO:0016301	kinase activity	67	2	2.22	0.663
GO:0016746	transferase activity, transferring acyl ...	32	1	1.06	0.664
GO:0043167	ion binding	487	15	16.1	0.704
GO:0005488	binding	758	24	25.06	0.716
GO:0016798	hydrolase activity, acting on glycosyl b...	45	1	1.49	0.787
GO:0140097	catalytic activity, acting on DNA	47	1	1.55	0.801
GO:0005215	transporter activity	49	1	1.62	0.814
GO:0140096	catalytic activity, acting on a protein	90	2	2.98	0.814
GO:0016740	transferase activity	303	8	10.02	0.828
GO:0008168	methyltransferase activity	52	1	1.72	0.833
GO:0003677	DNA binding	140	3	4.63	0.863
GO:0016741	transferase activity, transferring one-c...	59	1	1.95	0.870
GO:0046872	metal ion binding	230	2	7.61	0.998
GO:0043169	cation binding	235	2	7.77	0.998
GO:0003674	molecular_function	1119	37	37	1.000
GO:0000155	phosphorelay sensor kinase activity	14	0	0.46	1.000
GO:0000287	magnesium ion binding	39	0	1.29	1.000
GO:0001871	pattern binding	23	0	0.76	1.000
GO:0003690	double-stranded DNA binding	14	0	0.46	1.000
GO:0003735	structural constituent of ribosome	47	0	1.55	1.000
GO:0004175	endopeptidase activity	17	0	0.56	1.000
GO:0004518	nuclease activity	37	0	1.22	1.000
GO:0004519	endonuclease activity	23	0	0.76	1.000
GO:0004527	exonuclease activity	14	0	0.46	1.000
GO:0004553	hydrolase activity, hydrolyzing O-glycos...	40	0	1.32	1.000
