GO.ID	Term	Annotated	Significant	Expected	Fisher
GO:0016811	hydrolase activity, acting on carbon-nit...	10	3	0.5	0.011
GO:0140101	catalytic activity, acting on a tRNA	41	5	2.05	0.049
GO:0008757	S-adenosylmethionine-dependent methyltra...	18	3	0.9	0.057
GO:0051540	metal cluster binding	45	5	2.25	0.069
GO:0051536	iron-sulfur cluster binding	45	5	2.25	0.069
GO:0016875	ligase activity, forming carbon-oxygen b...	24	3	1.2	0.114
GO:0004812	aminoacyl-tRNA ligase activity	24	3	1.2	0.114
GO:0003676	nucleic acid binding	259	17	12.96	0.126
GO:0016810	hydrolase activity, acting on carbon-nit...	26	3	1.3	0.137
GO:0000155	phosphorelay sensor kinase activity	14	2	0.7	0.152
GO:0003723	RNA binding	108	8	5.4	0.164
GO:0004673	protein histidine kinase activity	15	2	0.75	0.170
GO:0016874	ligase activity	77	6	3.85	0.181
GO:0016775	phosphotransferase activity, nitrogenous...	16	2	0.8	0.189
GO:0051539	4 iron, 4 sulfur cluster binding	17	2	0.85	0.207
GO:0005488	binding	758	41	37.93	0.228
GO:1901363	heterocyclic compound binding	539	30	26.97	0.244
GO:0097159	organic cyclic compound binding	539	30	26.97	0.244
GO:0008168	methyltransferase activity	52	4	2.6	0.260
GO:0003700	DNA-binding transcription factor activit...	20	2	1	0.264
GO:0004518	nuclease activity	37	3	1.85	0.281
GO:0140098	catalytic activity, acting on RNA	72	5	3.6	0.289
GO:0016765	transferase activity, transferring alkyl...	22	2	1.1	0.302
GO:0016830	carbon-carbon lyase activity	22	2	1.1	0.302
GO:0000287	magnesium ion binding	39	3	1.95	0.309
GO:0004519	endonuclease activity	23	2	1.15	0.321
GO:0016773	phosphotransferase activity, alcohol gro...	41	3	2.05	0.338
GO:0016741	transferase activity, transferring one-c...	59	4	2.95	0.341
GO:0004672	protein kinase activity	25	2	1.25	0.359
GO:0016788	hydrolase activity, acting on ester bond...	63	4	3.15	0.388
GO:0003677	DNA binding	140	8	7.01	0.402
GO:0046873	metal ion transmembrane transporter acti...	10	1	0.5	0.403
GO:0030145	manganese ion binding	10	1	0.5	0.403
GO:0008649	rRNA methyltransferase activity	10	1	0.5	0.403
GO:0140110	transcription regulator activity	28	2	1.4	0.414
GO:0016301	kinase activity	67	4	3.35	0.435
GO:0016740	transferase activity	303	16	15.16	0.450
GO:0016772	transferase activity, transferring phosp...	109	6	5.45	0.469
GO:0140102	catalytic activity, acting on a rRNA	13	1	0.65	0.489
GO:0042578	phosphoric ester hydrolase activity	13	1	0.65	0.489
GO:0016831	carboxy-lyase activity	13	1	0.65	0.489
GO:0016787	hydrolase activity	332	17	16.61	0.506
GO:0008173	RNA methyltransferase activity	14	1	0.7	0.515
GO:0010181	FMN binding	14	1	0.7	0.515
GO:0005524	ATP binding	234	12	11.71	0.516
GO:0032559	adenyl ribonucleotide binding	235	12	11.76	0.523
GO:0030554	adenyl nucleotide binding	237	12	11.86	0.537
GO:0008080	N-acetyltransferase activity	15	1	0.75	0.539
GO:0015077	monovalent inorganic cation transmembran...	15	1	0.75	0.539
GO:0016410	N-acyltransferase activity	15	1	0.75	0.539
GO:0048037	cofactor binding	137	7	6.86	0.540
GO:0016866	intramolecular transferase activity	16	1	0.8	0.563
GO:0016779	nucleotidyltransferase activity	37	2	1.85	0.563
GO:0004175	endopeptidase activity	17	1	0.85	0.585
GO:0016829	lyase activity	60	3	3	0.589
GO:0000049	tRNA binding	18	1	0.9	0.606
GO:0008135	translation factor activity, RNA binding	18	1	0.9	0.606
GO:0016407	acetyltransferase activity	18	1	0.9	0.606
GO:0009055	electron transfer activity	19	1	0.95	0.626
GO:0022857	transmembrane transporter activity	43	2	2.15	0.646
GO:0008144	drug binding	280	13	14.01	0.677
GO:0035639	purine ribonucleoside triphosphate bindi...	262	12	13.11	0.692
GO:0140097	catalytic activity, acting on DNA	47	2	2.35	0.695
GO:0022890	inorganic cation transmembrane transport...	23	1	1.15	0.697
GO:0032553	ribonucleotide binding	284	13	14.21	0.699
GO:0008324	cation transmembrane transporter activit...	24	1	1.2	0.712
GO:0005215	transporter activity	49	2	2.45	0.717
GO:0032555	purine ribonucleotide binding	268	12	13.41	0.725
GO:0017076	purine nucleotide binding	270	12	13.51	0.735
GO:0042626	ATPase activity, coupled to transmembran...	26	1	1.3	0.741
GO:0043492	ATPase activity, coupled to movement of ...	26	1	1.3	0.741
GO:0097367	carbohydrate derivative binding	293	13	14.66	0.746
GO:0016747	transferase activity, transferring acyl ...	27	1	1.35	0.754
GO:0015405	P-P-bond-hydrolysis-driven transmembrane...	28	1	1.4	0.767
GO:0015399	primary active transmembrane transporter...	28	1	1.4	0.767
GO:0015318	inorganic molecular entity transmembrane...	29	1	1.45	0.779
GO:0050662	coenzyme binding	81	3	4.05	0.788
GO:0015075	ion transmembrane transporter activity	30	1	1.5	0.790
GO:0022804	active transmembrane transporter activit...	30	1	1.5	0.790
GO:0070011	peptidase activity, acting on L-amino ac...	31	1	1.55	0.801
GO:1901265	nucleoside phosphate binding	327	14	16.36	0.805
GO:0000166	nucleotide binding	327	14	16.36	0.805
GO:0016746	transferase activity, transferring acyl ...	32	1	1.6	0.811
GO:0016887	ATPase activity	87	3	4.35	0.828
GO:0043168	anion binding	333	14	16.66	0.828
GO:0016879	ligase activity, forming carbon-nitrogen...	35	1	1.75	0.839
GO:0140096	catalytic activity, acting on a protein	90	3	4.5	0.845
GO:0030246	carbohydrate binding	38	1	1.9	0.863
GO:0016757	transferase activity, transferring glyco...	38	1	1.9	0.863
GO:0043169	cation binding	235	9	11.76	0.866
GO:0019843	rRNA binding	39	1	1.95	0.870
GO:0004553	hydrolase activity, hydrolyzing O-glycos...	40	1	2	0.876
GO:0003824	catalytic activity	861	40	43.09	0.877
GO:0046914	transition metal ion binding	71	2	3.55	0.884
GO:0008270	zinc ion binding	42	1	2.1	0.889
GO:0008233	peptidase activity	44	1	2.2	0.900
GO:0016798	hydrolase activity, acting on glycosyl b...	45	1	2.25	0.905
GO:0016853	isomerase activity	46	1	2.3	0.910
GO:0043167	ion binding	487	20	24.37	0.912
GO:0005515	protein binding	78	2	3.9	0.915
